 	voglio	che	Maria	che	venga	domani	</S>
i	0.971890575	0.025911660325	0.00183331848	0.000100586286	0.00019093851627	5.911408987e-05	1.37558335e-05
t	0.661575085	0.145592665108	0.162099936393	0.0145583945187	0.0121555378888	0.00399703662996	2.12708378333e-05
è	0.544896391667	0.199956591703	0.214511443131	0.0193242479066	0.0160214712456	0.00527235155019	1.73696717444e-05
l	0.489999617889	0.242697797234	0.234096695377	0.0222677507025	0.00816434969787	0.00276319909026	1.04440590481e-05
o	0.17702208563	0.513215855745	0.272878366459	0.0251526127008	0.00729475776596	0.00281844823009	0.00161778834902
k	0.0671689738433	0.473556207582	0.249191790153	0.198960773367	0.00620215728865	0.00271201754336	0.00220806177301
a	0.0288263619144	0.409361258194	0.280748083384	0.265417052789	0.0104292599296	0.00348431501445	0.00173365541434
i	0.0152870298381	0.379976842065	0.378877981128	0.130040152596	0.0589479433099	0.0336181740048	0.00325185107145
M	0.00636494594603	0.153086997355	0.384953123709	0.339745790865	0.0701895932366	0.0425145793016	0.00314498252382
a	0.00946604478201	0.162017143118	0.30563361457	0.476745696955	0.0289955405455	0.0150683455339	0.00207366957461
r	0.0122962439273	0.154976801039	0.236409990657	0.335034198985	0.0185293126818	0.011677571978	0.231075921858
ì	0.0087988963091	0.0648438021797	0.091353319019	0.298178279662	0.171371979394	0.0482928696593	0.317160842953
a	0.00499381713303	0.0251912977926	0.0413900319397	0.233458656554	0.453587019798	0.123994396553	0.117384757751
n	0.00193941549101	0.0088709248302	0.0148782812799	0.105578552518	0.389222998166	0.422383745518	0.0571260736837
a	0.012462859247	0.00772672127673	0.00843054712663	0.0526862011727	0.398603317622	0.477089865173	0.0430005065612
r	0.0158757364023	0.00700400667558	0.00618553966554	0.0349727465576	0.407152388541	0.197910039391	0.330899554187
t	0.0600487937874	0.211951249142	0.0112083985118	0.0320712316859	0.144929025314	0.0976235841303	0.442167711396
i	0.0754681909291	0.280417287281	0.0128272716973	0.029151544772	0.103300371571	0.299137601377	0.199697731799
à	0.0260096811087	0.0937437891194	0.0043309730466	0.0100055843373	0.10857315719	0.660551057126	0.096785782233
v	0.00868925244057	0.0313106812522	0.0014941111897	0.00340396327243	0.0597624953967	0.850954652375	0.044384892711
v	0.00432667375219	0.0439223295041	0.00740984828323	0.00190468258081	0.0264646011322	0.873139207458	0.042832699237
r	0.0939091965841	0.232042216501	0.0349618927611	0.0160642517269	0.0138500263774	0.569805796486	0.0393666204123
i	0.158293838861	0.271998544167	0.038449152587	0.0205436052423	0.0063921406258	0.302446386162	0.201876320804
</S>	0.133057769431	0.152009430083	0.0209738307935	0.0109812456212	0.0040617135629	0.308024968081	0.370891060402
