 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.71813926	0.202479042	0.077524545	0.001084034456	0.00064530204475	3.908823165e-05	3.541929367e-05	5.3412708e-05
s	0.66446343	0.203369140333	0.129736011667	0.00129910876867	0.000761105281583	4.50461752167e-05	0.000270972561223	5.5251681e-05
ò	0.581838906667	0.248828576444	0.166294067222	0.00218533757289	0.000470931843861	2.72002720722e-05	0.000329227188408	2.5796092e-05
z	0.423675498889	0.281070376481	0.282500532407	0.0051561581243	0.00509288136462	4.70346396907e-05	0.0024439485308	1.36215351667e-05
i	0.285973107496	0.298740306494	0.395441200802	0.00952926454143	0.00685913022154	7.76276798969e-05	0.00315719796593	0.000222187999556
m	0.102770646365	0.286044878165	0.598266516934	0.00855186141381	0.00278021235385	6.1801344299e-05	0.00122551293098	0.000298565757185
i	0.040090859655	0.138674208722	0.770017038978	0.0470842867046	0.00241674909795	0.000237751672433	0.000581738150327	0.000897377743062
m	0.014922204585	0.0903204947073	0.824489062993	0.0650236155682	0.00306827376598	0.000468995574144	0.000482903150109	0.00122446789435
i	0.00649580625167	0.0424466233691	0.731566620998	0.206498631856	0.00884432518866	0.00145137027471	0.000473482270036	0.00222314941145
l	0.00452196730722	0.026997141223	0.655681006999	0.288613853952	0.0158279530629	0.0035776253249	0.00153669566335	0.00324377637048
ì	0.00387358987574	0.0124783151077	0.518433747	0.422481437984	0.0301765603543	0.00748387844163	0.00205802960112	0.00301446499016
s	0.00200026473191	0.00710652710257	0.360223440333	0.545558529328	0.0697464354514	0.00896455671388	0.00428106248037	0.00211919414972
i	0.00134836414397	0.00455047453419	0.287704858244	0.564976116443	0.108368638484	0.0221857494713	0.00534157649346	0.00552424843624
a	0.00165269394799	0.00207585803806	0.099004711348	0.516328262148	0.284466742828	0.0769275998238	0.00787599083115	0.0116681404787
t	0.00385188614933	0.00276650767269	0.0718025175827	0.336811434049	0.390647847609	0.154698259941	0.0255923716104	0.0138291594929
s	0.00935251188311	0.00503498795756	0.0657983705276	0.25574035135	0.33811122587	0.28338466998	0.0326800492035	0.00989782559763
è	0.0100307216277	0.00398871057585	0.0270328286092	0.14997105045	0.393937141957	0.37525626666	0.0284284764012	0.0113547719659
t	0.0056203599759	0.00323904068195	0.0143554873031	0.0970975854833	0.514405320652	0.307167395553	0.0466207318004	0.0114940402203
ù	0.0038150098253	0.00298909402732	0.00988551300103	0.0600466348278	0.454173813551	0.375779291851	0.0661943089335	0.0271163199718
o	0.0104335293418	0.00133892404244	0.00627582923368	0.0235910479426	0.255921994517	0.49961000395	0.130878759644	0.0719499013239
m	0.0253150614473	0.00155095354748	0.0195737840779	0.0124770869809	0.145804728172	0.569405127983	0.158035703215	0.067837519108
e	0.0236318048158	0.00167605696583	0.022656298226	0.0088347293603	0.0819735893907	0.574428735994	0.218554284405	0.0682444837027
t	0.0206752316053	0.00118718033861	0.0142753436087	0.00488268348677	0.0427706747969	0.568372638665	0.257657618135	0.0901786412342
i	0.0205592202018	0.00107645203287	0.0117602792029	0.00337472899559	0.018828354599	0.454726549555	0.380171119378	0.109503307078
n	0.0360383930673	0.00288983946429	0.0225775457343	0.00651168049853	0.00999586486633	0.204717673185	0.595041806459	0.122227215693
A	0.0401212108224	0.00344869342143	0.0257321668114	0.00733025876618	0.00954550862211	0.112715039062	0.695769485486	0.105337656898
n	0.0689887300741	0.00316960780714	0.0316397591705	0.00327843403539	0.00763880302404	0.056814422654	0.530171423495	0.298298850633
n	0.0892213416914	0.00305367893571	0.0335856136568	0.00142074196846	0.00275213194201	0.019315910718	0.255185699498	0.595464896878
a	0.0472738108971	0.0013355401319	0.0127724315523	0.000682754099487	0.001019961198	0.00785868077267	0.151486365166	0.777570432293
</S>	0.0316489534485	0.00083521729595	0.00746641037615	0.000602813049743	0.000653997749	0.00590717388634	0.093197210583	0.859688196147
