 	si	è	rotta	la	coppa	</S>
e	0.552571175	0.247599475	0.192686293	0.005665005	0.000435024662	0.001043016475
g	0.358532676333	0.175804120667	0.399138264333	0.0556357916667	0.00956509554067	0.00132402455833
l	0.156158352778	0.0694222655557	0.544793824778	0.202109550556	0.0267116285136	0.000804330300777
à	0.0555718888593	0.0314057621852	0.543599541593	0.343552950185	0.0238594291045	0.00201037778159
s	0.0396682262198	0.0185702564951	0.424448520531	0.503445816728	0.0114561583015	0.00241097711553
t	0.0864469500733	0.00787159907503	0.21504994651	0.666976772243	0.0227343917672	0.00092035224351
i	0.0837287205244	0.00448619233501	0.0927902385033	0.751277490748	0.0278733365891	0.0398440450978
e	0.0547250273415	0.00703317261167	0.0492851508344	0.689014396916	0.037983899863	0.161958318366
c	0.0453701665138	0.00691099617056	0.0226642082115	0.688096598972	0.0736016382877	0.163356373555
ò	0.0207023369046	0.00489530789019	0.0106280957705	0.759574819657	0.126449789429	0.0777496586183
p	0.0149128239682	0.0055970361634	0.0061772840235	0.575854369886	0.34636597981	0.0510925262061
p	0.0244846866561	0.00409378885447	0.0035595302745	0.296537238295	0.64422274327	0.0271020110687
a	0.0253019773854	0.00377877218482	0.0029403455915	0.133359275432	0.569250714423	0.265368906023
</S>	0.0136481399427	0.00508749774241	0.00236624614575	0.092329174216	0.381482307212	0.505086653012
