 	le	canzone	si	scrivono	alla	notte	</S>
a	0.710297635	0.285730404	0.002376073305	0.00084867675275	0.000390261262	8.302708035e-05	0.000273925517
t	0.548763731667	0.444916558	0.00355817900167	0.00190327301758	0.000395404896	0.000178322686783	0.000284463609
r	0.450365823889	0.544599219333	0.00286895250056	0.00171323575919	0.000176595588333	0.000160270726261	0.000115813036967
a	0.25396658983	0.687685529778	0.0513273697669	0.00233819497306	0.00382941624378	0.000187811966087	0.000665079226289
ù	0.0874630156767	0.810816723259	0.086222227589	0.00778516165769	0.00632583668126	0.000354747808696	0.0010323108421
d	0.198264219092	0.61784041442	0.074450356863	0.0981149388859	0.00697440749375	0.00325588933623	0.00109977324737
i	0.234183095797	0.29544591814	0.268793932288	0.155195706295	0.0368275611646	0.00540407057874	0.00414969144912
a	0.0795902394323	0.152321909047	0.407005434096	0.266542988765	0.0791584103882	0.00973204165958	0.00564895181637
g	0.195367131211	0.093684161349	0.243031315032	0.372376099588	0.0771505191294	0.0106538118199	0.00773696193879
r	0.269458080404	0.0899124874497	0.119973323344	0.245793959863	0.203608292043	0.0246713038733	0.0465825393129
à	0.126932695801	0.0530848768166	0.101192822448	0.324121349954	0.281711947348	0.0535662219578	0.059390067771
f	0.0523249109337	0.0214460522722	0.073551361816	0.504607259985	0.245802805783	0.0747436893193	0.0275239285903
u	0.0270894010779	0.0103162028574	0.0417019326053	0.358631259995	0.462834931928	0.0749695191064	0.0244567851968
t	0.014680521126	0.0054447874858	0.0335232975351	0.231035336665	0.513052823976	0.178714715702	0.0235485307323
t	0.086470237042	0.0193301252619	0.0462763195117	0.180170682888	0.380739091325	0.275389745234	0.0116237640774
e	0.105173995081	0.0229794191873	0.0398247513039	0.0737838029627	0.461671523775	0.234713361745	0.0618531371925
t	0.044123156427	0.00872971049577	0.0219664022346	0.0527899069876	0.494632354592	0.267169793915	0.110588695731
s	0.035499695809	0.00495548406526	0.0212840227449	0.0425206413292	0.398655264864	0.422195791305	0.0748891119103
e	0.0260137232697	0.00572893358842	0.015203960315	0.0229477434431	0.280379824955	0.438819663768	0.210906167303
n	0.0276443457566	0.00694746852947	0.015839291505	0.0256956898144	0.186454658318	0.401140361256	0.336278209101
ì	0.0282121545855	0.00684983694316	0.0163593153017	0.0259515046048	0.110884224106	0.549407193752	0.2623357997
t	0.0132428941952	0.00451258588105	0.00789386790057	0.0161846865349	0.0556562193687	0.749307121251	0.1532026467
t	0.0364345563984	0.0162838677604	0.0150655489669	0.016402544845	0.0338616061229	0.78764446375	0.0943074157
a	0.0449472744661	0.0221423968201	0.016597543789	0.0141218869817	0.014830521841	0.510573554583	0.376786835233
</S>	0.025986695733	0.0141483622601	0.0087749890945	0.00784421804085	0.0085765211205	0.291625127292	0.643044117617
