 	credo	che	stanno	ancora	svegli	</S>
p	0.9841057	0.0145654165	0.00125591525	4.9353932e-06	1.21976191e-06	6.680268445e-05
i	0.889051266667	0.105236349833	0.00545725495	4.10041400333e-05	0.000156958228643	5.70893711167e-05
s	0.838467222222	0.148087890611	0.01307284465	7.23548566778e-05	0.000210551721881	8.91005603722e-05
t	0.749690424074	0.18072662087	0.0693173572167	0.000124975862226	7.46750489603e-05	6.59477943241e-05
è	0.413118382358	0.451157156957	0.134718209072	0.000323420824075	0.000263803705653	0.000419001128975
o	0.142369483619	0.587347442319	0.211771959691	0.0463359080247	0.00934504286855	0.00283010707633
k	0.0638480230397	0.392584960773	0.465057609897	0.0617494162082	0.0121478624095	0.00461212785878
a	0.0357551967999	0.190083866924	0.726149386632	0.0261953939361	0.0156458485898	0.00617036945293
s	0.01328464212	0.111437458975	0.825180282211	0.0229485896454	0.0168831132299	0.010265968151
t	0.00605881567333	0.0722805456583	0.888797160737	0.0186974333485	0.0057656087333	0.008400487207
è	0.00238422229444	0.0365794977528	0.921510456912	0.0225572839162	0.00802814586777	0.008940406559
o	0.00092603652148	0.0151027153843	0.641812325637	0.245371397305	0.0852145519559	0.0115729371863
n	0.00535082676049	0.0199870823948	0.516775991879	0.323881387435	0.105232407219	0.0287722333954
e	0.0067704876635	0.0214264683816	0.449336129626	0.252925764145	0.23620873564	0.0333323281318
a	0.0026430763645	0.0075313306872	0.157328202875	0.494895751382	0.32416528188	0.0134362969439
n	0.0182478808548	0.00818143253907	0.0769529882917	0.455448436794	0.153096391127	0.288072822881
k	0.0246267038516	0.0653154818464	0.187502249431	0.195558676931	0.123350977542	0.403645879627
ò	0.00984527444387	0.0792184865821	0.203306202534	0.164621813977	0.381845312514	0.161162907742
r	0.00440865160796	0.0292335440274	0.088564249568	0.166300654659	0.597755757505	0.113737135114
a	0.00256938885265	0.0124411728325	0.050680007656	0.11068891222	0.686226772502	0.137393741705
a	0.00374993373422	0.00557200410083	0.0185644456853	0.06745598274	0.771729424167	0.132928227235
t	0.0129193772447	0.00857729823361	0.0181842145618	0.0609788342467	0.536043969722	0.363296339078
s	0.0256370307482	0.0250174954112	0.0506969928539	0.0704375500822	0.224119191574	0.604091786359
ù	0.0230325125827	0.0285752054704	0.054816812618	0.0677356190274	0.241485570525	0.58435431212
n	0.0281825251942	0.0252663264901	0.0355415565393	0.0825867520091	0.226288933842	0.60213392404
n	0.0623463570647	0.223933883163	0.0725233428464	0.111953617336	0.0811703970807	0.448072447347
i	0.0564292222882	0.279604007054	0.0782887609488	0.0740110697787	0.0506289831602	0.461038015116
t	0.123990157363	0.167135085018	0.11376026365	0.0340798835929	0.0394046636201	0.521629961705
i	0.148948281954	0.132640929006	0.131559509217	0.0217813341976	0.04451339344	0.520556543902
</S>	0.079897620227	0.073164260503	0.0844018066085	0.0187256070988	0.06726736422	0.676543341951
