 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.535036905	0.4604837505	0.0035792558	0.0005239806883	7.36671095e-05	0.0001691291185	4.891717445e-05	5.31038103e-05	1.04120003e-05	2.085391065e-05
d	0.229007761667	0.761625816833	0.0080510838	0.000922016562767	7.99779321667e-05	0.0001747832035	5.39921874833e-05	5.29633755567e-05	1.09078798333e-05	2.07154698833e-05
r	0.148502563889	0.839981405611	0.0105468299333	0.000790654597589	5.68703663889e-05	6.74772715e-05	2.44869375944e-05	1.80013462089e-05	4.5258088111e-06	7.23732272777e-06
e	0.099147607963	0.87500010187	0.0242976266444	0.000937459909196	0.000402796278796	0.0001364796235	3.79453729648e-05	3.17104016363e-05	2.18301713703e-06	6.12067800926e-06
f	0.241142602654	0.68178559729	0.0737825232148	0.00239097890307	0.000540096766265	0.000182362151167	8.65725843216e-05	4.56436782121e-05	3.37931444568e-06	4.02831066698e-05
f	0.296774848551	0.60271528243	0.0970453144049	0.00274609466769	0.000407570142088	0.000144314053722	8.58324837739e-05	2.8071450404e-05	4.44153188189e-06	4.82627126466e-05
ì	0.10885954963	0.627123504143	0.258011951468	0.00388400182256	0.00174644582736	0.000167623081241	8.9242750258e-05	4.92247988013e-05	3.3598578273e-06	6.50672013055e-05
m	0.11494597899	0.367755123381	0.477594660489	0.0330114726075	0.00316866880912	0.00189219043041	0.00148995921675	6.30865652671e-05	7.2135354091e-06	7.15875250352e-05
m	0.118440154997	0.43151225646	0.399320480163	0.0440645518692	0.00222960758304	0.00245254371014	0.00191616185892	3.13288680557e-05	7.89884520303e-06	2.50099043631e-05
u	0.0411943772623	0.424790221153	0.481675463388	0.0402428282897	0.00958937950768	0.00117317155005	0.00083562522964	0.000143744659985	1.26334254677e-05	0.000342592429539
f	0.0386474726841	0.147236297584	0.729757497796	0.0693176994299	0.0124157283359	0.00103747116335	0.000920858533213	0.000190876151662	2.05024764892e-05	0.000455611130513
ù	0.037780812253	0.0520724449613	0.789596685932	0.09532048981	0.0214964849453	0.00146518985445	0.00136078717774	0.000550494372221	2.00489274964e-05	0.000336545897504
e	0.0128633853093	0.0209984705538	0.721916461977	0.151058119937	0.0398290633151	0.0192795635182	0.0124751760926	0.0207001726907	6.23784484988e-05	0.000817194065835
p	0.0150038706364	0.0106293951846	0.491007573992	0.360185053312	0.042711347105	0.0310661525061	0.0211974440309	0.0270499617769	0.000157385302833	0.000991838355278
p	0.0277098092121	0.0650986620615	0.377833364664	0.455795344437	0.0298304852683	0.0202803608354	0.0136171723436	0.00916729970397	0.000141748996811	0.000525754910426
ò	0.021555562644	0.0830312529405	0.290931556555	0.366341351479	0.161727683656	0.0483414262785	0.0174190177812	0.0101414597997	0.00012530453147	0.000385354228809
r	0.00934584795467	0.0280594591502	0.151632330518	0.336952093826	0.338231654552	0.0678995867595	0.0563935885937	0.0108257579666	0.000312701237157	0.000346949034936
k	0.0257761774849	0.0299739076334	0.135414050173	0.436378697942	0.250199313851	0.0535024622532	0.0642473818646	0.00406873891887	0.000306868419052	0.000132363862645
e	0.0292278809716	0.0306807340878	0.0955278330577	0.387582382647	0.319267133617	0.0659859260844	0.0528622962882	0.0171443488696	0.000267594349684	0.00145380847988
t	0.0140867194672	0.0104002853076	0.0432469923526	0.250168464216	0.426126877872	0.0775624673615	0.153049475429	0.0228545242899	0.000480304476561	0.00202385144663
e	0.00908183490907	0.00393304073753	0.0255337961175	0.189608841405	0.398011909291	0.10896841112	0.21956103181	0.0420281127633	0.000878746192187	0.00239429510221
e	0.00332349653636	0.00216177534584	0.0106278166392	0.0780674718017	0.30979724243	0.234166643707	0.211182500603	0.145763460921	0.00192800726406	0.0029816167674
t	0.00186150765879	0.00114514677795	0.00506737457973	0.0399276819339	0.134604005143	0.233863957236	0.420056320201	0.15717558964	0.00404774008802	0.00225069138913
è	0.00129308980293	0.000901935121983	0.00381031065991	0.0249974736446	0.094635573381	0.217063248412	0.5382240434	0.106369679213	0.0102432980293	0.00246135339638
l	0.00082545126431	0.000818044803661	0.00244516965997	0.0112623742149	0.065648438127	0.209693397471	0.597555091133	0.0929977797377	0.0168678786764	0.00188641018446
i	0.000683083991437	0.00096373466422	0.00191508362666	0.00540295547163	0.0334138650423	0.0942466344903	0.572148813711	0.261153026579	0.0199299765588	0.0101428622472
n	0.00179352768715	0.00104294582141	0.00210276504222	0.00470163612388	0.0212333870141	0.0468721634968	0.558206521237	0.325389000526	0.0253857858529	0.0132722983157
a	0.00226726006238	0.00169813784047	0.00343861234741	0.00479258060796	0.0149327386714	0.0344064981656	0.553316013746	0.332478591842	0.0428521872843	0.00981738233857
d	0.00615930632079	0.00205384054682	0.00415184868247	0.00485630973599	0.0212185542238	0.0290381687219	0.447613027915	0.343750885281	0.127920721095	0.0132373071129
i	0.00753097764026	0.00544272011561	0.00506877229416	0.00503612437866	0.0221723804079	0.0254511822406	0.409252189305	0.34754794976	0.161448390365	0.0110493140376
v	0.00601435008009	0.0065933360052	0.00503202173139	0.00354653205955	0.019122316136	0.0222718984135	0.287537683102	0.342191463253	0.295134760122	0.0125556386792
e	0.0061019600267	0.0137339276351	0.0117939785438	0.00569658801985	0.0179769448453	0.0154582978045	0.201777537701	0.366300144418	0.346765550041	0.0143950722264
n	0.0033872524089	0.0159630753184	0.0137557529046	0.00576078783995	0.0117017970818	0.0118300614682	0.1320396459	0.360955582473	0.434595713347	0.0100103545421
