 	Valeria	legge	il	giornale	</S>
e	0.91867172	0.0807193295	0.00032828648	3.0277882e-05	0.000250380975
V	0.702932396667	0.296566677833	0.000275509466667	7.20234406667e-05	0.000153379743
a	0.607596292222	0.392036729278	0.000226647352222	7.17602490556e-05	6.85416482833e-05
l	0.524787294074	0.473663263093	0.000845000827407	0.000566451961852	0.000137976482044
è	0.324036644691	0.672437854364	0.0024551643758	0.000865839797284	0.000204496337348
r	0.24015176323	0.749274738121	0.00705077492527	0.00339666110909	0.000126057658449
i	0.10165025541	0.644230012707	0.186955347308	0.00758450203636	0.0595798966121
a	0.0367991097367	0.321490714236	0.478934269103	0.0228190376788	0.139956888871
m	0.0342818168456	0.352023114745	0.456018949701	0.0417609765596	0.115915168624
e	0.0328416388652	0.353037741582	0.515341623234	0.0459143305199	0.0528646878747
l	0.0292098345384	0.139352662861	0.650130921078	0.122952681173	0.0583539119582
e	0.0281224977461	0.0605736811203	0.549955227026	0.289187977058	0.0721606323194
t	0.0189113521487	0.0279176468734	0.391594402342	0.451841442353	0.10973514244
à	0.0156261285262	0.0164618812245	0.250539397447	0.600568897451	0.116803664147
o	0.0069042703854	0.00703979847483	0.156319211316	0.74261654915	0.0871201613823
g	0.185651736528	0.0257243639583	0.0572939656053	0.62837174305	0.102958171794
i	0.243958922009	0.0316316074528	0.0236068685351	0.611978941017	0.0888236099313
o	0.0830645316363	0.0112511724176	0.00979045904503	0.837599427006	0.0582943933104
r	0.0311016553454	0.0046096473392	0.00417422574834	0.669199622335	0.290914873103
n	0.0163068271151	0.0154228951797	0.0197635014494	0.552010840778	0.396495951034
à	0.010198270305	0.0199652773932	0.0246088863831	0.639830113593	0.305397477011
l	0.0104194897017	0.00935534079773	0.0177900560277	0.720993451198	0.24144168467
e	0.0104575349006	0.00710274326591	0.0158142788759	0.560578060399	0.40604737389
</S>	0.0062709499503	0.00749279213295	0.00890074373795	0.2955967752	0.681738716945
