 	il	lenzuolo	vuole	lavato	</S>
o	0.9844017	0.0153971086	6.93524995e-05	9.8165936e-06	0.000122009156
p	0.752214923333	0.2372315202	0.0103684734332	1.89955045333e-05	0.000166062745333
l	0.373876437778	0.608799206733	0.0171810188111	2.34275278444e-05	0.000119879309778
a	0.151305241259	0.832361655578	0.015349393937	0.000147366942281	0.000836288731259
ù	0.0572058280863	0.805845005193	0.127810357979	0.00152619024743	0.00761255807709
n	0.0520091016954	0.555868178398	0.380992719326	0.00186192478114	0.00926804259236
a	0.0478260416318	0.359632322799	0.549657089775	0.00973983295905	0.0331446954308
t	0.0177976176106	0.221575246266	0.706820546592	0.0124325544797	0.0413740333436
è	0.00751229003687	0.102351125755	0.836520495531	0.0248433996532	0.0287727113145
l	0.00389184567896	0.0563789609183	0.88665097851	0.0289159940827	0.0241622460615
i	0.00267478961299	0.0213532768061	0.768980459503	0.0709877955592	0.13600371431
p	0.105144793424	0.0114905187687	0.620921573168	0.0854457655864	0.17699737477
l	0.139804299975	0.0300094735896	0.735202977723	0.0308053229288	0.06417794209
i	0.0472802112583	0.0322336151532	0.568266103241	0.204847541643	0.147372517863
m	0.0344781078528	0.0122748880077	0.472359511747	0.266386287214	0.214501182621
è	0.0301184229563	0.00562158788257	0.455064397249	0.303094035738	0.206101570874
n	0.160903002991	0.00752950217419	0.189048531416	0.319734771246	0.322784206958
o	0.20456281363	0.00812148072473	0.070502412172	0.267079659749	0.449733635653
</S>	0.102406595765	0.00412189536237	0.036261600136	0.359580744874	0.497629167827
