 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.77555217	0.03591986	0.18784066575	0.0002458135865	0.000242227985	8.80523675e-05	9.555460585e-05	1.57020565e-05
ì	0.490369646667	0.300535247667	0.20763635525	0.000593621472167	0.000657175771667	7.91484608333e-05	9.66964256167e-05	3.21210491667e-05
n	0.452294592222	0.393041084222	0.15320741175	0.000592993387389	0.000738313963889	5.33693757778e-05	3.89465755389e-05	3.32652523856e-05
i	0.404885606207	0.382015596407	0.20759476725	0.00176761705913	0.0034625130613	0.000147139307426	2.7661679513e-05	9.90838267919e-05
e	0.141140155869	0.536022798802	0.295054092417	0.0123400980197	0.0146348880204	0.000350575729142	3.1855272171e-05	0.000425548995597
n	0.091949543623	0.355817324134	0.508473680806	0.0171541723399	0.0191004880068	0.00187230906305	0.00514008201872	0.000492409621866
è	0.0703364433077	0.125439661911	0.769415626935	0.01090266028	0.0139822420023	0.00285829262102	0.00684306493824	0.000222019480622
r	0.0287410418692	0.0527546613037	0.737360215645	0.04635042326	0.0943569663341	0.0325305591403	0.00777619124475	0.000129972763541
k	0.10222893929	0.0251065580012	0.644635978548	0.05668818382	0.121247922445	0.0418697774334	0.00813438746158	8.8263009847e-05
o	0.121668679723	0.0164295085671	0.495188466183	0.0769118506733	0.253442084482	0.0305762781978	0.00294261613386	0.00284049925862
t	0.0429906276343	0.0159723035224	0.243006662061	0.162997016891	0.442113734827	0.0788760173993	0.00933374964462	0.00470988481954
t	0.0190728503114	0.0192590681741	0.177027620687	0.152993620297	0.508926684942	0.1041448358	0.0160436985482	0.00253160437051
e	0.0087287840018	0.0168792309914	0.121594313562	0.104794821432	0.638945394981	0.0937744432667	0.0104182047027	0.00486479515417
e	0.00624663323193	0.00687385943047	0.048494678854	0.171770270477	0.637653164994	0.109621729089	0.0105447110876	0.00879493605139
t	0.00576093854398	0.00437887464349	0.0217572522513	0.164968499159	0.486983248331	0.28940276303	0.0187596353625	0.00798876835046
u	0.00244590672466	0.00321620778116	0.00927943945043	0.0682145103863	0.39746177611	0.48810956101	0.0237940167875	0.00747859945015
s	0.00140829741822	0.00202983206039	0.00439083845014	0.0317253979288	0.309479118703	0.60927948367	0.0311480992625	0.0105389701501
m	0.00091455099774	0.00149687046346	0.00183453657671	0.0130051467429	0.205334402901	0.737676541223	0.0308911570875	0.00884685146337
è	0.00073802715758	0.000820468644487	0.00195509265224	0.0117169605476	0.1985142343	0.690307163741	0.0390243370292	0.0569237595678
n	0.00225522555253	0.0114822118282	0.0212857718174	0.0139097293492	0.3470735581	0.43421282958	0.0963106136764	0.0734700775226
o	0.00276796605084	0.0156251559427	0.0277387011058	0.00887623534973	0.324856292367	0.329175161527	0.221559624559	0.0694008868409
m	0.00593113445028	0.00674415344757	0.0108668566353	0.00506806044991	0.130283703789	0.498143630509	0.264758924853	0.0782035436136
e	0.00680836095009	0.00313971574919	0.00475434971177	0.0034908340833	0.0629340440963	0.474347186836	0.348596391618	0.0959291425379
t	0.00503231145003	0.0014876857964	0.00238457825059	0.00289076642777	0.0240741420988	0.419756442279	0.394448600539	0.149925504179
r	0.00424100826001	0.0008432745388	0.00097137545353	0.00375254854259	0.0119047742663	0.379845654093	0.48081437018	0.117627009393
ò	0.00165347861334	0.0004923089396	0.00071246397451	0.0033658149142	0.00632209093877	0.184140691364	0.708663603393	0.0946495777977
m	0.00079563616778	0.0002991206232	0.000527814663503	0.00138746838807	0.00277740199626	0.0733245831213	0.841884401131	0.0790035960326
e	0.000925514735927	0.0006510560844	0.0024156232265	0.00105880911269	0.00181360834875	0.0340305690404	0.71023075371	0.248874068778
</S>	0.00137310956796	0.0011145392422	0.00454233221325	0.00128198200635	0.00137561894937	0.0230764475202	0.510024476855	0.457211484389
