 	non	avete	mangiato	mai	un	rustico	</S>
e	0.5684883	0.40905884	0.0096721574	0.0037378035	0.005485454199	0.001989793735	0.001567646845
n	0.346884885333	0.565586026667	0.0613140248	0.00339952229667	0.005612949133	0.015663426145	0.00153913494733
è	0.126459375111	0.770466875556	0.0802376566	0.00118671509889	0.002045097881	0.019077416915	0.00052682484491
c	0.0502508317037	0.819834045185	0.107224623867	0.000424418781163	0.000780441667	0.021309074505	0.00017655775067
h	0.0254916389012	0.783880648395	0.164720707956	0.000355582838588	0.000705799359	0.0247831365017	6.24810011233e-05
e	0.0158066749671	0.623714852798	0.313632719319	0.0246923258129	0.004611260153	0.0128532200006	0.00468893204571
t	0.0229258946557	0.343092417599	0.480701489773	0.032608222365	0.00684137421767	0.107588805167	0.00624181182724
e	0.0232948768519	0.1593020572	0.574940729924	0.0894875312157	0.00874807973922	0.138678395489	0.00554833742108
f	0.013779371584	0.0651397980667	0.656237326641	0.108655555605	0.0148732412464	0.133836882263	0.00747783280703
a	0.0104873291013	0.0313111290222	0.56859674888	0.197378053735	0.0530260147488	0.133467365288	0.00573337726901
m	0.00761791427377	0.0161386260074	0.44564847296	0.229363086578	0.0914596849163	0.198688576296	0.011083613423
è	0.00660506990392	0.0106290704025	0.308846522653	0.352400697526	0.0862647903054	0.220573476765	0.0146803248077
n	0.0446410844473	0.0094444698675	0.152586093884	0.392557008342	0.133399208768	0.258565163588	0.0088069488359
a	0.0573350159458	0.00893488423583	0.070155940428	0.404672311947	0.179036609589	0.272822661863	0.00704255117863
m	0.0283486684453	0.00721181569194	0.0276245521093	0.414310168982	0.154980419863	0.331397607954	0.0361267783929
à	0.0186598972814	0.00661385257398	0.0136041457031	0.424504241327	0.129701169954	0.358561240651	0.048355516131
i	0.00634102774347	0.00228258672799	0.00565928640103	0.496133710442	0.302958003318	0.150235246884	0.036390185377
è	0.00224668926282	0.000843408812663	0.00243226140034	0.397726930147	0.381720294439	0.172742990961	0.0422874731257
n	0.0110776542526	0.00198195444755	0.00236281706678	0.290100518916	0.18826254348	0.46795416032	0.0382604083752
a	0.0141901278509	0.00266092774918	0.00373218002226	0.250878775172	0.0872137844933	0.513338066773	0.127986185458
n	0.00648575271697	0.00178768544973	0.00379754594075	0.237361913924	0.0558339424978	0.525589632258	0.169143567153
r	0.00423254467232	0.00172776074991	0.00806218458025	0.0917049868413	0.0391043118326	0.713924190753	0.141244047718
ù	0.00212769894411	0.00145298131664	0.0103352227268	0.0784151622804	0.0356883979442	0.653422646918	0.218557902573
s	0.0010735649547	0.000861110505547	0.00532473498893	0.0617872225235	0.0226042309814	0.728676515639	0.179672625324
t	0.00241322167157	0.000605221051849	0.00311150244298	0.0209820565378	0.0103944510605	0.89979832188	0.0626952415747
i	0.00290415810719	0.000952230200616	0.00494450471433	0.0128914781126	0.00518155768683	0.650808438627	0.322317665858
k	0.0015638188524	0.00141589090021	0.00535913390478	0.0098722757662	0.00297422960561	0.569417877542	0.409396785453
o	0.0016414211508	0.00201359640007	0.00951657063493	0.0101359176507	0.00810990531187	0.549475592514	0.419106981984
</S>	0.0019017809754	0.00241667285003	0.0149478448175	0.0153054458254	0.0143770586559	0.322120846257	0.628930340992
