 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.4310138025	0.47798436	0.08516950725	0.00323770577	0.00207138467	0.000280610685	5.06649791e-05	0.000191949122
g	0.1776822615	0.444462871333	0.343679229083	0.03016568169	0.00277089465667	0.000285003595	0.000654399753033	0.000299646220667
r	0.0871786595	0.200931441778	0.667692609694	0.0408991628967	0.00210174765222	0.000149640175	0.000823517094198	0.000223199217956
a	0.0437537723333	0.169275040593	0.728663419898	0.0351595582989	0.0198533771841	0.00147871476833	0.000290644887919	0.00152544753705
t	0.0737781232778	0.138482978531	0.665209523299	0.0842845077663	0.0341406033947	0.00198844033278	0.00012335597864	0.00199245921902
s	0.0843548617593	0.0549209688437	0.748261107766	0.0905901752554	0.0203338658449	0.000788806380927	5.241222488e-05	0.000697855740573
a	0.0312788991531	0.0261238926146	0.716317269255	0.132863464418	0.085395828995	0.00532420565364	4.76586042933e-05	0.00264887680776
è	0.0109314210177	0.0157647974049	0.633332256418	0.199071548139	0.126743633998	0.0104481865512	7.29674180978e-05	0.00363524443592
n	0.136623950406	0.0124172170016	0.476306109806	0.200275106046	0.161740982333	0.0107359238504	0.000257392412699	0.00164333029864
a	0.178420912802	0.00982441523387	0.181699630935	0.325928232015	0.268986880778	0.0331202766168	0.0003557089209	0.00166393851955
n	0.174533860267	0.022673183978	0.093680363645	0.374293664005	0.287634360259	0.0422740815389	0.0004158618003	0.00449463460652
g	0.332944786756	0.0525097406593	0.141179451215	0.249018428002	0.189003631086	0.0254874591796	0.00204384086677	0.00781266886884
r	0.272534782752	0.0493686622198	0.134724573738	0.132678567334	0.305841461362	0.0782687637265	0.00475759462226	0.0218255766229
à	0.0933108476173	0.0231619052733	0.0520790137127	0.122604137111	0.433997037121	0.240011791242	0.00809690734075	0.026738333541
m	0.0370113932391	0.0116347872911	0.0236093863709	0.12788860237	0.430679762374	0.347785140414	0.00797888384692	0.0134120245137
m	0.0211905555797	0.016425129097	0.021979731457	0.06605557079	0.574105870791	0.290910423471	0.00398416326897	0.0053485628059
a	0.0110685491932	0.015492978299	0.017570494319	0.0368961915967	0.478580400264	0.42339137449	0.00365918677632	0.0133408649033
u	0.0077772760644	0.00615542759967	0.00827427003967	0.0232888501989	0.208325024755	0.70269597483	0.0155110896921	0.0279721246344
d	0.0232333576881	0.0262017124332	0.0102975194466	0.0192316150663	0.0884829349183	0.621979304943	0.118432881231	0.0921406765448
e	0.0259821404294	0.0329075589111	0.0104513508155	0.0170638556888	0.0465717579728	0.555280358314	0.206152327077	0.105590615515
r	0.0110848013431	0.0119698790704	0.00481866810517	0.0101089870963	0.0207980894243	0.504337429438	0.305330005692	0.131552098505
f	0.0082497504477	0.00787468102347	0.00530943620172	0.0248281402321	0.0231248972414	0.403593909813	0.364371678564	0.162647469502
ù	0.0077733096159	0.00791175134116	0.0102471347339	0.0315826106107	0.0230626279138	0.333455735271	0.443424792855	0.142542026501
m	0.00711204967197	0.00500006738039	0.0087565230013	0.0136976179036	0.0127693131379	0.236629520424	0.603670697618	0.112364204834
m	0.0610700468907	0.0165803617268	0.0321515950904	0.0343389598012	0.030006833046	0.246218076808	0.485445095873	0.0941889976113
u	0.0774040687969	0.0223786740756	0.0435533730301	0.0418888292671	0.0312800770487	0.156462300269	0.304979668624	0.32205296587
</S>	0.0407304391484	0.0148073822878	0.027597348515	0.0233477286335	0.0159078295743	0.0821794221345	0.279006594312	0.516423202935
