 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.0420779105	0.76974593	0.1861790525	0.001256470175	0.000316232825	0.000158218025	6.8137187e-05	0.000138404044	5.96658345e-05
a	0.218599585167	0.576188816667	0.2018248275	0.00256424484167	0.000409384675	0.000151818538333	4.74971993333e-05	0.000179955258	3.38731185e-05
n	0.267987331722	0.597115232222	0.1297711045	0.00444290538056	0.000403300668333	0.000116032662778	2.21024356778e-05	0.000123620738333	1.84075295333e-05
o	0.236704097241	0.649285730741	0.1059759235	0.00704198989352	0.000699304522778	0.000162221137593	1.26236504593e-05	0.000110940088444	7.1998368111e-06
n	0.218593022747	0.689347676914	0.0831441478333	0.00780337179784	0.000817446574259	0.000176545929198	1.17187761531e-05	0.000102856457815	3.20748703703e-06
ì	0.125096217916	0.715462225638	0.116433952611	0.0397361107659	0.00259840559142	0.000478737606399	3.80608177177e-05	0.000152420934272	3.84308297901e-06
s	0.0922127803053	0.709873941879	0.144261807537	0.0491438638686	0.00356195373047	0.000722804302133	4.51971824059e-05	0.000173936974757	3.65213443134e-06
o	0.0486595094351	0.583798077293	0.196483212512	0.162062688236	0.00700111744349	0.00157685670071	7.65649659686e-05	0.000272164184919	6.97786664488e-05
n	0.034092175245	0.297849635764	0.453456574171	0.201960544979	0.00887419914783	0.00303669383357	8.98172866562e-05	0.000546518318306	9.38617174829e-05
t	0.0129787252817	0.148256906255	0.760653708057	0.070456642393	0.00465381384928	0.00242759682786	3.76442057521e-05	0.000501576092769	3.33948691276e-05
a	0.00641572352723	0.053585487385	0.597914901686	0.306187025964	0.0271470800831	0.00766187589262	0.000366031324117	0.00028149513759	0.000440357521009
t	0.00334112612908	0.0333150924283	0.441311189562	0.410838809988	0.080458753361	0.0288927082975	0.000647413908039	0.000443258565863	0.000751641840336
e	0.00177653052969	0.0264456141028	0.380081958187	0.406571924663	0.13268004112	0.0493157094325	0.00159086226935	0.000569022475288	0.000968334946779
s	0.0010928379599	0.0110304108943	0.176641474396	0.432477798221	0.245507080373	0.121871793144	0.00623150202312	0.000776258478429	0.00437086141559
m	0.0064383909033	0.0064732891981	0.111212010465	0.351401989407	0.296529576791	0.210219414381	0.0114107640077	0.00128057679281	0.00503400307186
à	0.00854004716777	0.00277764612603	0.052076575655	0.421874526469	0.26542838893	0.22501986146	0.0168576416692	0.0010744775976	0.00635084845729
n	0.00380498885592	0.00812796643534	0.029743606385	0.306858542156	0.219506097643	0.40932474382	0.0146642455564	0.0012141057992	0.0067557678791
t	0.161144681885	0.0128519701451	0.034964944795	0.127145204052	0.137736351881	0.504768381273	0.0086842705188	0.0103519668331	0.0023522864597
e	0.213243057995	0.0073024839717	0.0294287439983	0.0695811860173	0.11498202196	0.418000760424	0.105547038506	0.0271702022777	0.0147445254266
ì	0.0713299472983	0.0026759739139	0.0163028080661	0.0444189283391	0.13710180732	0.384460280141	0.208291972835	0.109611234093	0.0258070188089
t	0.0243659404994	0.00241615513797	0.0112403010654	0.0217577214464	0.111682559107	0.541217600047	0.148233354278	0.123467144131	0.0156192075276
s	0.170875040966	0.00499409787932	0.0102755763985	0.0166325331488	0.0672262730357	0.570033473349	0.066582921426	0.087297607477	0.00608245323387
e	0.219266108195	0.00460010682644	0.0104403583662	0.0143161123829	0.0464056620119	0.281524469116	0.243459083809	0.0988018474923	0.0811862142113
r	0.073776416205	0.00259107370881	0.0046416914554	0.0114778637943	0.0413522116706	0.234304627705	0.46120623127	0.0588287235974	0.111821163404
e	0.0252552507217	0.0018956919996	0.00275275391847	0.00948476133143	0.0382799982902	0.206851567402	0.503168623757	0.0948001006325	0.117511269801
k	0.0105576202939	0.00409927552987	0.00204903967282	0.0126935131771	0.0472182671634	0.150368970634	0.486449324586	0.121467222878	0.165096759934
a	0.00564992487463	0.00488005346329	0.00242370202427	0.0130987105924	0.0495689218211	0.129157864178	0.336307334862	0.322114103626	0.136799379978
n	0.00759091273488	0.0111979474411	0.00309485610809	0.0158249847308	0.045633536707	0.072634272026	0.177348688287	0.450503024542	0.216171829993
a	0.00833325468496	0.0136319347137	0.0059325227027	0.0167990596103	0.044744417769	0.053561226442	0.0974951247623	0.508621881514	0.250880656664
v	0.00641586733499	0.0120721904712	0.0070693305009	0.0108904719034	0.0330646694563	0.026440427914	0.0502715479208	0.558413313838	0.295362265555
r	0.00577555640166	0.0111383412537	0.0036636822003	0.00943743013447	0.0320818081521	0.0182441732047	0.0325245973069	0.294579794646	0.592554668518
è	0.00207915654055	0.00388523793123	0.0020527485001	0.00431377536482	0.0154034222707	0.00756141835823	0.0170148652023	0.354892048249	0.592797342839
t	0.00111801886352	0.00447854506041	0.0016908155667	0.00842250127494	0.0234476999769	0.0413631328427	0.113043430834	0.48532314275	0.32111271428
s	0.00881060718784	0.0158894150201	0.0725496459222	0.0155836497583	0.113383076659	0.0803646376142	0.190823220278	0.32061953425	0.181976198093
i	0.0109983737593	0.0167292000634	0.0964568832407	0.0117747594861	0.125973125953	0.0548275682381	0.111022990859	0.166475518083	0.405741566031
</S>	0.00553819392465	0.0084799016167	0.0492800135203	0.00683539209305	0.0639795985765	0.0277782176691	0.0568259765795	0.100483459042	0.680799233015
