 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.9102203	0.08882756465	0.00018523453	0.0001174335365	0.000229920185	5.57959525e-05	0.0003203769917	4.3367938e-05
ì	0.8768083	0.11599918955	0.00509749203333	0.000702766378833	0.000914167485	8.39335525e-05	0.0003234770059	7.06754793333e-05
m	0.884764353333	0.104429164517	0.00690206897778	0.00124753225961	0.00115837470167	8.42835571667e-05	0.00134959304397	6.46315669778e-05
m	0.589958936111	0.404423851506	0.00254703259259	0.00084630551587	0.000461515610557	3.16765224889e-05	0.00170804772132	2.26519708826e-05
e	0.198998914137	0.721046583835	0.0563792008309	0.00713291933462	0.0119980579069	0.00173729048793	0.000671966047107	0.00203508358498
r	0.369511041812	0.521927211278	0.076409272277	0.0101766140782	0.016379693269	0.00232998050264	0.000528150795702	0.00273803001833
i	0.425641097237	0.245699323759	0.225020612759	0.0438520306594	0.0499879150563	0.00451222770755	0.000443214078567	0.00484353882944
e	0.142217563366	0.20049798792	0.400435207586	0.11799266022	0.123755611685	0.00826088890252	0.000275118799522	0.00656494810981
v	0.106932952109	0.161770085973	0.284669845862	0.14547463674	0.110122660228	0.0111009106342	0.16433730804	0.0155916098699
ò	0.0951003017363	0.077203223891	0.201052135287	0.182982552247	0.189843049743	0.0152922632114	0.219671674813	0.0188547798566
e	0.0325221174454	0.0426090445303	0.210599098429	0.287382680749	0.320362639914	0.0215412630705	0.0755196044043	0.00946350698553
n	0.0117778420285	0.0288641176601	0.130898894303	0.23017444715	0.218488531438	0.0181719304568	0.352875228801	0.00874897512851
è	0.00428658182617	0.01092069357	0.055538407261	0.10303669595	0.337429681946	0.0329296095856	0.447836662267	0.00802162764284
c	0.00183048604539	0.00525928405667	0.031377005687	0.0626311841167	0.421910170649	0.0384837041952	0.420777236756	0.0177308908143
h	0.00408655701513	0.00381220781889	0.0128322951623	0.0246139629389	0.485265066883	0.0163132325984	0.433374414252	0.0197022349981
o	0.00470588993838	0.0043571419063	0.00877655338743	0.0156143837463	0.540967338961	0.200564517733	0.193708023417	0.031306133726
t	0.00794869457946	0.0029735323421	0.00852105879581	0.0156804032488	0.29596560632	0.266245002578	0.356477087806	0.0461885955753
i	0.00928390539315	0.00337620598737	0.00818768093194	0.0154380870829	0.153234188773	0.216385500859	0.527172099269	0.0669223275251
k	0.00661688599772	0.00359863429579	0.00837391731065	0.0131506906943	0.073112874091	0.19738993862	0.582021189756	0.115735902508
à	0.00553177576591	0.0021781630986	0.00596665627022	0.0076748375981	0.0270563218637	0.08349857454	0.763432306585	0.104661360836
m	0.0025191485553	0.00151055847653	0.00293511969007	0.00433621279937	0.0116788194546	0.0424247934467	0.884235012195	0.0503603194787
i	0.00176986085177	0.00386950756918	0.00336844723002	0.00417397296646	0.00658152558487	0.0209835220822	0.703711464065	0.25554168236
</S>	0.00163885162589	0.00697203328459	0.00452289996501	0.00484961868323	0.00482720219244	0.0195696145411	0.475354922032	0.48226481618
