 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.55980095	0.42895521	0.00809570335	0.001766310605	0.000184744235	0.00028309682	0.0001182826585	0.000569774698	7.5337824e-05	5.317639253e-05	9.73652143e-05
n	0.255417378	0.72945776	0.01050097445	0.003089236435	0.000230430431667	0.00038074375	0.000127448574167	0.000570479084167	7.36347790333e-05	5.510573331e-05	9.68104196667e-05
è	0.0966355783333	0.881415363333	0.0182615574833	0.00294905617833	0.000135508207222	0.000248555290667	5.8168324889e-05	0.000217741719556	2.51541871111e-05	2.0588842196e-05	3.27930583256e-05
r	0.116642277111	0.732664304444	0.0961968311611	0.0447048957594	0.00181890147241	0.00713288790422	0.00049938782713	0.000301841179852	2.0131851437e-05	7.342937958e-06	1.12650236119e-05
k	0.120097948037	0.683452551481	0.118260847387	0.0653271975865	0.0023872828808	0.00949940198474	0.000644551109643	0.000305182171284	1.8112690924e-05	2.92514633933e-06	4.06005454963e-06
e	0.0442680003123	0.576397370494	0.323964082796	0.0498371215288	0.00120036115027	0.00375363857825	0.000310006710481	0.000173579561761	2.11187024197e-05	4.30628819978e-06	7.04927108955e-05
s	0.0631543754041	0.333544356831	0.487228734265	0.10787498051	0.00122474625009	0.00638169642608	0.00027183791016	0.000173886837254	2.85480798066e-05	6.74594506659e-06	0.000110134022298
e	0.0689608253347	0.225217196944	0.528153601422	0.166022253503	0.00231803288336	0.00842049594203	0.000467185283387	0.000242032202418	5.07006146022e-05	7.03420435553e-06	0.000140625059433
k	0.0329049393116	0.091431393648	0.516304840474	0.345112587834	0.00362887246112	0.00944217278068	0.000550947474462	0.000298885394139	7.10062042007e-05	9.58847545184e-06	0.000244749826478
a	0.0208499168739	0.042930231216	0.397248193491	0.509488662611	0.010740339487	0.0155946025936	0.00198860989149	0.000712048058046	0.0001692096274	1.05435108173e-05	0.000267662025493
i	0.00712526712797	0.0198910744053	0.31981756783	0.54532223087	0.0318717264957	0.0283836495312	0.0104344176305	0.0343782698193	0.00216419304913	3.55639032724e-05	0.000576062518498
m	0.00305137600932	0.0111466556018	0.191052589277	0.630936976957	0.0450567234986	0.0569864278437	0.0127240086102	0.0455128108398	0.00284236137304	4.29589775908e-05	0.000647124292833
è	0.00155406998277	0.00527424493393	0.127168998092	0.681303482319	0.0588822154995	0.0931622959479	0.0138524499367	0.0168554068466	0.00147113198101	3.07845243636e-05	0.000444896534278
r	0.000983966207257	0.00305925651131	0.076642606364	0.61164800744	0.105011730167	0.169098935316	0.0236810743122	0.00783704881553	0.001675298327	2.53147797879e-05	0.000336733107559
i	0.000826697982419	0.00232209910377	0.0445593534547	0.388930097813	0.231912080056	0.209223198439	0.0971608014374	0.0162234138052	0.007390336109	9.4449921596e-05	0.00135747768199
è	0.000346076295473	0.00272025586792	0.0184201004849	0.237820111271	0.317351593352	0.205850212813	0.152190813812	0.0460480479351	0.0162847560363	0.000320630413865	0.00264741956066
s	0.00168851128649	0.00367422712264	0.0166822441616	0.188224843757	0.222548723451	0.393320950938	0.109897837937	0.0482707353117	0.0135416574454	0.000311029208288	0.00183927403822
s	0.00905915742883	0.0225367703742	0.0225401240539	0.156158271252	0.0944875794837	0.589388550313	0.061592115979	0.0386182977706	0.0048906785218	0.000106327792229	0.000622150971073
u	0.0100011533729	0.0280655918247	0.0153765269313	0.112537518084	0.0587587991612	0.441544826771	0.238678961993	0.0709768125902	0.0200889127806	0.00039784188321	0.00357306066402
m	0.0036686412643	0.0101515615416	0.0066954387571	0.041716015028	0.0545623137204	0.466578172257	0.314719590664	0.0674581458634	0.0293177662602	0.00051846263107	0.00461386481467
u	0.0015511248201	0.00410254738053	0.00368831797237	0.017639202176	0.0371994805735	0.462617664086	0.327700213555	0.0937410736211	0.0449251820867	0.00114424021369	0.00569091819822
a	0.000756879662033	0.00263450736018	0.00140322163579	0.00710455312533	0.0219715825245	0.177423640029	0.331869591185	0.371053991207	0.0755705590289	0.00219265210456	0.00801883806607
v	0.00587718045401	0.00318824725339	0.00610065167026	0.00924675560844	0.0268895411748	0.239774065343	0.179331543728	0.424576497069	0.0814718696763	0.00544023346819	0.018103448022
ò	0.00740536682467	0.0028214579178	0.00767784759009	0.00976206196948	0.0279898054416	0.258303478048	0.119200452909	0.46994178569	0.0711659472254	0.00606790105606	0.0196639389073
r	0.00258481489489	0.00124982643927	0.00275940741336	0.00355583835649	0.0158508091972	0.115858428949	0.188969269303	0.51461809523	0.140322068075	0.00635253825202	0.00787895193577
a	0.00099544931163	0.00217116054642	0.00136707730779	0.00258741425216	0.0122949303991	0.0688150030163	0.209641505101	0.297301571743	0.372251969358	0.013735021084	0.0188389170453
s	0.000640229920543	0.00262356006214	0.000960905632597	0.00238746021739	0.011892605133	0.0352103183721	0.1470113737	0.243997577248	0.520334079786	0.0130649204613	0.0218769725484
o	0.000556504190181	0.00256495820071	0.000939130020866	0.0034566180058	0.0117806101777	0.0240067570574	0.117155519567	0.186829635749	0.573781583262	0.0387423369204	0.0401863633828
t	0.000700356163394	0.00257208533357	0.000893411083622	0.00373644283527	0.0125496761926	0.0107263682858	0.0535423248557	0.0985141219163	0.710324544421	0.0572409356401	0.0491997497943
o	0.000809410764465	0.00302769017786	0.00110653817121	0.00555955594509	0.0132049246975	0.0069200574286	0.0306329570519	0.0518664419721	0.662517664807	0.152036148547	0.0723185919314
t	0.000994774398155	0.00329621929262	0.00118707785707	0.00618338874836	0.0105057828658	0.00463489370953	0.014089877784	0.029246197124	0.618294171602	0.222676342849	0.0888912586438
s	0.000911430096052	0.00244602623087	0.000671319519023	0.00307497504945	0.00939078655527	0.00290046336984	0.0107992072613	0.012394357108	0.781571627201	0.13244380695	0.0433960142146
o	0.000478723138684	0.00387107864362	0.000743142039674	0.00586724688315	0.00502381861842	0.00310718722328	0.00736211835377	0.00602902610267	0.5927165824	0.273205254983	0.101595851405
m	0.000669210522895	0.00426380834787	0.000870531246558	0.00632171846105	0.00406670037281	0.00299121734109	0.00350341255126	0.00283630953422	0.372833887467	0.415175551661	0.186467667135
ì	0.000611087484298	0.00339079171596	0.000731834328853	0.00523981732035	0.0034089435576	0.00259747178036	0.00215086398375	0.00145614876474	0.293664384156	0.490287583887	0.196461102378
</S>	0.000370006807149	0.00327519905798	0.000737746334427	0.00687766116018	0.0026565964288	0.00279254679018	0.00138290894188	0.00121460771237	0.163736164578	0.617739591944	0.199217046189
