 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.59301559	0.094549217	0.29859768476	0.00822895276325	0.00509762817665	0.00027822469998	0.000227524720115	5.1774e-06
è	0.577908146667	0.109618531667	0.298634087577	0.00823081592658	0.00509669898062	0.00027920286896	0.000227576368205	4.8943541e-06
l	0.555610768889	0.188003686556	0.246108531849	0.00445745844769	0.00547986341527	0.000161231225287	0.000175489754235	2.91624876667e-06
o	0.250611076296	0.498670262185	0.239972257283	0.0037673308159	0.00573955583842	0.000432390338429	0.000347566361412	0.000459526634789
k	0.107330042765	0.510779397395	0.292844992428	0.031236760472	0.0557631421461	0.000636040009476	0.000773456753804	0.000636133793263
a	0.0435244419217	0.522643075798	0.318312227476	0.040379018924	0.072714544182	0.000999361253159	0.00101921366793	0.000408052512754
i	0.0191825766072	0.503171101933	0.374974622492	0.0442460950747	0.0381157915273	0.00673316361772	0.0120012047393	0.00157538887092
M	0.0113506726691	0.323939037311	0.451607464164	0.0879646483582	0.0987966171758	0.00847404657257	0.0158734916798	0.00199399835697
a	0.013852082723	0.421312439104	0.355708511388	0.0799526354527	0.117961995725	0.00413302305752	0.0058689993666	0.00121028078566
r	0.0179181529077	0.353759073035	0.257346476463	0.117150144484	0.102372488575	0.00590156751917	0.0113267631622	0.134225306529
ì	0.0165119979692	0.162058115678	0.134637351488	0.168249728161	0.209330982858	0.0903829785064	0.0300456587207	0.188783177843
a	0.00840846102307	0.063166094636	0.092276743496	0.184852686054	0.295759360953	0.190535452835	0.0885360779069	0.076465128281
è	0.00304102440769	0.0211770023387	0.0444058501653	0.196129612018	0.293496910318	0.226498230945	0.184632439302	0.030618935427
n	0.0014088878359	0.00770808432957	0.0198794848218	0.118320677439	0.216053406773	0.167844394482	0.455489169767	0.0132958918757
a	0.0020007099453	0.00365404484319	0.00747661460727	0.0410873892463	0.121467112258	0.325402695661	0.486797346589	0.0121140926919
r	0.00565474464843	0.00283824698106	0.00430532520242	0.0233863507488	0.156231384086	0.387422923554	0.257668038863	0.162492978897
t	0.0855999775495	0.212556355127	0.00887611616747	0.0186610345829	0.159875948029	0.144376975185	0.157221722954	0.212831846966
i	0.109544466016	0.281589628329	0.00890251912582	0.00857952642763	0.0707685179097	0.0945245340617	0.296539184318	0.129551622989
à	0.0375296945777	0.0941255362653	0.00302018812374	0.00328073068921	0.0243724538299	0.0900841270206	0.652201018106	0.0953862995963
v	0.0125369502636	0.0314593060241	0.00106178785971	0.00130760089974	0.00849460933663	0.0435171387402	0.855533062702	0.0460896301321
v	0.00566469288653	0.0404261657414	0.00783335609324	0.00279640932325	0.00488272344554	0.0171077772134	0.878107720901	0.043181215044
r	0.0933719974288	0.166989621914	0.0321914600311	0.0537356884411	0.0343641573818	0.00821551690447	0.575660751634	0.0354708120147
i	0.148147609143	0.188927002971	0.033692324877	0.069661915747	0.0427377397373	0.00425509323482	0.305551955211	0.207026351005
</S>	0.114582644571	0.108873904986	0.0180561147385	0.0365134572735	0.0218302687837	0.00366681661741	0.310653317605	0.385823475503
