 	voglio	che	Maria	venga	domani	</S>
i	0.9441996	0.0485983453	0.00560850016	0.0013731199965	0.000187170394985	3.32359675e-05
t	0.625222836667	0.172357833433	0.132014674387	0.0582429437988	0.0121175294983	4.41605091667e-05
è	0.503018015556	0.233742507811	0.170883152396	0.0763451465096	0.0159797694608	3.13754243889e-05
l	0.452527483185	0.277976025937	0.223820895065	0.0368000064132	0.00885176094827	2.38065117963e-05
o	0.162547402395	0.526172275312	0.268233115022	0.0318487068044	0.00895453661609	0.00224394521293
n	0.0645372977983	0.500188391771	0.381419205007	0.0335193402681	0.017158480672	0.00317724757098
a	0.0345065245994	0.437840933924	0.468001091669	0.038369356756	0.0191940903907	0.00208797709033
r	0.0238447748665	0.495982137975	0.30200761389	0.060518923252	0.0172218016302	0.100424737763
t	0.0793022066222	0.498892885992	0.213782487963	0.0588652004173	0.0164216198767	0.132735590388
i	0.0999980765407	0.392631590997	0.151298585988	0.229617176139	0.0460575202922	0.080397059596
à	0.0375687554802	0.142042611852	0.0941281426627	0.57683722538	0.0864354050974	0.062987900032
v	0.0126901695267	0.047598687104	0.0384319440542	0.491412130127	0.386212288366	0.0236547865107
v	0.0084426989089	0.0214475723347	0.0141853747514	0.187932897042	0.757783816122	0.0102076213302
r	0.0563677799696	0.292182803445	0.0078670635838	0.0823569298473	0.556688709941	0.00453670127007
i	0.103234813323	0.383919299482	0.00536186042793	0.0490877254491	0.228607311214	0.22978898009
i	0.0694497164277	0.134901484541	0.00254878281264	0.101652428483	0.384402407071	0.30704519203
M	0.0252851304626	0.063731637227	0.00910250447421	0.122441017494	0.469848402357	0.30959131601
a	0.0276906414875	0.047118080409	0.0125042938914	0.143460093831	0.383051720786	0.386175162003
r	0.0330352601625	0.0238013500697	0.00566599719713	0.12680757791	0.311994720262	0.498695077334
ì	0.0185756033208	0.00967034545657	0.00216707909971	0.0432849240033	0.437999833421	0.488302235778
a	0.00719403753493	0.00399157063886	0.000739677714437	0.0154522998011	0.777352377807	0.195270113593
</S>	0.00365703050947	0.00200419229943	0.000371794578018	0.00830318550055	0.885900288903	0.0997635942965
