 	un	forno	che	fa	buon	pane	</S>
è	0.9480989	0.0509525835	0.00074825635	7.7985295e-05	7.3061954e-05	1.08656275e-05	3.8318466e-05
n	0.764698586667	0.229968522833	0.00333781298333	0.000677697698333	0.000180902017333	0.000192674877167	0.000943801686
a	0.602477262222	0.386203580944	0.00743110199444	0.00214197473278	0.000235323202444	0.000253875753056	0.00125690196367
f	0.414031831407	0.565709210315	0.0170863869981	0.00249674387759	0.000133696467481	8.9730549452e-05	0.000452439875557
ù	0.231474641136	0.707578193438	0.0474926169994	0.0118256560259	0.00102687882583	8.38512309173e-05	0.000518188344519
r	0.172156862712	0.653992011146	0.149851212333	0.0214735176753	0.00188387707528	8.13617279058e-05	0.000561092991506
n	0.167441136571	0.659944637049	0.156803152111	0.0143278239084	0.00122782396176	2.89615253353e-05	0.000226404301702
o	0.16343144889	0.459093720016	0.305587098704	0.0559643726528	0.0125444242573	0.000745140916878	0.00263380992843
k	0.0585897379967	0.231498304339	0.591777876235	0.0944856775509	0.0182384330858	0.00104042890563	0.00436957220948
a	0.0262596263322	0.145948389113	0.637283412078	0.14442526585	0.0390283193619	0.00178074190188	0.00527430546983
i	0.0168605664441	0.0560196796043	0.428407770026	0.421867715283	0.0668403417873	0.00306380866729	0.00694015268994
k	0.013768993148	0.0278430121014	0.279624612675	0.480585425094	0.160297312596	0.00469352692243	0.0331870950966
à	0.016850755716	0.0194676953671	0.273779787558	0.289137628365	0.346726057532	0.00986224917414	0.0441757953655
n	0.017649479572	0.026737184789	0.179633725853	0.243962419455	0.493989339177	0.00937099149138	0.0286568371218
n	0.109977358191	0.196335823263	0.131310551951	0.157240269818	0.382192136392	0.00382810293046	0.0191157361839
i	0.138609992397	0.235262925421	0.0893403379837	0.0644754929393	0.402579322131	0.0403817216435	0.0293501908713
t	0.0475558478657	0.0803859683737	0.0554979113279	0.0420848973131	0.677546944044	0.0533410169145	0.0435874102904
s	0.0194445146886	0.0327856586912	0.0629654351093	0.029808490771	0.805822918015	0.0222633406715	0.0269096586301
o	0.0120499407962	0.0172893655637	0.0434810934364	0.0190043609237	0.635753282672	0.202392908891	0.0700290480767
m	0.00684099273207	0.00775443122123	0.0214232765455	0.0131558541412	0.548332897557	0.28046662963	0.122025929359
ì	0.00330252054402	0.00414062210708	0.0135444243152	0.0085070698804	0.465616397852	0.389433749877	0.115455234786
k	0.00211614238134	0.00249155278903	0.00579193260507	0.0096414426268	0.189017325617	0.443427869959	0.347513729929
a	0.00531794526045	0.00374842568301	0.00467058556836	0.0102776294089	0.0820524612057	0.37068894332	0.52324401331
l	0.00932683642015	0.00506130129434	0.00647494602279	0.0102725226696	0.0458169287352	0.375384341107	0.54766313777
ò	0.00865572114005	0.00361612856478	0.00559944434093	0.00848798285653	0.0301247392451	0.414862507036	0.528653505923
</S>	0.00771215307002	0.00312764338239	0.00339559742046	0.00496938937826	0.0159564191226	0.540013653518	0.424825177961
