 	che	vende	buon	pane	</S>
k	0.61992503	0.3791694065	0.000803634855	2.7765317e-05	7.41449025e-05
a	0.37770897	0.616945302167	0.004868793455	0.000269357402	0.000207592969167
i	0.213455396667	0.775652767389	0.00999427715167	0.000404091424	0.000493481856389
p	0.116722123889	0.85391248913	0.0271847653839	0.000340578754667	0.00184003015213
u	0.0759938416297	0.88871190971	0.032876679128	0.000306347481556	0.00211117483404
l	0.0689298492099	0.83976161657	0.086277991376	0.000878592390519	0.00415189222801
ì	0.0637086624033	0.572747155523	0.340959787125	0.00902390113017	0.0135604687427
t	0.119863560134	0.328271755174	0.525797229042	0.0110892794301	0.0149781882476
s	0.200129986711	0.433180988391	0.356232958347	0.0038006420567	0.00665544276987
o	0.132961199287	0.402664194964	0.377726134782	0.0474296052122	0.039218873944
m	0.0860106101457	0.142724389488	0.648640678261	0.0632161639707	0.059408150648
ì	0.0703286154186	0.055689303316	0.612024952754	0.184375083557	0.077582026216
k	0.0904982571762	0.0290062029253	0.395760577585	0.238776533519	0.245958415405
a	0.0974415489687	0.0210849560418	0.236296765862	0.279629430173	0.365547298468
l	0.0531447908996	0.00898568194727	0.168010365287	0.309356053391	0.460503129489
ò	0.0382040466599	0.00416615291576	0.115649781096	0.39118138113	0.450798643163
</S>	0.01920612087	0.00272479655788	0.066250124548	0.580597790565	0.331221146581
