 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.997598985	0.0010760052775	0.001267413915	5.38266313e-05	2.86601893e-06	3.3908684e-07	6.5269245e-08	1.251070615e-07	2.91943802e-07
ò	0.991678661667	0.00633104511083	0.001921840905	6.21942231e-05	4.72159177667e-06	7.57670513333e-07	1.44145221667e-07	1.482487305e-07	4.27220992e-07
t	0.967509953889	0.00921348283694	0.017117740835	0.0056394060557	0.000487953627192	3.01750865711e-05	2.24987320556e-07	6.20367150167e-07	4.65726853e-07
t	0.942817237963	0.00552080981231	0.0428709686117	0.0080961448519	0.000653241099731	4.0112237857e-05	1.84767046852e-07	1.14137231672e-06	1.733783062e-07
e	0.674473645988	0.255087360337	0.0658440995372	0.00400681798397	0.000349510890577	3.68913062857e-05	1.00325179823e-05	4.75319457224e-06	0.000186865495068
è	0.298494425329	0.495412176779	0.201379136512	0.00364035379466	0.000636161496859	6.50650900952e-05	2.89027856608e-05	6.79063519075e-06	0.000336980288356
s	0.126192577443	0.337486575593	0.476734602171	0.0416936801982	0.0161670044323	0.00148675912003	2.71783547536e-05	1.11292280636e-05	0.000200534968019
t	0.0517649371477	0.128832732198	0.733647734057	0.0626078327327	0.0211158577941	0.00193959124701	1.11110860845e-05	1.31090592545e-05	6.71781679883e-05
a	0.0250149734492	0.0796134823993	0.846752798019	0.0382649182442	0.0087000009147	0.000950983279337	7.84876456615e-05	1.36252673182e-05	0.000610785662745
s	0.0127217813831	0.0788895764664	0.842684442673	0.0507738874147	0.0130316949716	0.000971898983112	0.000102323762887	1.99019181061e-05	0.000804486507582
e	0.00773865706103	0.0484113714888	0.864833937558	0.0605686898049	0.0159672066572	0.00143417399437	0.000191238658629	2.13231283687e-05	0.000833389122527
o	0.00356703355368	0.0206584689629	0.757884205853	0.169108157268	0.0249819468857	0.00705003409812	0.0154141773295	0.00011360702179	0.00122234977418
G	0.00219423221789	0.018515982121	0.653916618618	0.238851475756	0.0544396006286	0.0104095100327	0.0204277555698	0.000175907130597	0.00106888737473
i	0.0016442373393	0.017817460807	0.624633796206	0.263160381919	0.0683821868762	0.0126200356776	0.0106350593166	0.000160937296866	0.000945897541577
u	0.00142124447977	0.00648606524233	0.402532238735	0.401846707306	0.0982756289587	0.0296700252259	0.0580746017722	0.000680467155622	0.00101303838053
v	0.00772350819326	0.0154072406208	0.191024988245	0.445370425769	0.228018962986	0.0365497004086	0.0704371616907	0.00141729238521	0.00405073636018
à	0.00966553103109	0.0184103154536	0.102625225748	0.50823701859	0.273692877662	0.0506684288029	0.0304867149969	0.00146627286174	0.00474763071006
n	0.0035589076537	0.00800627366453	0.0563727652493	0.512756006197	0.302178815887	0.0973291029343	0.017096013109	0.00104655388725	0.00165559804169
n	0.00416362589457	0.00542602228818	0.0501287040831	0.548747435399	0.296802641962	0.0876996799781	0.00591543678967	0.000552226011417	0.000564264486063
i	0.00475133253152	0.00310415409606	0.0407892840277	0.5042591018	0.293894257321	0.119192712326	0.0267250299066	0.000630451119472	0.00665369075252
t	0.00251694127717	0.00406367089869	0.0171611660092	0.300908463933	0.476994225774	0.154508074109	0.0341668539355	0.000856600773157	0.00882397558417
i	0.00199558652572	0.00424634079956	0.0092285348364	0.208014817978	0.548373721925	0.184879314703	0.0362476239452	0.00109336712439	0.00592063952806
n	0.00224273030857	0.00567671043319	0.0056399384788	0.127487949326	0.610528097308	0.201730158234	0.0394395009817	0.00150692710813	0.00574798817602
