 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
t	0.9785571	0.020840311	0.00055539297	1.9174349e-05	8.7493741e-06	4.57485465e-06	2.0376553e-06	8.8915247e-06	3.77849255e-06
ù	0.92307932	0.073881929	0.00278447902333	0.000203285344	2.52666190333e-05	7.60079855e-06	3.1263475e-06	9.10744303333e-06	5.93378301667e-06
t	0.81688591	0.175255419667	0.00720998214111	0.000322725751333	0.000240237389678	2.302122285e-05	5.2338375e-06	5.11890658111e-05	6.32555545556e-06
t	0.725339453333	0.263485416556	0.0106038683804	0.000173482158444	0.000300350193893	2.317504165e-05	4.8337194e-06	6.72664666037e-05	2.18869742785e-06
o	0.457910026278	0.503575895519	0.0354516884601	0.00255178877748	0.000258405188631	8.461369125e-05	1.56234537e-05	2.91292012012e-05	0.000122811479635
t	0.207192183926	0.725233328506	0.0628944194867	0.00349252394583	0.000597183622877	0.000129513450417	2.76170635667e-05	0.0002566275414	0.000176535629878
r	0.131135266975	0.771861426169	0.0932403131622	0.00226208700194	0.000965010007626	8.77873888057e-05	3.15605131889e-05	0.0003439434038	7.2597690416e-05
a	0.0526698703217	0.60601231539	0.281160731054	0.055700716534	0.00254250090254	0.00115846742494	0.000113245683063	0.0001387770666	0.000503386860595
v	0.0328870691039	0.375224228463	0.509012320351	0.075816723178	0.00419536096751	0.00168215729831	0.000166636306354	0.000290996050867	0.000724489900198
ù	0.026302892778	0.250694196154	0.661584450117	0.0525991903927	0.00592293388917	0.00187366748944	0.000330072074118	0.000350555418956	0.000342017403399
d	0.015660405336	0.182290535385	0.680353716706	0.0693926284642	0.0384240036297	0.00580612559648	0.00210948412471	0.00564067184165	0.000322383014466
i	0.012106965682	0.134332814528	0.550178632235	0.219454056155	0.0573372545432	0.0149782150322	0.00343614654157	0.00744157803055	0.000734297594822
e	0.00426650243067	0.0480686101093	0.487184080745	0.311510472052	0.0797511615144	0.0438102340107	0.0212531008472	0.00331769349352	0.000838167138274
e	0.00205601531022	0.0187942245698	0.463294030248	0.241670324017	0.146018680505	0.0803744000036	0.0442913412824	0.00293853656451	0.000562469926091
t	0.00175426387007	0.0111952048566	0.381246050083	0.225645434672	0.196162240168	0.120714800001	0.0392209084275	0.0139877425215	0.0100733465154
o	0.00131769861336	0.00789112391887	0.246007484694	0.279682304891	0.263454150056	0.140355036667	0.0305820368092	0.0172988536738	0.0134113225185
n	0.00245263509445	0.00812419093962	0.150427037565	0.292140524964	0.309147040019	0.168119332222	0.0363779582697	0.0186632723913	0.0145480231862
è	0.00280018095482	0.00794124291321	0.096572382855	0.227290041655	0.389829880006	0.174386860741	0.0634881194232	0.0225816327971	0.0151096824287
g	0.00564583244161	0.0166627705711	0.0513917916183	0.153735045552	0.378276420002	0.155094686914	0.132673726474	0.0931510512657	0.0133687105096
r	0.0067985669472	0.021540532457	0.0472467122061	0.121487496851	0.210849776667	0.316493965638	0.144145723825	0.118842644089	0.0125945751699
a	0.0025741795304	0.00955236208567	0.0359883470687	0.0965818959503	0.116997218889	0.534190688546	0.139931319608	0.0512266596963	0.01295732139
t	0.00102056215813	0.00346897172856	0.0161625700229	0.0465732356501	0.0801939386297	0.631849409515	0.145060853203	0.0623772312321	0.0132932502633
s	0.00227191808604	0.00291753607619	0.0128703366743	0.0361128228834	0.0594480452099	0.646747783172	0.127453184401	0.106985370411	0.00519299168777
e	0.00274560504201	0.00280607459206	0.00986398139143	0.0251998548611	0.0457445804033	0.500778394391	0.259796138134	0.11578318347	0.0372821606959
è	0.00161676566067	0.00164721773069	0.00693658863048	0.010230213387	0.0307743448011	0.268195430464	0.338646796045	0.286159021157	0.0557936295653
n	0.00293481312022	0.0023623028769	0.00788178654349	0.00845612899567	0.0202237239337	0.123889422488	0.228230515348	0.569471950386	0.0365494148551
a	0.00345428477341	0.00324639372563	0.0122608928478	0.00904379883189	0.0142366309779	0.0626533641627	0.174974221783	0.590664433462	0.129466033952
p	0.0102097748578	0.00493054480854	0.0137578289493	0.0116834001106	0.0109870771593	0.0300962694876	0.126522497361	0.618545517821	0.173267077984
o	0.0125213444193	0.00524495673618	0.0129063703164	0.0118100752035	0.0092913740531	0.0147203755959	0.0900499625537	0.74268760594	0.100767934328
è	0.00517535470643	0.00281996781206	0.00993762237213	0.0047097035845	0.0056635589677	0.00749083874863	0.0820958858512	0.809354635313	0.0727524631093
t	0.00276949350214	0.00154546840402	0.00465883809071	0.00259330844483	0.00334256177257	0.00679243613288	0.0351679856837	0.899663158438	0.0434667046698
a	0.00304149650071	0.00214952933467	0.0089766813969	0.00308904864828	0.00337019192419	0.00683834871096	0.0150920250612	0.694453669479	0.26298891519
</S>	0.00364436350035	0.00291676891733	0.0148573501984	0.00341682272414	0.0030910939621	0.00399814335548	0.0102825341806	0.45408688974	0.503705957595
