 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.672351975	0.26126583	0.0607880485	0.0022117848	0.001252382205	0.000298179955	0.0003678213873	0.0003087773654	7.01837329e-05	9.48819166e-05	5.19553502e-05	4.451741665e-05	8.571889883e-05	4.791088805e-05	7.6603079535e-05	0.00011683822095	6.049510787e-05	0.00023826031665	0.0001175507213	4.20137038e-05	6.132351275e-05	4.69339593e-05
m	0.532184408333	0.388024436667	0.05260505577	0.00204864146	0.022223564435	0.000312954478333	0.000861011012433	0.000569613068467	7.04720735e-05	9.48614248667e-05	5.27875909667e-05	4.49714422167e-05	9.31823872767e-05	4.78631258167e-05	7.70978804117e-05	0.000117399033317	6.087916399e-05	0.00023913468975	0.000117433805483	4.21436218e-05	6.264322225e-05	4.94389302667e-05
ì	0.378678816111	0.517695462222	0.0702812895267	0.00282703018	0.0285979705783	0.000237603232778	0.000804461972811	0.000461525024489	2.56712214667e-05	3.27860022889e-05	1.92978886556e-05	1.60832666056e-05	3.94067763256e-05	1.65550573556e-05	2.65925830039e-05	4.05520695723e-05	2.10797790967e-05	8.159968145e-05	3.97322250677e-05	1.46313566e-05	2.24678556e-05	1.94007498022e-05
s	0.28632248537	0.603344510741	0.0768457145089	0.00362417792667	0.0266920352928	0.000400552177593	0.00191625889294	0.000693084496496	1.05337355889e-05	1.1894767673e-05	7.02811527187e-06	5.62158979187e-06	2.41487966752e-05	5.76650657087e-06	1.05432052013e-05	1.50116445908e-05	7.94592253223e-06	2.89323823167e-05	1.36400214192e-05	5.04064935e-06	8.38946645e-06	6.7245618474e-06
e	0.198412257657	0.533114706914	0.228851319503	0.00907526967556	0.0264915603976	0.000735225992531	0.00238211813765	0.000809215805499	1.22634485296e-05	9.99793046767e-06	6.23376737729e-06	4.51947832062e-06	2.21019978917e-05	4.79044752596e-06	6.8417935671e-06	9.77633129693e-06	5.18266727741e-06	1.56897662722e-05	8.8391143464e-06	3.77657213333e-06	5.23584388333e-06	1.31433233158e-05
g	0.093170988419	0.579561448971	0.284193569834	0.0126928996919	0.0274053560992	0.000812248564177	0.00143550198588	0.000593738491833	1.37521926765e-05	1.02833862559e-05	6.61373369243e-06	4.25654814021e-06	1.73473516306e-05	4.50823321865e-06	7.8250834557e-06	8.57668526564e-06	5.28939299247e-06	1.20079037574e-05	8.11264831547e-06	3.85598567778e-06	1.52156796278e-05	1.66627033386e-05
a	0.0560793846297	0.499710816324	0.334022473278	0.0663457156973	0.0367663353664	0.00457678195473	0.00179080169529	0.000570669423944	2.41766613922e-05	1.70363925186e-05	6.43634546414e-06	2.45638284674e-06	1.57653265435e-05	2.24971028288e-06	7.3087501519e-06	9.38640408855e-06	4.51646709749e-06	1.34021455858e-05	6.99738497182e-06	2.21921229259e-06	1.71419925926e-05	7.9391161462e-06
p	0.0466170266999	0.348885472108	0.370749957759	0.109855168566	0.103936061789	0.00983339765158	0.0076793621651	0.00221981171798	4.30899237974e-05	2.50385508395e-05	1.15710418214e-05	4.09309851558e-06	2.41643271812e-05	2.15212036096e-06	1.28418200506e-05	1.28916471962e-05	7.6749392325e-06	1.57878755286e-05	1.04380216573e-05	4.6274218642e-06	1.48093385809e-05	3.44998815154e-05
ù	0.0434354897366	0.276155442703	0.37565738592	0.144306566189	0.13161145293	0.0159988852172	0.00977690578837	0.00277031296599	7.38732679325e-05	3.32989459465e-05	1.81711796071e-05	6.04309853853e-06	2.65434093937e-05	3.20475815365e-06	1.47565333502e-05	1.30857912321e-05	9.0140172775e-06	1.34524675095e-05	1.22606925524e-05	5.78920895473e-06	1.39881786403e-05	4.40043742718e-05
m	0.0360343807489	0.118661136234	0.393576211973	0.217171462063	0.129655919977	0.0624123744057	0.0367494673295	0.00521498151533	0.000136498062644	3.44556976488e-05	2.20889285357e-05	5.59120494618e-06	0.000192239126131	2.96848891788e-06	1.70915394501e-05	2.94652380774e-05	1.43193636258e-05	3.16698848365e-05	9.66191238413e-06	2.95497143158e-06	8.43033699343e-06	1.66098397239e-05
