 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.625714585	0.320608083	0.03532662085	0.002789699135	0.00747204182	0.0024300335535	0.000400019393	0.0004756957245	0.0041381347155	0.00026067185815	0.0001228306831	0.00010826133425	0.00015333529
n	0.329839978333	0.322489221	0.321816650283	0.00288696497833	0.01445331294	0.00278030475117	0.000445048307667	0.000484560434833	0.0041394977596	0.000273574332717	0.0001228756202	0.000113435362083	0.000154571562
ì	0.133998958111	0.322331587	0.499995710094	0.00392975759278	0.0320213506467	0.00527909381706	0.000232711522556	0.000327457638278	0.0015845678743	0.000158760040906	4.27584572333e-05	4.3851132461e-05	5.34001543e-05
c	0.069612728037	0.406933375667	0.442873096698	0.00527779046426	0.0662720748822	0.00772182237235	0.000133783664185	0.000274801501759	0.000735463737433	0.000115511290302	1.51316093444e-05	1.6339457787e-05	1.80272558867e-05
h	0.0357547180123	0.255210786889	0.548060582233	0.00365480682142	0.140433294961	0.0162174832241	0.000108077341395	0.000150346379586	0.000269418117478	0.000120994043434	6.24251948147e-06	7.12863919567e-06	6.08250583023e-06
e	0.0185531000041	0.145662767296	0.495184877411	0.0747907790071	0.22993278832	0.0299454527414	0.000723746000465	0.000954344949862	0.00390255289816	0.000314209734478	1.81254462605e-05	7.77754579856e-06	9.43611932474e-06
n	0.0171215520014	0.107402598099	0.49390659247	0.0998530518024	0.249467822773	0.0246441321471	0.000948831843488	0.00119053858229	0.00509599259222	0.000328587888159	2.19470104868e-05	7.70287386619e-06	1.06202979949e-05
d	0.0133806688005	0.0408275000663	0.536071664157	0.0387527994008	0.321967847591	0.0448768152824	0.00126050095783	0.000830690493097	0.00172177547024	0.00028928635272	1.30357812289e-05	3.6884461554e-06	3.71994610163e-06
i	0.00610025424017	0.0153849802221	0.318442262719	0.137639273134	0.451262815864	0.0648962440941	0.00342923921928	0.00148213323103	0.00102018883675	0.00030770763424	1.98756320763e-05	3.06223831847e-06	1.20000569172e-05
s	0.00357581025339	0.012872697574	0.163187638906	0.180935622045	0.590324458621	0.0425300763647	0.00405506060643	0.00141544828701	0.000788926158917	0.000249541691413	3.92310806921e-05	3.38185643949e-06	2.21382119724e-05
ò	0.00268143109013	0.0110332335913	0.105019695969	0.132842551682	0.654388086207	0.0707283881216	0.0171831297355	0.00503660740567	0.000667731799639	0.000304130617138	7.3790543564e-05	3.2490705465e-06	3.79472203241e-05
n	0.00369152803571	0.0098690445971	0.049068530323	0.106844663894	0.686423838736	0.112967906041	0.0214089876785	0.00647502266856	0.00087648211988	0.00226968154905	6.49002825213e-05	3.3453409155e-06	3.60403959747e-05
t	0.00607784717857	0.013105700199	0.0613979087743	0.0404033739647	0.684441606245	0.179738202014	0.00815233199283	0.00289351425619	0.000615758486627	0.00313456038302	2.37387555738e-05	3.00160270517e-06	1.24306316816e-05
a	0.00411136755286	0.00825692718967	0.0601780311914	0.0395237489882	0.463187675415	0.338365507338	0.0596758223309	0.0208194242521	0.00333434532221	0.00211752836101	0.000256507521925	5.52587113506e-06	0.000167550997717
o	0.00157189321095	0.00291472217989	0.0211842973305	0.0419188193294	0.225932505138	0.485906469113	0.102128510777	0.0653177787507	0.0438557077741	0.00744297125367	0.00136545054064	2.34689522117e-05	0.000437366385906
a	0.00107650553698	0.0012047073733	0.0082076064435	0.0183431718765	0.102825133379	0.584346773038	0.080428750259	0.101261169584	0.0823202709247	0.0169371334179	0.00253545824688	4.83942220706e-05	0.000464906971969
