 	la	pasta	vuole	sale	</S>
i	0.835499925	0.163222143	0.00107575254	0.000118824581	8.33826225e-05
p	0.754621341667	0.171719835667	0.0223132988467	0.0512005518537	0.000144979950833
à	0.569565310556	0.331733559889	0.0301118892822	0.0684647532512	0.000124503548611
s	0.263932377852	0.490336653296	0.137746576094	0.107901863717	8.2536692537e-05
t	0.095881727484	0.600736404432	0.179799524031	0.123524075239	5.8244792899e-05
a	0.0442734836947	0.590208958144	0.259729453344	0.049501201413	0.0562868733584
ì	0.0263679179982	0.492675156048	0.373194761115	0.027135499971	0.0806266611195
t	0.0103730720161	0.402261887683	0.493356030372	0.0611197438237	0.0328892677398
e	0.010713838922	0.150657056228	0.658646110124	0.140749087941	0.0392338966133
l	0.011040520854	0.0638803534093	0.724022503375	0.159515101314	0.0415415107378
e	0.00920116883133	0.0300917688698	0.593576961125	0.299319699105	0.0678103987793
à	0.0108548653438	0.0113021286899	0.275231307375	0.612417199702	0.0901945129264
l	0.00659944998127	0.0055985440633	0.198040662792	0.744663046567	0.0450983204755
a	0.0115390671271	0.00284067125443	0.164726077597	0.563445305522	0.257448889658
</S>	0.0190944920635	0.00149576572722	0.0859420737985	0.402313367761	0.491154294829
