 	sono	stato	sempre	poveretti	</S>
ì	0.844941405	0.1537578365	0.00119462455	2.29212955e-05	8.32174965e-05
m	0.738433855	0.2262962755	0.00450533258333	0.0307064009395	5.81465265e-05
e	0.486506695667	0.460112745167	0.0119631011944	0.0410358966998	0.0003815840955
s	0.304113229222	0.641474681722	0.0216321707315	0.0322353276199	0.000544553505167
t	0.227228203574	0.692373093907	0.0499735585772	0.0301725422066	0.000252539355789
a	0.0791809125247	0.654283617969	0.231126531192	0.0115161387689	0.023892766766
m	0.0294809680082	0.630782959323	0.301085493731	0.0066831989563	0.031967366122
m	0.0130106300127	0.562270086441	0.407729434577	0.00613811488543	0.0108517347895
è	0.00462357560423	0.26810819348	0.606188864859	0.00384733537848	0.117232073812
n	0.0104299064581	0.316924605827	0.512347024953	0.00759515464283	0.152703336739
a	0.0125640413194	0.319627503042	0.488075738318	0.0507444038809	0.128988307714
p	0.0145426202731	0.108871726914	0.662256259439	0.0894627012936	0.124866681238
à	0.0152329044577	0.0381508969047	0.66593478648	0.219006453765	0.061674935746
n	0.0100390131859	0.0143959432349	0.571475928827	0.366073184588	0.0380159203153
t	0.0540473357286	0.0156612778783	0.428694549609	0.485919514863	0.0156773273051
a	0.0645810342095	0.0156327350261	0.201067848536	0.480701964954	0.238016404568
t	0.0335096087032	0.0130555910754	0.214659268179	0.419620094985	0.319155437189
e	0.0229115327677	0.0121536947251	0.21128586306	0.521355898328	0.23229304473
c	0.0676005957892	0.00821945827503	0.0823888156867	0.607481782776	0.234309371577
h	0.0836055789297	0.00775673942501	0.0550807495622	0.718695560925	0.134861370526
ù	0.0327041739766	0.004905274675	0.0391540362207	0.730878146975	0.192358350175
d	0.0153812894922	0.00298449609167	0.0176353371069	0.743833158992	0.220165713392
d	0.0203714473307	0.00319237659722	0.010392288969	0.851266152997	0.114777743131
h	0.0570784324436	0.00644420976574	0.00454353945633	0.846849117666	0.085084691377
i	0.0596374384812	0.00630548082191	0.00210927581878	0.549489395889	0.382458412126
</S>	0.0366005407406	0.00423871026096	0.00134497910939	0.281993882945	0.675821906063
