 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.644083315	0.13736799	0.21277504065	0.003909880985	0.0011257072485	0.000390953958	0.000172903504	8.841498955e-05	8.57592415e-05
a	0.397438048333	0.310145263333	0.271299940217	0.0181910163283	0.00194125898283	0.000576951252667	0.00018979593	9.56706205167e-05	0.000122069663833
m	0.313679526111	0.412627354444	0.247214783406	0.0233016347761	0.00220550119428	0.000620265850889	0.000120071882	5.85963641722e-05	0.000172340387944
à	0.25798297747	0.378702334815	0.319315181135	0.0400906442587	0.00277357086476	0.000803878850296	9.3936129e-05	3.98918526907e-05	0.000197609005981
t	0.243865137923	0.327027561605	0.363975600378	0.0566910980862	0.00650633438825	0.00174060218343	5.86634153333e-05	1.91660181969e-05	0.000115803780327
i	0.237196736341	0.191551100535	0.424071656793	0.131793732695	0.0112539356294	0.00339742629448	0.000138384419111	2.06117687323e-05	0.000576383501776
è	0.0793603369737	0.110800827845	0.595046902264	0.193770700898	0.0144344918765	0.00533580689816	0.000338714823037	2.29727802441e-05	0.000889267733925
n	0.145948876818	0.0515683052817	0.509429250755	0.227468400299	0.0434647542922	0.0207881952994	0.000600144174346	0.000230904077415	0.000501211621308
a	0.168082934606	0.0262430219606	0.247629166918	0.430244776766	0.0887437564307	0.0366699897665	0.00137700309145	0.000319425922472	0.000689944117103
p	0.148309910535	0.0197536245202	0.191827108973	0.470418585589	0.123797100477	0.0412608452555	0.00193611879715	0.000290796804157	0.00240595427237
r	0.145577816678	0.0245819328401	0.152922622991	0.40122918853	0.211180320159	0.0558165890852	0.00520831779905	0.000839947468052	0.00264329569079
à	0.0524739835227	0.0158104888134	0.069935362997	0.42720218951	0.317644813386	0.0980621930284	0.0159634455997	0.00123405975602	0.0016734467636
m	0.0200570106376	0.00764174380447	0.0327387361657	0.346483866503	0.394265237795	0.176652881009	0.0199123245332	0.000988109942007	0.0012600564312
a	0.0092724121292	0.00486918445816	0.0162152939886	0.226028685501	0.438668199265	0.28012344367	0.0214695928444	0.000716802714002	0.0026363489204
n	0.00883175095973	0.0134436250094	0.0197312957629	0.1612134585	0.369378223088	0.40376752789	0.0197888074148	0.000644257038001	0.00320105697347
a	0.00869623342658	0.0163070049031	0.0210328307543	0.1042960195	0.268433521029	0.520867029297	0.0556483542716	0.00151055250267	0.00320846632449
s	0.00563798591553	0.0122495798677	0.0115445210848	0.0454393931667	0.20611263701	0.619448909766	0.0913385680905	0.00286971030089	0.0053586868415
t	0.00542026950518	0.0109428215559	0.00784066439493	0.0238678180556	0.134253100337	0.683084846589	0.126060072697	0.00428942403363	0.00424100108717
u	0.00276598489506	0.00397425321863	0.00421264483164	0.0119097525519	0.0767141634457	0.63342793553	0.249047834232	0.00785029197788	0.0100971476357
d	0.00358198959169	0.00762876117288	0.00808166061055	0.0152781590506	0.0623820598152	0.61867920851	0.258159431411	0.00913235949263	0.0170763528786
i	0.0046428804639	0.00965342772429	0.0119254515368	0.0173112103502	0.0493284442717	0.482897937837	0.340452457137	0.0641760674975	0.0196121196262
è	0.00665430665463	0.0051289144081	0.0169476531789	0.00850214365007	0.0229262834239	0.236687654279	0.407586105712	0.273606642499	0.0219603065421
t	0.00887716865154	0.0035988425027	0.015170756293	0.00518073941669	0.017977557808	0.35296764476	0.287104445237	0.295038784166	0.0140840947807
s	0.0578834543172	0.00359366103423	0.0280533119977	0.0076260656389	0.0322944136027	0.46724609492	0.207420571746	0.189377108055	0.00650538999357
i	0.0721559840057	0.00356839377808	0.0381002239992	0.00863230037963	0.0313745972009	0.27163214564	0.185193263915	0.274808179352	0.114534944131
è	0.0256109388352	0.00311505992603	0.0297664499997	0.00495092457321	0.012681591067	0.09406654128	0.162332634638	0.481311293117	0.186164596044
n	0.0175258985451	0.00285567287534	0.0308260549999	0.0176731766377	0.0156689200223	0.0453616244933	0.0921616948793	0.611927331039	0.165999680015
a	0.0142876674484	0.00365935195845	0.0291480856666	0.0249282398792	0.0183425700074	0.0285133598644	0.0513487159598	0.578463200346	0.251308810005
p	0.0344747664161	0.0128757186528	0.0362862575555	0.0231974269597	0.0441769933358	0.0187710729881	0.0259115419866	0.488401830115	0.315904363335
r	0.0407048157854	0.0141792453909	0.0303804077852	0.0196041431066	0.0544641427786	0.0182023173294	0.0301558813289	0.528903983372	0.263405061112
à	0.0141811191418	0.00558691313697	0.0162760545284	0.00777955968887	0.0225798723262	0.0093584787998	0.028618325443	0.623332947791	0.272286767037
m	0.00799691194727	0.00378857754566	0.0117146587095	0.00382533657962	0.00982257934207	0.0049544069566	0.014715651481	0.717335802597	0.225846108012
a	0.00618746038242	0.00409043651522	0.0203571634365	0.00438795867654	0.00687223461402	0.00371856800553	0.0102003980937	0.602752384199	0.341433405004
</S>	0.00415088179121	0.00449695725761	0.0337451717182	0.00644437983827	0.00641346380701	0.00232176153276	0.00628231594685	0.3751139171	0.561031152502
