 	ora	ho	finito	di	scrivere	</S>
à	0.968500345	0.0059715392	0.0248837429	0.0006106264	6.91108175e-06	2.6847722e-05
r	0.711980995	0.0390052967333	0.248160453633	0.0007256403	1.37302835833e-05	0.000113894247
t	0.458029575	0.197305678911	0.343907094544	0.000594033777	2.53363605278e-05	0.0001382937953
e	0.3000820379	0.309023269637	0.370507584848	0.018454678236	0.000160765274843	0.0017717051614
s	0.106027081367	0.205329986546	0.661439794949	0.0246309799787	0.000209535148281	0.00236263861713
p	0.0475686876223	0.085275722182	0.855958718316	0.0100732843596	0.00028619957276	0.00083731475671
ì	0.0240597051408	0.0827511207273	0.807361026105	0.0753389332532	0.00112144235759	0.00936769247324
c	0.0089497827136	0.0767431989091	0.805198008702	0.0956639679844	0.00121389423586	0.0122311023777
c	0.0192006129712	0.0295437341697	0.913816036234	0.0328006711615	0.000525684255287	0.0041133012349
e	0.0254781529904	0.0334030872566	0.734569728745	0.186394148654	0.00387292951176	0.0162820129673
t	0.0128285554635	0.0342604911522	0.689038892915	0.238437023885	0.00489513402625	0.0205399330724
s	0.00575237992117	0.0205289817841	0.867194847638	0.0968553499617	0.00259666996442	0.0070717806468
a	0.00351867867372	0.0186917222614	0.615840001879	0.270356817654	0.0164323679215	0.0751603950883
t	0.00304105795791	0.0182041560871	0.47294311996	0.378099762551	0.0206626897405	0.107049189696
s	0.00288664865264	0.0305425593624	0.45150328332	0.446499677517	0.0230323160135	0.0455354472987
e	0.00519176638421	0.0320826751208	0.20282235444	0.517428259172	0.0793045576712	0.1631703385
g	0.00885654362807	0.107418352707	0.120276948147	0.389538403057	0.0904300748904	0.283479666167
r	0.00700121974269	0.168634015902	0.086542292549	0.309114404352	0.166692657297	0.262015412056
à	0.00779417544756	0.102877922301	0.0319764206163	0.199386596451	0.406504339099	0.251460577352
t	0.00967022071585	0.0498057691003	0.0239956234721	0.162811873817	0.404467946366	0.349248609117
s	0.111974124472	0.110887099367	0.0703430344907	0.140142501272	0.215683475455	0.350969786372
i	0.145549920291	0.126160251122	0.0748544962636	0.0588906815907	0.159774031818	0.434770628791
</S>	0.0746676383455	0.070380412561	0.0387359452818	0.0330026975453	0.160365535909	0.622847789396
