 	voglio	che	Maria	viene	domani	</S>
t	0.583750105	0.1138081236	0.292170336005	0.0090220153136	0.00124151826692	7.92656925e-06
è	0.573199171667	0.124242984533	0.292280866218	0.0090256598272	0.00124201074347	9.28161541667e-06
l	0.532221415222	0.170624284844	0.287394229623	0.00864805733173	0.00110431710232	7.67947907222e-06
o	0.215878166407	0.463937428281	0.307259109874	0.00984788627724	0.00169378470077	0.00138363743196
e	0.092394519269	0.483120856094	0.362085049958	0.0306202112591	0.0257845262336	0.00599481634399
M	0.038038131223	0.449190265365	0.428608803319	0.0442373104197	0.0337419605779	0.00618348059466
a	0.0339993414077	0.646876355122	0.279666881106	0.0252088214732	0.0118813180093	0.00236724931155
r	0.0427858918026	0.552867618374	0.186549668369	0.0306111694911	0.0189448239864	0.168240852404
ì	0.0392649672675	0.306355556125	0.239333547456	0.12783343083	0.0446664066621	0.242546135801
a	0.0216952332892	0.135833976042	0.283585249152	0.355586716943	0.100500102221	0.102798752934
n	0.00885991386307	0.0485357743473	0.151721805384	0.339219505648	0.39934620074	0.052316796978
a	0.013213112521	0.0223668697824	0.0991412507947	0.386250851883	0.443101920247	0.0359259739927
r	0.0132085235203	0.0111844338608	0.0776485080782	0.399678775294	0.157880554082	0.340399199664
t	0.0346027198534	0.29294488522	0.0295689625061	0.138523761931	0.061838079694	0.442521619221
i	0.0440919407511	0.386836689507	0.0141055979687	0.0878746661437	0.249718010898	0.217373152407
à	0.0171483828047	0.12948257078	0.00551079262623	0.102823745381	0.605655020299	0.139379536369
v	0.0057474359539	0.0432164955673	0.00193180312208	0.0681699055837	0.8269620901	0.053972298023
v	0.00315187398263	0.0257657073191	0.00340661261736	0.0242261831846	0.915132330033	0.028317309341
r	0.0835377667275	0.23578554244	0.0294229750391	0.0118069969282	0.620517646178	0.018929064447
i	0.136050622243	0.301749259813	0.0356542005797	0.0066786009094	0.271128834893	0.248738456482
</S>	0.108431156122	0.161773563407	0.0182737686398	0.0039709708547	0.228373692446	0.479176828241
