 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.79025364	0.17945535425	0.03016046877	4.66729105e-05	6.8926397e-05	9.141391e-06	1.40476025e-06	4.35359235e-06
u	0.72061306	0.248266478083	0.0308345010233	0.0001216329985	0.000150066062333	7.215612e-06	1.75909501667e-06	5.25051421667e-06
à	0.513603222667	0.472075339361	0.0135505004411	0.000472067086167	0.000256143110778	3.14985223333e-05	1.91506333889e-06	9.30536940556e-06
i	0.185144816056	0.729732696454	0.074623740147	0.00291818692872	0.00734934442693	0.000160995764111	1.1362343113e-05	5.88784438019e-05
m	0.128435634519	0.671196202151	0.186259756716	0.00353800526957	0.0103026641423	0.000179856211037	1.49066720377e-05	7.29973486006e-05
è	0.108844734873	0.716035320717	0.168128500239	0.00252828728319	0.00432140783077	0.000101041900012	7.00232267923e-06	3.36933735335e-05
r	0.0844571983243	0.779599973572	0.12186013808	0.0103578381611	0.00359745596026	0.000102808348004	3.50199306641e-06	2.10463059778e-05
i	0.0763807137748	0.586648457857	0.249840846027	0.0595689817204	0.0186475505534	0.004274218674	0.000317812269862	0.00432142766679
n	0.0449127899249	0.344314449286	0.500918948676	0.0729951975735	0.0249380758511	0.00567804730133	0.000427113883287	0.00581542392226
g	0.0418302396416	0.173907339095	0.737061216225	0.0304684672578	0.0125420711504	0.00195602046944	0.000191210791096	0.00204344616742
h	0.0303235418805	0.148160515698	0.793225572075	0.0187988201526	0.00772484725013	0.000934953482147	0.000108103661979	0.000723614941407
ì	0.0188654973602	0.128580073899	0.689592437358	0.0833558367175	0.06503303575	0.013428807194	0.000162202892273	0.000982084139402
z	0.00984572202007	0.054229426633	0.700210459119	0.108630333239	0.10807625525	0.017690748698	0.000181516089624	0.0011355617598
i	0.00680825276536	0.026017449011	0.632477266373	0.192073655413	0.113435718417	0.025452667866	0.000607031188741	0.0031280128666
n	0.0114884085138	0.015848976137	0.475850495458	0.306973701804	0.155163812806	0.0293494059553	0.000784891056247	0.0045403625222
a	0.0130509333993	0.0121637259457	0.337401026819	0.280079863935	0.310365487602	0.0433580733184	0.000610260678749	0.00297063364073
v	0.0615624366944	0.0182173215486	0.19154466394	0.196128777978	0.467086945867	0.0516492384395	0.00106851915958	0.0127420634469
o	0.0777300044781	0.0195791300495	0.11691246048	0.121153522659	0.620024035289	0.0282398958132	0.00095229660986	0.0154086227223
r	0.0261139379394	0.0073333314165	0.05090710266	0.11669152422	0.59554457843	0.173353770938	0.00716786389329	0.0228878604808
à	0.0089169314598	0.0034603293055	0.0272333886533	0.0952178414067	0.497744706143	0.326845846979	0.0117493928644	0.0288315421603
s	0.00323486983327	0.00176277868517	0.0178364046511	0.0583988424689	0.616040435381	0.282627138993	0.00649037441147	0.0136091790534
o	0.00133892678109	0.00205358617839	0.014841875217	0.0437260124896	0.488434706794	0.420895292998	0.0119366470272	0.0167729880178
m	0.000802934563697	0.0021050054128	0.007770318739	0.0424904671632	0.362179630598	0.552650504333	0.0140889252091	0.0179121787393
e	0.000639517437899	0.00194685419093	0.00508099024633	0.0346885268544	0.292388805199	0.615900408111	0.028016014603	0.0213388549798
o	0.00215189119597	0.00648866076364	0.00257147471544	0.0148865759848	0.1225768534	0.692471302704	0.0867505015343	0.0721027596599
t	0.00334750536532	0.00689035792788	0.00156988543848	0.0106948568949	0.0632661381333	0.736035967568	0.0932045911781	0.0849906978866
s	0.00197979949511	0.00313433358263	0.00096127226616	0.0097942402983	0.0272172935111	0.870212642523	0.0453786153927	0.0413217886289
o	0.0012728065717	0.00890181879421	0.00146637767539	0.00541987543277	0.0100487227704	0.659660730841	0.226944669464	0.0862850242096
m	0.00363989685723	0.0103368294147	0.00154279345846	0.00447406147759	0.00429463729013	0.484426706947	0.344590599821	0.146694511403
ì	0.00403622973574	0.0064850649549	0.00128029851949	0.00383824152586	0.00191349339671	0.395889834649	0.447223306607	0.139333547134
</S>	0.00215633054287	0.00738803047745	0.00156340750975	0.00238798731293	0.00122998529836	0.221690265825	0.629754873303	0.133829148567
