 	Marika	è	che	si	sposa	domani	</S>
M	0.90171373	0.0222069252	0.0348570636	0.0129716747	0.00619727322	0.021189745045	0.00086354581
a	0.885168313333	0.0284570330667	0.0450110068667	0.0132086079667	0.00617861968	0.0212049633633	0.0007713843855
r	0.617339756444	0.0986298376889	0.252996681289	0.0180709043889	0.00459349533333	0.00760643596943	0.000762848777333
ì	0.224990484148	0.306708152563	0.41242952043	0.0398425787963	0.00575673461111	0.00471543248981	0.00555708409244
k	0.0866632933493	0.300995223521	0.413423733477	0.167964182932	0.0155726472037	0.00869221382994	0.00668871329081
a	0.0337621697498	0.229875820507	0.423182067826	0.256214820977	0.0232437154012	0.01431106561	0.0194103726903
è	0.0155556074499	0.211477494836	0.516963945942	0.184061873659	0.0238545981337	0.02204439387	0.0260421073968
n	0.0084343636833	0.0829450418453	0.441386515314	0.15956995122	0.0310195813779	0.265006917957	0.0116376141323
a	0.00778249102777	0.0364211628484	0.169424198438	0.290088887073	0.119618830459	0.364803573986	0.0118608315441
r	0.00547541137592	0.0430215859495	0.189422102813	0.320619565691	0.239067263486	0.165395420995	0.0369986221814
m	0.00538852969197	0.0570616413165	0.212398100938	0.230906321897	0.383284087829	0.0717491674983	0.0392121312938
a	0.00524292143066	0.0447519447722	0.107476357179	0.161805369299	0.49150187261	0.121515197999	0.0677063376646
s	0.00319839981022	0.0568630615907	0.0889863692597	0.0796122450997	0.455930524203	0.178911759333	0.136497629222
t	0.00217212497007	0.0790277071969	0.106272399753	0.0645820450332	0.526055298068	0.112640541444	0.109249863407
ì	0.00136943145669	0.053277581399	0.062996009251	0.0490915006777	0.481939566023	0.260152785481	0.091173111469
à	0.000907370318897	0.0208166619663	0.0230584246703	0.0180296492392	0.227452862008	0.62524229516	0.0844927224897
v	0.000363993086299	0.00725497448877	0.00778842402677	0.00622624209973	0.0822212504693	0.856640965053	0.0395041628299
v	0.00201718330877	0.0151391961629	0.00354736062559	0.00934791937324	0.0456241549564	0.894613738351	0.0297104692766
r	0.0342339266696	0.0624831953876	0.0567914159419	0.0643275827911	0.120151489985	0.608370996117	0.0536414047589
i	0.0447326631232	0.0686150754625	0.0773078496473	0.0757479346637	0.128135076595	0.315697878706	0.289763538253
</S>	0.0247875579116	0.0385750232312	0.0441887113237	0.0381831629318	0.0645929231975	0.290994959353	0.498677684127
