 	forse	stanno	ancora	svegli	</S>
f	0.972717705	0.0271756235	2.2447153e-05	1.79033772e-06	8.246915875e-05
ò	0.924059035	0.0756863198333	7.2915743e-05	5.168290592e-05	0.000130057395417
r	0.733051695	0.266470556611	0.000245440921	8.46618609733e-05	0.000147660779139
s	0.439469951667	0.56016600887	0.000264840342	4.58286900578e-05	5.33374477263e-05
i	0.198764478222	0.780483369623	0.00476451338233	0.000787463110753	0.0152001519899
s	0.0802234724073	0.891365923208	0.00689823822744	0.00104376398292	0.0204686176966
t	0.0420805044691	0.947313857736	0.00319993340915	0.00036284776764	0.00704286664653
è	0.0169998523564	0.908017202579	0.021555843703	0.00214496448321	0.0512821559298
o	0.0108238026521	0.575636965526	0.268020316568	0.0761060892611	0.0694128239766
n	0.0465611635507	0.416044039842	0.388350518856	0.099514900087	0.0495293533255
e	0.0554739120502	0.352462172381	0.299192452952	0.251080400362	0.0417910281085
a	0.0233071707167	0.11955785096	0.458074017651	0.381060663454	0.0180002358695
n	0.0371394194056	0.0588587273867	0.410385174884	0.208120268018	0.285496361456
k	0.0630544214685	0.176296481796	0.194296737295	0.175632096206	0.390720250485
ò	0.0482197943562	0.197465769832	0.127939532432	0.476627585402	0.149747322162
r	0.0199356859854	0.0678954891773	0.0779317108107	0.690685928467	0.143551202721
a	0.00948587352847	0.0252170134591	0.0475025659369	0.716842612822	0.20095194424
a	0.0230091437095	0.0098358846197	0.0228636133123	0.772248574274	0.172042801413
t	0.0325330992365	0.00557551587323	0.0177445321041	0.539192826091	0.404954063804
s	0.134762454412	0.0250633765577	0.0548537127014	0.212431361364	0.572889127935
ù	0.179941443471	0.0356081801859	0.0657700775671	0.221264351788	0.497415972645
n	0.109935049824	0.0209663343953	0.083815909189	0.211152031263	0.574130680882
n	0.307340906608	0.0458798244651	0.13458732973	0.076055180421	0.436136720294
i	0.351739933203	0.0577987698217	0.0972514312433	0.046284732807	0.446925100098
t	0.304689888734	0.0939302716072	0.0436638690811	0.0370367436023	0.520679220033
i	0.309200622911	0.116069120536	0.027301674027	0.0449270172008	0.502501536678
</S>	0.201359801455	0.083855915268	0.0210085225135	0.0673237886004	0.626451933339
