 	deve	essere	bianco	</S>
è	0.950861755	0.043182818	0.0029236772	0.0030317612
n	0.647106573333	0.3470287	0.00208006856667	0.00378465043333
a	0.498488642778	0.49160231	0.00506215022222	0.00484688391111
è	0.702675910926	0.275677246667	0.00949783290741	0.012148959837
n	0.500786245975	0.473068115556	0.00898070280247	0.017164909279
e	0.257533014325	0.585317088519	0.0777629909342	0.079386917093
à	0.299984664775	0.387811536173	0.125181094978	0.187022702364
s	0.248822731592	0.482783235391	0.102022347659	0.166371681788
p	0.327697070531	0.518169571797	0.079631470553	0.0745019182627
r	0.383578800177	0.271191506266	0.306001940184	0.0392278060876
o	0.178448001226	0.100075008422	0.399903900061	0.321573125363
</S>	0.090929537363	0.054053380211	0.244689630031	0.610327462682
