 	è	possibile	che	è	entrato	da	qui	</S>
i	0.164377305	0.82774057	0.00568721525	0.00093828195	0.000599734505	0.00042167331	6.84949234e-05	0.0001666960275
s	0.0826492133333	0.904824923333	0.00782492275	0.00106227006667	0.00282489740167	0.000373670235667	0.000273470311133	0.0001666171975
o	0.0525327259444	0.924463874444	0.01769490525	0.00130912103889	0.00345343663389	0.000176591067556	0.000300456498378	6.88776101667e-05
g	0.0230114241481	0.954551824815	0.01875384545	0.0012316847463	0.00217706244463	0.000115772151852	0.000123588425793	3.48030893889e-05
g	0.014274326716	0.946195208272	0.0209651405167	0.0036684851821	0.0143064417149	0.000188722636617	0.000380804806931	2.09138717963e-05
è	0.00966631843867	0.915828559424	0.0437174135056	0.0089546140607	0.0205678745716	0.000706416092206	0.000543319235644	1.55322375988e-05
s	0.137359259346	0.669053503141	0.0880804711685	0.0105171980202	0.0746159955239	0.00132913483074	0.0189299664785	0.000114493827533
t	0.200903701115	0.515603261047	0.126552393723	0.0106742923401	0.118195571841	0.00111002903025	0.0268166736928	0.000144092735844
e	0.0895516289383	0.409750922016	0.278168421241	0.101429016113	0.078950763947	0.0233107650967	0.0110235934776	0.00781492278195
k	0.0804474435461	0.170259077339	0.332291840414	0.137799308038	0.228319004649	0.0312473245322	0.0089125995392	0.0107234497273
a	0.0774513760154	0.088076073113	0.221911500138	0.174363172013	0.317010824883	0.0936389256774	0.0095132006464	0.0180349393758
m	0.0328276255051	0.0358541229043	0.154377735379	0.186261715338	0.448447724961	0.115218237559	0.0056791328488	0.0213337016253
b	0.0190178682017	0.0249161221681	0.0758147064597	0.073183832446	0.722105031654	0.0567052081863	0.0197576081163	0.00849966334177
ì	0.00766800508057	0.0266605933894	0.0338132058199	0.0442812158153	0.536469646551	0.270726169395	0.0239511046388	0.0564301320806
k	0.00832828167352	0.0161840526631	0.02031568294	0.0379087772718	0.372421591517	0.363248779798	0.100537720146	0.0810551736935
e	0.00943358872451	0.015051028421	0.0145564216467	0.0197436294239	0.336394563839	0.313482249933	0.185899883382	0.105438647564
a	0.0102384397415	0.0274945464737	0.00714648131557	0.010083937008	0.20584195128	0.288637449978	0.325208307794	0.125348861188
p	0.0176303295805	0.0249195091579	0.0123756362052	0.020383290536	0.18469272376	0.128425927326	0.450188142598	0.161384412396
ò	0.0146898584935	0.0166287100526	0.0139715618451	0.0231891250453	0.118845478787	0.045361089542	0.292361790533	0.474952350799
t	0.00850627779783	0.0119910250042	0.00657652672503	0.00885649114843	0.0463014537957	0.0222872389473	0.388085066511	0.507395936933
t	0.0378225779326	0.0074963653214	0.00657072924168	0.00420307223948	0.0224660763319	0.0147009224058	0.673692625504	0.233047695644
u	0.0453813957109	0.0579597171071	0.00557212684723	0.00238579540316	0.00944986101063	0.00565292389193	0.490526038168	0.383072181881
</S>	0.0236767924554	0.107099143554	0.00400658657362	0.00226755130158	0.00679822125532	0.00354088144597	0.258484138584	0.594126720941
