 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.981774125	0.0156889367	0.0018740718823	0.00062446932635	3.213208413e-05	1.861939365e-06	4.1086502885e-06	2.76210825e-07
t	0.958022148333	0.0335563389	0.00646998126077	0.00189379700878	4.306117271e-05	3.38396948833e-06	1.09474500962e-05	2.94392441667e-07
i	0.815300696111	0.123169914633	0.0466251147536	0.0141887690696	0.00042486569557	0.000115279741929	7.40976973654e-05	0.000101227132914
p	0.48099874537	0.194731874878	0.244778071585	0.0696286103565	0.00859206053186	0.000323400670643	0.000674049569122	0.000273189120971
à	0.217160795123	0.395826771626	0.291541585528	0.0830415084522	0.0110494105873	0.000315028658548	0.000833784583041	0.000231111656657
s	0.107211585508	0.548927443875	0.219355336843	0.102580347817	0.0212449782724	0.000158503210516	0.000443061474347	7.87446163557e-05
t	0.0367083033027	0.532923814625	0.291525758948	0.113753839272	0.0246867998908	7.19922411387e-05	0.000303105448116	2.64224064719e-05
a	0.0135334287009	0.415227669875	0.406264686316	0.150875729757	0.0112599867636	0.00118030029535	0.000172429939372	0.00148579037871
v	0.0099326165003	0.276962604958	0.433215328772	0.252366669919	0.0215363312545	0.00173654916512	0.00223699319979	0.00201291517957
à	0.00794156092677	0.200322917986	0.464993542924	0.298212423306	0.0237087944182	0.00119319362171	0.00290151304993	0.000726073007523
l	0.00283954151559	0.0882018189953	0.445213604308	0.407336574435	0.0525162588061	0.00195106950724	0.00166365969998	0.000277474660174
e	0.0015191445852	0.0488701170984	0.299082574769	0.538458591478	0.083431029602	0.0224700469691	0.00150768356666	0.00466081481672
à	0.00104786911507	0.0177535974995	0.296008518256	0.538228030493	0.100021663201	0.0387869636564	0.00144525138889	0.00670808487224
l	0.000468642258357	0.00828134129983	0.234178576085	0.539539593498	0.186027431067	0.0264637487188	0.00219404846296	0.00284657071641
a	0.000891743952786	0.00478042957994	0.0993856043617	0.509213997833	0.244185130356	0.129310449073	0.00312849015432	0.00910412973114
e	0.00140157208426	0.00171269253998	0.0432092924539	0.326362282611	0.347385760119	0.253359653024	0.00968994938477	0.016878794577
t	0.00112029574809	0.00081127824666	0.018372477818	0.169598946204	0.58685557004	0.199044379008	0.0122849367949	0.0119121323923
è	0.000817593352697	0.000494270577553	0.00719360393933	0.113407545401	0.67470305668	0.181608984336	0.015331261265	0.00644370433077
l	0.000587674574232	0.000185273754518	0.00309051746978	0.0851017151337	0.67201338556	0.209325364779	0.025646507755	0.00404955979026
i	0.00125194583141	9.18613648393e-05	0.00132093258993	0.0462895668779	0.508306845187	0.38610063826	0.0308023652517	0.0258358286101
t	0.00660365501047	0.000333987254946	0.00066697985331	0.0196066398593	0.399501581729	0.509745792753	0.0291513090839	0.0343900264034
à	0.00895039767016	0.000437146314982	0.000403195871103	0.0086746781531	0.351758325576	0.471968077584	0.120469535695	0.0373386356678
l	0.00489515755672	0.000199517507661	0.000280207156034	0.00452462698437	0.203759476859	0.479804759195	0.269258891898	0.0372773980126
a	0.00791410118557	0.000218646881887	0.000588909877678	0.00378629189479	0.13593047872	0.360220806398	0.337857783966	0.153483008794
</S>	0.0128115970928	0.000323004970944	0.00101582418884	0.0045608495974	0.07163453901	0.269683513199	0.352049051983	0.287921624397
