 	io	voglio	che	Maria	venga	qui	</S>
e	0.91348722	0.081134145	0.0028427643	0.00207581344	0.000363716557	3.06488355e-05	6.5625265e-05
v	0.624495861667	0.350656671667	0.0216409236333	0.00267440754667	0.000418119665667	7.65758031667e-05	3.73848029333e-05
ò	0.340449695556	0.622710690556	0.0310112052111	0.00447242394889	0.00116535290189	0.000165732044389	2.48782339111e-05
t	0.248980856852	0.610540750185	0.0779003170704	0.0387105601496	0.0176002039006	0.00624011891146	2.71806863037e-05
è	0.112617098884	0.698599203395	0.107910594357	0.0493239023832	0.0226207730669	0.00826056982382	0.000667860652101
l	0.0416417755613	0.653824891132	0.195592763452	0.0840685451277	0.0185429334556	0.00545110879461	0.0008779997557
o	0.0173541890871	0.433635827044	0.367342461151	0.135199931709	0.0269577501519	0.00616098203154	0.0133488649569
n	0.0100360952624	0.275086371015	0.424218083717	0.230637553903	0.034803133384	0.00767609644385	0.017542622579
a	0.00782727078747	0.125304676672	0.480461564572	0.277135124634	0.0905883067947	0.0118369511479	0.00684605621967
r	0.00426762836249	0.059030025224	0.573272468191	0.174890968211	0.119988692265	0.0601041940493	0.00844599517322
t	0.00272509915416	0.131435600408	0.57000656273	0.12903255607	0.0766395490883	0.0819010190164	0.00825959482441
i	0.00184011485139	0.146487077069	0.37695625891	0.224757125357	0.163414838029	0.0661939973388	0.0203505643748
e	0.0010685530938	0.0496364694683	0.148897400537	0.276567691786	0.425078559343	0.0741690891129	0.0245822206916
M	0.00103499460793	0.0272373643348	0.148971266412	0.237421113929	0.429799399781	0.141383709704	0.0141521461305
a	0.00115561222598	0.0224255947783	0.180598238804	0.245615837976	0.30086000326	0.233665973235	0.0156787453768
r	0.00121262583199	0.0108421928928	0.0997464336013	0.169320375492	0.26003461442	0.373353547745	0.0854902351256
ì	0.00115714171066	0.0050856134976	0.0417039465338	0.0611209463307	0.301258114807	0.470103095915	0.119571149375
a	0.00140178940355	0.0025114186792	0.0154556810879	0.0239222560436	0.498642991602	0.398349825305	0.0597160454583
e	0.00648301686785	0.00115449398973	0.00547243120597	0.00912629344787	0.572929797201	0.374357371768	0.0304765864861
t	0.0105714002893	0.00181130597991	0.00806821200199	0.00589904558262	0.3725400184	0.550318407256	0.050791602162
t	0.0105688580964	0.0170344114933	0.0361094640007	0.00660330779421	0.1327867088	0.631755635752	0.165141607387
ù	0.0102775983655	0.0287062121644	0.0455799716669	0.00469932631807	0.0517688126	0.424767065251	0.434200992462
</S>	0.00948785118275	0.0259763405822	0.0319668938334	0.00270274273904	0.0328132458	0.283037762626	0.614015146231
