 	il	morto	si	piange	</S>
o	0.796326175	0.202227948	0.001022321405	0.000139864104	0.000283715955
a	0.472290087	0.524883929333	0.002442504235	0.000144683911333	0.0002388276888
p	0.205536604333	0.750920323111	0.00270856907833	0.0407325406804	0.000101983098067
e	0.115152581111	0.816800121037	0.0136642211261	0.0543196019201	6.3446218689e-05
t	0.0467851538703	0.907402973679	0.0173373679754	0.0283781666667	9.62686842297e-05
a	0.0210405691568	0.910698691226	0.0470478752585	0.0207107188556	0.000502107338077
m	0.0094396050856	0.860344797075	0.0655054074195	0.0631552819185	0.00155488217936
m	0.0052741717152	0.869606099025	0.0412726138065	0.0823424639728	0.00150462493792
è	0.00192856058173	0.679817856342	0.200018910269	0.0407720826576	0.0774625897908
n	0.00276871205058	0.605295558781	0.251240605756	0.0379056068859	0.102789522916
o	0.00307209204686	0.508103239827	0.233720124252	0.162358723629	0.092745817291
i	0.00467222317895	0.171219960309	0.416750751417	0.272663877876	0.134693199097
k	0.00545279559298	0.0583727147363	0.337280013372	0.505352842625	0.093541656699
l	0.00224977464766	0.0209339557121	0.124016477357	0.817968947542	0.0348308704797
è	0.000982133712553	0.00828105583737	0.0570270084523	0.882007735847	0.0517020714066
e	0.00509252215085	0.00337061127912	0.0291420901508	0.710568591949	0.251826167136
t	0.0100253657169	0.00209942735971	0.0153107911169	0.690678173983	0.281886229712
e	0.00712374429563	0.00136440968657	0.00683186610563	0.829658607994	0.155021343904
</S>	0.00368996123282	0.000851302843285	0.00555040205282	0.825507753997	0.164400536952
