 	dove	aveva	per	stare	non	aveva	</S>
p	0.90041507	0.087842516	0.00718232425	0.00259924677	2.4209158e-05	0.001832318804	0.0001043577015
u	0.590641183333	0.369016272	0.0354458465833	0.00275771877	0.000154802236	0.00192420868467	6.00269068333e-05
ì	0.211199738644	0.682394424	0.0996935621944	0.00462549382333	0.001216568632	0.000785382031557	8.49088009444e-05
c	0.076927690748	0.686640774667	0.181323510731	0.00402684404111	0.00144211945733	0.0495280231639	0.000111122254981
h	0.0317698410493	0.703347991556	0.19511648691	0.00218756056037	0.00052866551711	0.066971424288	7.8069206327e-05
e	0.0125238911998	0.579572797185	0.331289532303	0.0452116850668	0.0052371375237	0.023916145396	0.00224881738544
n	0.0308357974499	0.289044842395	0.516467564101	0.0617929007889	0.0070409332279	0.0917060558653	0.00311188497848
a	0.0368830275953	0.137124814465	0.4269404047	0.23063128603	0.0457397486293	0.117607027955	0.00507368377616
s	0.0167424316438	0.0561419328217	0.2968080749	0.31586716201	0.102912609543	0.151910905318	0.0596168664254
t	0.0108282752146	0.0400452972739	0.309956821633	0.215196207337	0.101710393181	0.247433588439	0.0748294098751
a	0.00443409275687	0.0277295198013	0.235665241211	0.288078239112	0.207235394394	0.18315377948	0.0537037626917
s	0.00430545060429	0.0104589921771	0.0942580344037	0.255028213037	0.353819244798	0.12026896316	0.161861119231
ì	0.00427561198143	0.00467707185237	0.0443882259679	0.154351091012	0.420137341599	0.166450701053	0.205719973077
e	0.00198996774048	0.00177369274412	0.0163144188326	0.100587841104	0.474430280533	0.284201360351	0.120702462692
n	0.00589932088016	0.00316190978137	0.0092353319542	0.0346072720247	0.326853024278	0.51701120345	0.103231949231
ì	0.00681032872005	0.00382717269379	0.00751201368473	0.0128457947649	0.162729132193	0.663240367817	0.14303519641
c	0.00271327202002	0.0019657348646	0.00450938826158	0.0055030261783	0.106873610064	0.727368692606	0.15106629547
h	0.00492766636001	0.00239498732153	0.00909249408719	0.00204538590943	0.0384071443547	0.844384307535	0.0987480641567
e	0.00545361341	0.00232489484051	0.00970038409573	0.00148815326314	0.0172576894516	0.633129055845	0.330646247052
</S>	0.00285301164	0.00135210077025	0.00531940014786	0.00173787488157	0.0127913742258	0.374705872923	0.601240373526
