 	mi	si	gonfiò	il	dito	</S>
m	0.1973926475	0.61636625	0.178671903	0.0070049374	0.000518434865	4.585286425e-05
u	0.1084257575	0.5770345	0.306300729667	0.00758961206667	0.000613946935	3.549499525e-05
p	0.0790772255	0.53262603	0.357194845889	0.0101078940222	0.0209230621583	7.097416275e-05
r	0.0277755904333	0.51673361	0.236291477963	0.146995966007	0.0721371640528	6.62173785833e-05
ì	0.0199039477444	0.216620377667	0.453480185988	0.241059778669	0.0688137942176	0.000121938567194
s	0.0166146807481	0.0812026255557	0.603471561996	0.274954716223	0.0236162429392	0.000140176265598
t	0.00591113629603	0.240645813852	0.402604607332	0.323552058741	0.0272236263131	6.27999273993e-05
i	0.00436641831201	0.290069875517	0.322071555777	0.346966332914	0.0302208751044	0.00630500958147
t	0.00437658647067	0.0979196894057	0.531752951926	0.339445940971	0.0179701993681	0.00853463631049
o	0.00316679099022	0.0341393508019	0.454134693975	0.46817679699	0.022329668456	0.0180526792202
d	0.00897629179674	0.0158567897673	0.197660451325	0.636984065663	0.118246723485	0.0222756742401
à	0.0102877852989	0.0100272515558	0.0901512829417	0.691287368554	0.185798914495	0.0124473942467
t	0.00439046399963	0.0043942971186	0.0354564348139	0.830732969518	0.117013363832	0.00801247541557
t	0.00195580715321	0.00358099117287	0.0157186668246	0.641786326506	0.333540220277	0.00341801040519
i	0.00208987523774	0.00704858405762	0.0062288273282	0.302064538835	0.499628290092	0.182939883068
l	0.00708337364591	0.00808379035254	0.00888803427607	0.232917716278	0.494115746697	0.248911325356
o	0.0083840140153	0.0106030607842	0.00932244197202	0.180098172093	0.598691705566	0.192900622785
</S>	0.00575968520765	0.0143026003921	0.00501468080601	0.110816671047	0.612996937783	0.251109461393
