 	non	so	cosa	stai	scrivendo	</S>
e	0.34711931	0.61528931	0.03454728375	0.002016314	0.000353714897	0.000674117815
n	0.165172222	0.759368616667	0.06804019325	0.00156381481667	0.00487566983233	0.000979504105
e	0.0709553063333	0.671480685556	0.248626564417	0.00167429822222	0.00656665624411	0.000696452737667
t	0.0267853431111	0.687203728519	0.279375027139	0.00295653494074	0.0034287907147	0.000250508464222
s	0.0129515203704	0.579435521173	0.206704414713	0.0478544223136	0.152755625572	0.000298450427074
è	0.00728470461347	0.239073364058	0.449023338238	0.102329116105	0.201869037024	0.000420429535691
r	0.0351266840278	0.195520123353	0.602390012746	0.0982636773683	0.068243577508	0.00045590861523
o	0.0443181388426	0.164673557218	0.645975570915	0.115208422456	0.0239249572027	0.00589931660508
e	0.0166057587809	0.056638075406	0.702040656972	0.180981914152	0.0181262954342	0.025607262535
s	0.0534841112603	0.0629571453687	0.485587145657	0.299328934717	0.0488155068114	0.049827162845
ù	0.0641952020468	0.0642814347896	0.210101628552	0.543806704906	0.0728187622705	0.044796304615
t	0.0407073283089	0.0358220612632	0.144089559517	0.615677934969	0.14203441409	0.0216687385383
i	0.033113195703	0.0265412028877	0.109098052006	0.561953098323	0.189171001363	0.0801235128461
s	0.0321208111677	0.0383306667626	0.0511720528353	0.602557416108	0.147073443788	0.128745660949
t	0.0325662152226	0.0436378156875	0.0335455759451	0.549548038703	0.263594154596	0.077108213983
e	0.0121087359209	0.0165002348492	0.016352466065	0.346148264234	0.453183971532	0.155706341661
g	0.0222268493203	0.0309663891364	0.0206843924383	0.159105059411	0.379039027177	0.38797829722
r	0.0254890293468	0.0356280664255	0.0223216459461	0.086802180137	0.180014479059	0.64974461574
à	0.00884081158893	0.0121294164985	0.0080559187487	0.0384430632123	0.354951946353	0.57757881858
f	0.00419889209631	0.00524341214283	0.00542427721623	0.0204195439041	0.705983038784	0.258730780527
i	0.0027281189321	0.00325663911428	0.00472051471874	0.0153233329014	0.627163022928	0.346808354509
</S>	0.00189750631605	0.00236450565714	0.00281874882937	0.0100743288507	0.442971141464	0.539873777255
