 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.6195489	0.33882765	0.03833465085	0.00180240004	0.000735327725	0.000353484027	0.00012177747997	0.000275847227
m	0.47721874	0.4360327	0.08203051695	0.00306298071333	0.000783522858333	0.0003433451202	0.000250079823323	0.000278144807
à	0.336154126667	0.5615225	0.0981020423167	0.00307527967111	0.000685643036111	0.0001468813546	0.000212716185774	0.000100830263
n	0.288192485556	0.595812253333	0.110628830772	0.00359487695704	0.00090240994537	8.19643049667e-05	0.000749891183258	3.72684708667e-05
a	0.260522370319	0.595120571111	0.135279533591	0.00591878798568	0.00182899021512	0.000229823868422	0.000934606920753	0.000165295434156
m	0.120483731906	0.654339923704	0.20997275453	0.0120061549952	0.00220952863837	0.000292103726141	0.000461639833251	0.000234148648052
u	0.0735228707853	0.443494134568	0.42784614151	0.0405488269984	0.0121283098795	0.00156510181205	0.00030311213275	0.000591491109351
i	0.0246463005384	0.205229004856	0.574407613837	0.145354153666	0.0411610249598	0.00726089737068	0.000240428092583	0.00170057256978
p	0.0449630669728	0.0954083772853	0.490905257946	0.293900887889	0.0599845706533	0.00807958465689	0.00469294972419	0.00206530992326
u	0.0517014049009	0.0533243236284	0.377073089315	0.424576309296	0.0792743492178	0.0066754787523	0.00612158309806	0.00125349214109
l	0.020311992877	0.0251732967428	0.297897783105	0.554612069765	0.0915928950726	0.00635356021743	0.00297599022269	0.00108244808036
ì	0.00982144274567	0.0149916183343	0.184525921035	0.600369576588	0.174107703691	0.0124004350391	0.00193232804756	0.00185098036012
z	0.00508047223522	0.0068501407981	0.0909293520117	0.496785885529	0.38258635123	0.0140590517697	0.00215933872252	0.00154938422004
z	0.0180615589451	0.0113491141994	0.0944806123372	0.513550555176	0.353749198077	0.00507886424657	0.00318553294084	0.00054456236668
e	0.0206729408817	0.0115211287765	0.0868520191124	0.511905805059	0.277666613692	0.0826729783155	0.00276351984695	0.00594499638223
t	0.0089755631939	0.0052508137355	0.0321557840375	0.336649528353	0.497487137897	0.108785588905	0.00288027491565	0.00781530676741
o	0.0050907775413	0.00313488974517	0.0136937999125	0.219245539451	0.553059445966	0.188256625768	0.00515969087188	0.0123592135625
s	0.00394519499043	0.00200787771506	0.00725149147083	0.195375246484	0.530524515322	0.230534990589	0.0125578239573	0.0178028135208
p	0.00845111666348	0.00214518637169	0.0169250827569	0.179616958828	0.508936205107	0.111331528863	0.160538458986	0.0120553975069
ì	0.00813891035449	0.00202912975723	0.0230174775856	0.112517406276	0.332309271702	0.253144129621	0.233694822995	0.0351487815023
t	0.00645351858483	0.00242111845241	0.0120858563952	0.065143152092	0.381485460567	0.29159010654	0.199878237665	0.0409425011341
i	0.00566733246161	0.0023638685508	0.0056590924984	0.0347454938307	0.352098868522	0.339310148847	0.201907555888	0.058247597678
k	0.00799680542054	0.00233932575027	0.0036504490328	0.0198460664102	0.168011081174	0.359509469616	0.359540768629	0.0791059725593
à	0.00874439801685	0.00213001451676	0.00273305361093	0.0142412729034	0.100073721258	0.185173593205	0.627984622876	0.0589192395198
i	0.00573091154895	0.00162098737225	0.00418395943698	0.00615624590113	0.035364658786	0.120522196402	0.732975874292	0.0934451051733
m	0.016302801183	0.00276414285742	0.00424330227899	0.00332416550038	0.0147976989953	0.053932054134	0.774744258097	0.129891565058
è	0.0171714613477	0.00249414082914	0.00256856952633	0.00201685646679	0.0077152394651	0.0278824797113	0.813672152699	0.126479091686
r	0.00700178516923	0.00112814605305	0.00197207120878	0.00142334388893	0.0032077421217	0.0136791736371	0.884656384233	0.086931301562
i	0.00387005047641	0.00131667431768	0.00355104113626	0.00259303842964	0.0026247322739	0.0076166520457	0.733356194744	0.245071528187
</S>	0.00240693971821	0.00175163175884	0.00540714306813	0.00383648321482	0.00304804188695	0.00675932917285	0.535774997372	0.441015334094
