 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.802859475	0.1942051115	0.0020233231	0.00017839206	0.00071770861	3.38954495e-06	3.51063395e-06	2.123287985e-06	1.190690875e-06	5.3200497e-07	4.2718827e-07	2.76473082e-07	4.5206489e-07	5.86978105e-07	3.86132785e-07	2.76434751e-06	3.4065267e-07
ì	0.597824385	0.3888234905	0.010510805	0.00188684676667	0.000898483413333	1.607175565e-05	1.10046179833e-05	6.60270716167e-06	5.30238975833e-06	3.96102173667e-06	2.16724097e-06	1.33416935867e-06	1.41946239667e-06	1.239577325e-06	1.005150685e-06	3.46280240333e-06	2.39668494e-06
n	0.418630835	0.564158880167	0.0140154652333	0.00241691470556	0.000715041381111	1.88304813033e-05	1.21269934278e-05	7.69528288722e-06	6.16491797278e-06	4.97190355889e-06	2.64888927733e-06	1.65130199922e-06	1.59855843456e-06	1.200905571e-06	1.08657006e-06	2.00696359978e-06	2.92033974418e-06
o	0.237608753167	0.702378996722	0.0499260226444	0.00926777351852	0.000701484593704	3.84925865211e-05	1.72062239093e-05	1.57158919624e-05	1.44584210443e-05	1.43368194996e-05	4.76579571311e-06	2.59839864607e-06	2.01248398052e-06	1.111699753e-06	1.11237281833e-06	1.46166623193e-06	3.70333981224e-06
ì	0.0806410037223	0.833477898907	0.0720160002148	0.0129194389728	0.000781551431235	5.26242381737e-05	2.30883703031e-05	2.36583826541e-05	2.02357036814e-05	2.23166568332e-05	6.57395870437e-06	3.67244804869e-06	2.58387676017e-06	1.235976311e-06	1.36272333944e-06	1.38063080398e-06	5.38037660408e-06
t	0.0301654654074	0.808763646302	0.126414142738	0.0133652137909	0.0199038420104	0.000386493675391	0.000251767522434	0.000560915427218	8.94844195605e-05	7.32769959444e-05	6.33647570146e-06	2.76046391623e-06	6.70885002006e-06	1.70829206367e-06	1.06735414648e-06	3.85499419466e-06	3.34944979136e-06
s	0.0164868591358	0.809694125434	0.133391504213	0.0121309198006	0.0265314491368	0.000490038769697	0.000323414601111	0.000734086123839	0.00010946785402	8.53571973675e-05	5.15200465882e-06	1.69763159851e-06	7.64550276102e-06	1.71054811756e-06	7.2917916216e-07	4.59878481655e-06	1.25688799005e-06
e	0.00919606940727	0.697829185145	0.217265304704	0.0643927128039	0.0104867731456	0.000298165467799	0.000137162694004	0.000262912798046	4.99816655067e-05	4.28923728418e-05	9.35591164461e-06	3.7841954926e-06	5.32393767467e-06	1.87464833552e-06	1.70300180072e-06	2.66545049052e-06	1.41859187996e-05
r	0.00371692846442	0.597715495048	0.303111184901	0.0872035526013	0.00757751168187	0.000272659295933	0.000123124161335	0.000164495111349	3.48398471689e-05	3.25621326139e-05	1.13820923149e-05	4.71955867753e-06	4.93252062489e-06	2.06129774517e-06	2.14010305691e-06	2.87883016351e-06	1.95984589332e-05
e	0.00188365818447	0.477940655016	0.3235972983	0.186682425867	0.00872401239396	0.000679548538644	0.000169843653778	0.00015502940045	4.6252197723e-05	5.0112667538e-05	2.27247225383e-05	7.55414223918e-06	6.66954627496e-06	2.34487254839e-06	2.64330280897e-06	2.8281842545e-06	2.64284736444e-05
