 	non	aveva	dove	aveva	per	stare	</S>
e	0.46496314	0.467396215	0.062039902	0.004467028	0.0005344212	0.0003650246	0.0002343339825
n	0.193034073333	0.739566591667	0.060528352	0.00556779093333	0.00039410218	0.0006793586	0.000229734654167
ì	0.0697452607777	0.839559450556	0.0853390273333	0.00447449357778	0.000173604293333	0.000604848860333	0.000103268949379
c	0.0250795394592	0.874387333519	0.0961009691111	0.00403797739259	8.28957667777e-05	0.000275297533778	3.59224226163e-05
h	0.00986777251973	0.85757100784	0.11165368637	0.0206284846642	9.91918479259e-05	0.000165935593593	1.38563982721e-05
e	0.00471353153991	0.56707427928	0.376936142123	0.0491457782214	0.00161743655931	0.000450812126864	6.19918419907e-05
p	0.18776894138	0.243273886427	0.469921400708	0.0942913527405	0.00277489928644	0.00175541674229	0.00021411397733
u	0.248072530527	0.110328575099	0.222760280569	0.335780634247	0.0728588989955	0.00918232518076	0.00101678344911
ì	0.0829824257557	0.037353367323	0.0795030489563	0.566744511416	0.205978802998	0.0193990533936	0.0080388091497
c	0.0940978807652	0.028860550441	0.0477596514188	0.583561203805	0.195703570999	0.0338278507979	0.0161893150499
h	0.102598623922	0.0415741488137	0.0392305484729	0.659241621268	0.112729145	0.032499472266	0.01212645916
e	0.0392667229607	0.0298153371212	0.0174575603343	0.497609402756	0.265634419667	0.112503891422	0.03771267153
n	0.0362911976402	0.0175968232237	0.0305488929548	0.201250793252	0.438484966556	0.173358515474	0.10246879051
a	0.0353256410134	0.0135852392879	0.0349007676849	0.102875134084	0.430151212185	0.242315460158	0.140846506837
s	0.0133234580378	0.00480879528597	0.0119940034616	0.0389819065613	0.345627660728	0.234877808053	0.350386352279
t	0.00629512034593	0.00191603809532	0.00465366682053	0.0162870078204	0.355875460243	0.219549190684	0.39542352076
a	0.00256996883864	0.000871399115107	0.00198562248018	0.00822236232347	0.304403163414	0.372584266895	0.309363210253
t	0.00166864296955	0.000611142078369	0.00115819646673	0.00325759356782	0.186346647805	0.302910698965	0.504047070084
ì	0.00136771523652	0.000514621089456	0.000893299025577	0.00159873926594	0.141177812602	0.282407962988	0.572039866695
</S>	0.00077300238826	0.000404733669728	0.000535994467789	0.00110543698297	0.086121226301	0.392372531494	0.518687098348
