 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.999624045	0.000304175705	4.79265465e-05	1.43089307e-05	2.28981735e-06	2.323529735e-06	4.9472752e-06
s	0.996301005	0.00352125056833	3.47575511667e-05	8.26520259e-05	9.20322145e-06	4.83302731117e-05	2.86104848e-06
ì	0.995012425	0.00473420850944	7.92221893889e-05	9.99972276333e-05	1.04370438167e-05	6.23579158239e-05	1.39234968667e-06
ì	0.974309385	0.0227236314898	0.00228992787646	0.000515286888211	8.14384932722e-05	3.5837606728e-05	4.45037192422e-05
s	0.765869708333	0.22180635583	0.00298971549749	0.0045342596294	0.000622164581091	0.00411760406891	6.01975014141e-05
e	0.606239806111	0.36037391861	0.0185326970378	0.0067481797098	0.00092651244703	0.0055496815763	0.0016292045688
s	0.45841918537	0.503421286203	0.0237481788926	0.00735780140327	0.000828786185677	0.0040171209121	0.00220758279627
t	0.242109338457	0.732013295401	0.00822710626753	0.0124234131344	0.000729550555226	0.00370427843737	0.000792976838243
a	0.141400822819	0.6365772518	0.183416273179	0.0313350403781	0.00207537486174	0.00167810017912	0.00351713501223
f	0.0734855259397	0.599405903933	0.243419244626	0.0656476367927	0.00758714048725	0.00529013312637	0.00516437767074
a	0.0441743053132	0.496834614644	0.337512901775	0.0995520909309	0.0119401021624	0.00678700630879	0.00319895042358
m	0.0180889012711	0.316605771548	0.380419066592	0.222765716977	0.0395392927208	0.0178545223696	0.00472670400786
è	0.00882252519037	0.238363304516	0.334514191531	0.338070472326	0.0530253575736	0.0215297659899	0.00567435600262
n	0.00559384599679	0.109168665505	0.328068783844	0.439355270775	0.0859547958579	0.02786380253	0.00399484250087
a	0.0035604690156	0.0560641074817	0.402208694615	0.402493170258	0.101111695286	0.03086270551	0.00369921366696
m	0.0117544860219	0.0274849054739	0.415552945872	0.320439530086	0.148150365095	0.04466693117	0.0319508482223
a	0.014687932974	0.0179883521246	0.321560342957	0.371359903362	0.182475915032	0.04981114619	0.0421163654074
i	0.00544399352467	0.00630485779153	0.380909827652	0.325043424454	0.215774121677	0.04113410453	0.0253896404691
i	0.00257378090822	0.00227453794718	0.282110015884	0.290675024818	0.321991873892	0.07648015151	0.023894598823
l	0.00217854913607	0.00149375018239	0.149622080495	0.243786506273	0.469826547964	0.101848445837	0.0312441146077
p	0.010486515712	0.0269223310275	0.0532860382317	0.168765756758	0.521311562655	0.189290710612	0.0299370926692
a	0.013685478904	0.0351408531425	0.0470202822772	0.128336425586	0.491190597552	0.250465570204	0.0341608196897
s	0.00755713330133	0.0123253919808	0.0472836099257	0.0905194285287	0.549340799184	0.243846033401	0.0491276432299
t	0.0180714574338	0.0081853497936	0.0245321094752	0.0696889475096	0.489535703061	0.351062631134	0.0389238517433
i	0.0297479504779	0.00745713729787	0.0301711191584	0.0491254931699	0.37056639102	0.360095580378	0.152836344581
c	0.0294349624926	0.00431923079929	0.0273935590861	0.0372048037233	0.29335427034	0.415070163459	0.193223004194
c	0.101758139498	0.0438950709331	0.00972853608537	0.0330854745744	0.170855467513	0.543163221153	0.0975140940647
i	0.158550163166	0.0569586516444	0.00435311105179	0.0208534876915	0.0615341757377	0.371200157051	0.326550238022
ò	0.095451712122	0.0199676361481	0.00263826980393	0.0233757293972	0.0964831010792	0.375507985684	0.386575536007
t	0.0320930135327	0.00751295614937	0.00180746448798	0.0305119524657	0.218445527026	0.572446678561	0.137182394136
t	0.0135453476029	0.0162009785498	0.00675496059599	0.0413626794886	0.203128055009	0.653503826187	0.065504143512
o	0.0343290738676	0.0194413434499	0.00932685786533	0.0385441716629	0.085221230903	0.476911676396	0.336225634504
</S>	0.0576456269338	0.011274097625	0.00697239393266	0.0204494635815	0.0441836153015	0.248795989698	0.610678797252
