 	è	che	stanno	ancora	svegli	</S>
è	0.390149003	0.48601699	0.12128271	0.00037150647	0.001088670327	0.001091108975
n	0.173944949667	0.452872116667	0.355219636667	0.00527055382333	0.001940502709	0.0107522442917
a	0.0988594581557	0.266841952222	0.599755878889	0.0130439532744	0.006136948503	0.0153618183639
s	0.0608466443186	0.193511007407	0.720507212963	0.0112670890248	0.00669453660867	0.00717357213463
t	0.0461434024729	0.099998283469	0.844260924321	0.00470290677493	0.00225768277889	0.00263686641541
a	0.0162056166243	0.0522304181563	0.853308974774	0.0281706070916	0.0117357640613	0.038348639429
t	0.0449234403081	0.0325186533854	0.817084991591	0.0387747986972	0.0149369276671	0.051761195043
ù	0.054345694136	0.0246131887951	0.757196897197	0.0895091612324	0.0281194955357	0.046215563581
n	0.179360435412	0.020920568265	0.550876365732	0.166262780411	0.0352761846786	0.0473036538603
e	0.220773385204	0.0152689402883	0.280257143577	0.206820210137	0.246744769393	0.0301355322868
a	0.0745467142013	0.00569036622943	0.0967628840923	0.395969793379	0.403370266464	0.0236599684289
n	0.0713759538004	0.00878916100981	0.0392404219308	0.37524583596	0.224100680355	0.281247942143
k	0.0914339662668	0.0881971216699	0.0943452666436	0.16527691682	0.157788898318	0.402957817381
ò	0.0526015539789	0.108358473373	0.106766324825	0.106990305607	0.449722342773	0.17556100746
r	0.0352631995496	0.038765697441	0.0386447265517	0.0794590085357	0.649285534258	0.158581827487
a	0.0296440255499	0.016117673047	0.0165672412839	0.0567549158452	0.686345811419	0.194570315829
a	0.0193703298833	0.012319524749	0.00751816642797	0.0275063062817	0.762212693806	0.171072975276
t	0.0650426369611	0.0147154877497	0.00546894304266	0.0190078584272	0.512170637935	0.383594448425
s	0.082572240987	0.0289380427499	0.0202897760142	0.0561891844757	0.202092923978	0.609917866142
ù	0.042948218329	0.04411347825	0.0293523853381	0.0683487058252	0.211420145993	0.603817072047
n	0.0549608271097	0.0399953230833	0.0174702889794	0.0607831812751	0.194942145131	0.631848237349
n	0.166285860703	0.149952851361	0.0340337285265	0.106738222092	0.0685981468437	0.474391179116
i	0.170348826234	0.188528491787	0.0484617911755	0.0915387176973	0.0440187676146	0.457103366372
t	0.212276478078	0.164463601929	0.0576836250585	0.0370885962324	0.0347227338049	0.493764952124
i	0.229406692026	0.17875179931	0.0720442163528	0.0201368677441	0.034840142535	0.464820294041
</S>	0.124856565013	0.141302132655	0.0691276381764	0.017326432372	0.0513068112675	0.596080447021
