 	forse	sono	usciti	</S>
f	0.99027915	0.00295615525	0.0065610638035	0.000203647752
ò	0.96197325	0.0306594028833	0.0069569867345	0.000410332518667
r	0.920662916667	0.0702075742944	0.00863731337817	0.000492157669556
s	0.897115638889	0.0695393380981	0.0331637421261	0.000181235293019
i	0.59415351323	0.334025856033	0.042315088042	0.0295055079375
e	0.201760782343	0.444402585344	0.278549251681	0.0752873546458
g	0.100727051781	0.479669178448	0.355701378894	0.0639023523819
g	0.262889183927	0.479037588149	0.226760697965	0.0313124909606
u	0.288961082176	0.20793291605	0.466644569322	0.0364613863202
ì	0.0990332240587	0.09378853755	0.775418166441	0.0317600164067
k	0.0363330724862	0.168114566717	0.766504422147	0.0290478957689
a	0.0159271476621	0.193569903339	0.583335317382	0.207167607923
n	0.0327351907207	0.206053415546	0.445746095794	0.315465289308
e	0.0387608670402	0.209469040949	0.377754145265	0.374015936436
</S>	0.0212047587201	0.105429954124	0.382950022632	0.490415248218
