 	deve	che	entra	da	qui	</S>
è	0.811459075	0.1682502525	0.0159809853	0.0038606513	9.7395378e-05	0.00035171218
n	0.718744791667	0.1797708275	0.0427572151	0.00400578403333	0.052744791986	0.00197667906
g	0.496105233889	0.190531659167	0.231654098367	0.00603430194444	0.072943145662	0.00273160668667
h	0.210119345963	0.321282993056	0.431958306122	0.00637088498148	0.0290193478873	0.00124906672622
i	0.0884774466543	0.416620137685	0.407336045374	0.0712922403272	0.0129505730958	0.00332347723941
s	0.131367455551	0.329234637895	0.422843131791	0.0926306664091	0.0198641058319	0.00405999042647
e	0.14105164555	0.149516206632	0.431681600597	0.230801328436	0.025660745944	0.0212884881555
n	0.113825892217	0.086813557544	0.465698723532	0.278743599145	0.0264837553147	0.0284344573852
a	0.106065576639	0.0612650063147	0.397448587844	0.350206636048	0.0583161064382	0.0266980437951
m	0.0475892057797	0.0404820092382	0.347123209281	0.388707920349	0.128354305479	0.047743311265
b	0.0269145159266	0.0441692364127	0.359634163094	0.172474135116	0.35717450516	0.039633419055
i	0.0103019470755	0.0273099770376	0.175097660365	0.231620088372	0.373393218387	0.182277084985
a	0.0349752811252	0.0107971489125	0.069610799455	0.250337299457	0.388286289462	0.245993153662
p	0.0553726560417	0.0154533996375	0.0378244441517	0.108814430252	0.604583709821	0.177951376554
ò	0.0373010503472	0.0177583494458	0.0194950352172	0.037516496584	0.441992553274	0.445936558851
t	0.0193205813157	0.00945241538193	0.00804128363907	0.0163480482613	0.473556421091	0.473281245617
t	0.0242493049719	0.00737428366064	0.00627552004636	0.0084801504071	0.75540712703	0.198213561206
ù	0.0261588679906	0.00595367312021	0.00477735651545	0.00339695648903	0.551597525677	0.408115573735
</S>	0.0145214894953	0.0044631581101	0.00289300835773	0.00232718629452	0.293611987839	0.682183136867
