 	non	aveva	dove	a	stare	</S>
e	0.57758407	0.35644847	0.060196373	0.0033967483	0.00157017642	0.000804186235
n	0.295324344667	0.634226303333	0.057667354	0.003028238	0.00885136674	0.000902410311667
ì	0.106445050956	0.808872971111	0.0721154656667	0.00157726345333	0.010491946518	0.000497295772269
c	0.0397653103853	0.87745947037	0.0770644212222	0.000607034942777	0.004923005444	0.00018068477747
h	0.0178360092951	0.879301023457	0.0988794964074	0.000815863385926	0.003089302768	7.822924349e-05
e	0.00899886079837	0.576150982152	0.400981962136	0.00950018496198	0.00402306854267	0.00034492261383
p	0.252138570799	0.226060546717	0.468110109379	0.013039826554	0.0362651421809	0.00438577027128
u	0.332043698566	0.0945066148857	0.20306221346	0.177618533751	0.168401367394	0.0243675220904
s	0.148723814489	0.0404825632752	0.12003523282	0.280133197917	0.209061812465	0.20156335803
t	0.094476776163	0.0356788050917	0.128083064273	0.228749885972	0.264162004155	0.248849454343
a	0.0386916658177	0.0254079072406	0.0963038029577	0.195004618657	0.449791888052	0.194800143114
s	0.0137861858026	0.00866436945687	0.0364810208526	0.130124889552	0.360080218684	0.450863347705
ì	0.00548724064087	0.00309139258229	0.0163809984842	0.0872910055173	0.333788008895	0.553961355902
</S>	0.00278135623044	0.00159893818615	0.0087029790421	0.0602179262586	0.466083954447	0.460614837951
