 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.949617385	0.04102161577	0.00905885135	0.0001089686415	3.420795925e-05	9.2460555e-06	2.28583377e-05	5.479787395e-06	3.0580366e-06	1.74388775e-05	2.35564083e-06	2.242872091e-05	4.21166075e-06	6.9826259565e-05	2.026943275e-06
t	0.911253228333	0.06836031859	0.0200648187833	0.000108508828833	4.09607390833e-05	8.57369643333e-06	3.61042415667e-05	5.76347219833e-06	3.00503746e-06	1.74648086833e-05	2.35557682e-06	2.24159864883e-05	4.40817506e-06	6.9849487035e-05	2.14233635833e-06
t	0.826082942778	0.143300542863	0.0303736585944	9.97760879443e-05	5.70922840278e-05	4.44775211111e-06	3.72426188556e-05	2.77133103278e-06	1.13223846e-06	5.94889035443e-06	8.48985283333e-07	7.50724039343e-06	1.78315603667e-06	2.33450694417e-05	9.18100879443e-07
è	0.601321804259	0.306368864288	0.0903386728648	0.00171090043931	0.000175291808009	2.9668272737e-05	3.31055012852e-05	3.11587971093e-06	1.0544568e-06	2.62305096148e-06	4.21681161111e-07	2.78998841014e-06	7.94518102223e-07	1.01292827306e-05	7.65646419814e-07
d	0.396334584753	0.464454071429	0.136610697622	0.00225009235644	0.000207787374336	3.84765815123e-05	7.41662594284e-05	4.42722670364e-06	1.06525319333e-06	3.74352595383e-06	7.5125392037e-07	2.82653803671e-06	9.93847650741e-07	1.54661885769e-05	8.56933306605e-07
e	0.230855754384	0.618709987143	0.141702745874	0.00720851899548	0.000904482106445	0.000175491414437	0.000246165369809	3.19956985679e-05	3.42507472444e-06	5.58958590513e-05	2.66528780679e-06	3.45945983456e-05	7.78544895025e-06	5.20807241923e-05	8.4080275022e-06
c	0.220561864261	0.527218999048	0.240084871958	0.00990112106516	0.00130208186881	0.000255120058146	0.00039999152327	5.13980895226e-05	6.42836790815e-06	7.34730530838e-05	7.9622789356e-06	4.47526537152e-05	1.19592889834e-05	6.30673883974e-05	1.68909978341e-05
i	0.216297744624	0.446026023016	0.323842710653	0.0116288530884	0.00138996712294	0.000271535286049	0.000389589757757	3.48382688409e-05	5.57390943605e-06	3.40448017613e-05	8.1213134452e-06	1.99210228384e-05	7.3370450278e-06	3.17763581325e-05	1.1965038578e-05
d	0.079204799078	0.376441897005	0.528197070218	0.0139783663628	0.00152833857431	0.00028133260535	0.000283390062586	2.09825697803e-05	3.29806137868e-06	1.89907461538e-05	3.2776710484e-06	1.06623621461e-05	3.53238538927e-06	1.29997876242e-05	1.1081316826e-05
è	0.033463294556	0.245381035002	0.673399670073	0.0396229217876	0.00588680299144	0.00118589153178	0.000809757914195	5.84200110934e-05	2.78707145596e-05	5.75151436179e-05	7.12509411613e-06	5.17923412487e-05	7.49944414309e-06	2.67669637881e-05	1.36281056087e-05
t	0.012295369982	0.196555895334	0.723949803358	0.0535648145959	0.00968831799715	0.00217894781059	0.00136816970473	0.000136700170364	3.95007265199e-05	8.34546645393e-05	1.24795610387e-05	6.75665541829e-05	1.45718030477e-05	3.4941967596e-05	9.49326963623e-06
s	0.00706855792733	0.0956067754447	0.862500851119	0.026269846712	0.00594010220238	0.00145798864756	0.000917790708243	0.000115016762548	1.69621291583e-05	4.15003003798e-05	8.48305234673e-06	2.47928179636e-05	1.08777983159e-05	1.54234140103e-05	5.07447335008e-06
a	0.00423196820511	0.0568628395482	0.620122213706	0.266624536751	0.0397987639375	0.00998936649322	0.00174165970941	0.000304023453276	0.000102265021704	5.06087289933e-05	1.24507407827e-05	1.97661281239e-05	9.92548973863e-06	4.57130311484e-05	8.39006788214e-05
m	0.00168524428104	0.0204827654494	0.504668551235	0.39271699225	0.0617449279792	0.0133855098977	0.0044695404698	0.000431126251092	0.000132499637335	6.07440869978e-05	1.60186499276e-05	1.9093870708e-05	1.34449859129e-05	6.02896547161e-05	0.000113251877607
o	0.000841308899347	0.0077300421498	0.452381209078	0.409916377417	0.101911329326	0.0194709753659	0.0065542810566	0.000636995317031	0.000247742195878	6.72046196659e-05	2.11977579759e-05	1.77932755693e-05	1.40254736376e-05	4.5167247572e-05	0.000144377363869
n	0.00170680992212	0.0036152415166	0.242783508359	0.523420882472	0.190249099775	0.025461002122	0.0109159010189	0.00098655633901	0.000317677435293	0.000114966296555	4.0908245992e-05	2.94278478564e-05	3.29072208792e-05	4.15787161907e-05	0.000283566074623
a	0.00200402141404	0.0020647231922	0.164368585453	0.490510037491	0.272589149925	0.039483834374	0.0250393580063	0.001835558113	0.000553901448431	0.000610608388852	8.0127778664e-05	0.000331276645285	7.73430252931e-05	0.000176653424064	0.000274806968208
p	0.00172582477801	0.00133094458407	0.0665567978177	0.393206252497	0.449921833308	0.0504890971247	0.0303462563354	0.003397075771	0.000755450429477	0.000842243062951	0.000236047916221	0.000443621121762	9.11225217644e-05	0.000223806106688	0.000433616816069
à	0.00164463997934	0.00140532449469	0.0329270241392	0.280245354166	0.551697654436	0.0575015847082	0.0638352197785	0.004937972357	0.00246738435649	0.00135822528765	0.000405810742074	0.000718036380587	0.000114886427255	0.000275382610896	0.000465555752023
m	0.00062388473978	0.00104236600823	0.0152251319131	0.232527621389	0.529129778145	0.0995256882361	0.108179076593	0.007047408319	0.00296543062883	0.00179400546255	0.000382954660691	0.000811969272196	0.000210350432418	0.000349462970299	0.000184886885574
e	0.000262386596593	0.00040777766941	0.00745253332103	0.152016473796	0.478212399382	0.236828782745	0.104509832198	0.012993957773	0.00363983888628	0.00171128385418	0.000359666716897	0.000465389289399	0.000252664544139	0.000365573556766	0.000521403333425
s	0.000399278305531	0.000189814464803	0.00313590205701	0.111333911265	0.453437373127	0.281497154248	0.126872087399	0.0154775259243	0.00387909454209	0.00171298161806	0.000328804428966	0.000364814296466	0.00031683658138	0.000341305132255	0.000713124524475
i	0.000466459881844	0.000121045075268	0.001692846679	0.0843471334217	0.407765851042	0.303634371416	0.163356339133	0.0253153403081	0.00767807259403	0.00284744453935	0.000540984059655	0.000613442812155	0.00042586661046	0.000401880924085	0.000792934054825
