 	perché	aveva	lavorato	molto	</S>
j	0.99626005	0.00367058482	5.1267614e-05	6.27937395e-06	1.18057557e-05
a	0.99437114	0.00537320094	0.000235231560667	8.49774925e-06	1.19259073667e-05
t	0.98567117	0.01382051398	0.000475532500222	1.75488936833e-05	1.52423741222e-05
ì	0.976263323333	0.02233520266	0.00133464914674	2.63707198944e-05	4.04668647074e-05
ì	0.818624187778	0.138094763553	0.0388779704822	0.000902021926631	0.00350106746824
c	0.458197680259	0.462736911184	0.0724051234941	0.00196164084221	0.00469866106608
h	0.246830331086	0.703379913728	0.046623948898	0.0015232935274	0.00164251152334
e	0.171612149362	0.582891557909	0.227119390699	0.0035473829558	0.0148294770991
p	0.0827069387873	0.533773729303	0.3578434669	0.0060563403186	0.0196195384664
o	0.0450758764291	0.466815266434	0.468016068967	0.0108388587729	0.00925394692213
l	0.0203249972097	0.224902957145	0.732910289656	0.015203276591	0.00665847204071
e	0.00946835963657	0.103285182982	0.834655776552	0.026874299197	0.0257164010802
m	0.00491759232886	0.041739995594	0.890369462184	0.0292898135657	0.0336831653601
ì	0.00297666815962	0.0207299834313	0.887723560728	0.0529347533552	0.03563505012
s	0.00222912476321	0.0124407660438	0.832958316909	0.118472597785	0.03389917174
o	0.00161086049774	0.00910679968127	0.59094146897	0.258731852595	0.13960901228
n	0.0106083936326	0.0128412652271	0.442653906323	0.325779524198	0.20811694076
t	0.0143618210775	0.0175941487424	0.507932955441	0.355607234733	0.104503834387
a	0.0106134788925	0.0097799696808	0.335964125147	0.427696991578	0.215945395596
p	0.0219270756308	0.0110477243269	0.177063295049	0.498392043859	0.291569808532
o	0.0228048286436	0.0117833086423	0.12071136035	0.65499511462	0.189705346177
d	0.0381787169812	0.00810337508077	0.0569930187833	0.72135087154	0.175374002059
d	0.0616571783271	0.0211379060269	0.0705523329278	0.716600100513	0.130052458353
h	0.054662961109	0.0416428773423	0.0825952076426	0.736018930171	0.0850800271177
ì	0.0554279313697	0.0347563162808	0.0501806321142	0.515406670057	0.344228492373
</S>	0.0620171656848	0.0189256328904	0.0262505504071	0.291310295029	0.601496396187
