 	mia	figlia	vuole	andare	</S>
i	0.751347625	0.24533225525	0.0013674585	0.00021870231675	0.001733994165
k	0.614791595	0.37981465175	0.00218885626667	0.00150631716558	0.00169858279267
i	0.420332075	0.573898830583	0.00332224745556	0.00183210120686	0.000614724778557
a	0.167565921333	0.773645490194	0.0540304151519	0.00334806695395	0.00141008743619
t	0.188345253444	0.660483616731	0.140281838384	0.00889145465132	0.00199784077873
è	0.190201861015	0.61051902891	0.187016662795	0.0101170365504	0.00214543659291
r	0.139500563538	0.574032786303	0.256424400932	0.0280051535168	0.0020371094643
a	0.122303286846	0.352736742101	0.446887026977	0.0386229395056	0.0394500175214
m	0.177020144615	0.216831054034	0.520943908992	0.0319643681685	0.0532405245071
u	0.194996437882	0.123629242345	0.585343416331	0.0362477193895	0.0597831748357
i	0.0658635319707	0.0447009189683	0.55225569211	0.234054839796	0.103125039612
t	0.0351966626569	0.0171900188428	0.428256304037	0.407989939932	0.111367084537
è	0.024414939899	0.0081078343476	0.364917368012	0.513778939977	0.0887809138457
l	0.0261366566463	0.0053835779492	0.236285229337	0.683077546659	0.0491170102819
i	0.0267561229354	0.00426205048307	0.136896422446	0.647751888886	0.184333541427
n	0.0760374550318	0.00515183222769	0.0660858801487	0.574031102962	0.278693733809
a	0.0924892945773	0.0054137222259	0.0407274953162	0.677935067654	0.183434394603
p	0.0536167444258	0.00427056109197	0.0208503383721	0.783061302551	0.138201031534
à	0.0409090843086	0.00394907389066	0.0140298230574	0.802223647517	0.138888337178
i	0.0361631676029	0.00176476952355	0.0053242118858	0.642190805839	0.314557012393
</S>	0.0511071938014	0.00131659711177	0.0029858038429	0.46718538792	0.477405006196
