 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.92918255	0.0655552248	0.00462376515	5.578851e-05	3.74245595e-05	0.00036321191678	1.155332528e-05	3.472464645e-06	1.864175185e-06	2.602221528e-06	9.596340392e-06	2.015625685e-06	5.02203117e-06	6.45304498e-06	4.988395591e-06	2.6083941165e-06	3.574756661e-05	1.013629507e-05	6.129417374e-06	1.09930813e-05	4.851214755e-06	9.1964467165e-06	1.717668403e-06	1.3722450435e-06	1.3380095423e-05	1.81449668e-06	2.20254795e-06	5.832253472e-06	6.110582247e-06	1.115336874e-06	2.066616342e-06	2.376233145e-06	1.2245145162e-05	3.2124662585e-06	1.4523921695e-06
m	0.91929275	0.0738698299333	0.00613125055	5.31915681333e-05	3.38831502667e-05	0.000436738855593	1.16713577067e-05	3.45007459167e-06	1.85279763833e-06	2.62318590267e-06	9.59296089067e-06	2.01057493033e-06	5.17920550333e-06	6.44953038667e-06	4.98790541833e-06	2.60259257717e-06	3.57435703333e-05	1.0134928669e-05	6.12116233433e-06	1.0984065525e-05	4.84289662333e-06	9.18683666967e-06	1.7094062485e-06	1.36478527133e-06	1.33708220613e-05	1.807637014e-06	2.19575736167e-06	5.860711484e-06	6.103096222e-06	1.105430448e-06	2.11831632067e-06	2.39746672167e-06	1.2237781028e-05	3.22362279283e-06	1.47822119117e-06
ì	0.823599983333	0.159085431644	0.01632650585	0.000503301030844	0.000182006617189	0.000233230046531	7.9194058489e-06	1.82844490722e-06	8.42962222777e-07	1.12943629422e-06	3.61710469022e-06	7.44304168777e-07	2.09753128111e-06	2.29146905556e-06	1.79923692078e-06	9.19906230723e-07	1.24880331411e-05	3.549769402e-06	2.14562416778e-06	3.7735293e-06	1.67823175944e-06	3.15684805406e-06	6.12579430333e-07	4.93600355943e-07	4.5721233141e-06	6.40095205333e-07	7.79405832223e-07	2.141871498e-06	2.094387187e-06	4.09917266e-07	1.01865649689e-06	9.04927257223e-07	4.16641068333e-06	1.13077959094e-06	5.9073334839e-07
d	0.754832761111	0.215293047215	0.0275436772833	0.000671024860281	0.000235339164396	0.00135402896018	1.61479326163e-05	2.34423930241e-06	9.94196574259e-07	2.80528609807e-06	2.63402713007e-06	1.12129254626e-06	6.3293250937e-06	2.26576765185e-06	2.68527406693e-06	1.20916381024e-06	6.2956156137e-06	3.59214756733e-06	1.32598443593e-06	1.48324622e-06	8.5186188648e-07	1.23847894469e-06	4.02660776778e-07	2.59221597314e-07	1.7630024347e-06	5.12678381778e-07	7.43750710741e-07	4.97350484267e-06	8.45047202333e-07	1.77743308667e-07	1.3473596823e-06	2.14558186241e-06	1.55864001778e-06	1.74613298365e-06	2.80206024463e-07
e	0.539720352904	0.406803579072	0.0476313244278	0.00288596943676	0.000967078946799	0.00184786239673	5.05766158721e-05	6.5503821008e-06	1.99130199142e-06	4.63899073269e-06	9.58447331002e-06	1.52754864875e-06	9.92219503123e-06	4.42568545062e-06	4.63932945564e-06	1.58189003675e-06	1.03771815379e-05	6.46600108911e-06	2.42885701198e-06	2.26590682667e-06	1.11118161549e-06	1.7525165749e-06	4.45717905593e-07	2.46882802438e-07	2.26033696823e-06	6.14242617259e-07	9.88148946914e-07	7.95290394756e-06	1.11014810078e-06	1.87882682889e-07	2.20699626077e-06	2.9994360208e-06	1.91702232926e-06	2.28556729455e-06	6.72124066488e-07
c	0.446991460168	0.466895633024	0.0791931081426	0.00399510117892	0.0013619387956	0.00136204080891	6.59398032907e-05	9.22367836693e-06	6.06886646381e-06	7.44268777756e-06	1.18138104367e-05	2.52912968292e-06	1.84877263437e-05	5.12704361687e-06	5.86817688521e-06	2.16094164558e-06	1.15268412793e-05	7.97563469637e-06	2.93973533733e-06	2.75998754222e-06	1.4252524385e-06	2.16869292497e-06	8.35220215198e-07	5.74601834146e-07	2.66767518941e-06	9.91769495753e-07	1.37891492564e-06	9.16825298252e-06	1.42727390026e-06	2.06450855963e-07	2.88905942026e-06	2.95908764027e-06	2.37316757642e-06	9.04318123152e-06	2.67680602216e-06
i	0.414460281289	0.438328317675	0.137204722714	0.00603233475964	0.00257758541187	0.0012048168963	6.42047310969e-05	1.28921201223e-05	8.0508671546e-06	8.19954045919e-06	7.97577381223e-06	2.74389132764e-06	1.97061436479e-05	3.91764067229e-06	5.21160439507e-06	2.16118814186e-06	7.20124975977e-06	6.61251779879e-06	2.41728917911e-06	1.99991011407e-06	1.1488362695e-06	1.56175944166e-06	8.53838741733e-07	6.04900313382e-07	1.7450195298e-06	9.97359398584e-07	1.34719380855e-06	8.34410652751e-06	1.04068161342e-06	1.42963446988e-07	2.67342500675e-06	2.67497277009e-06	1.59224625881e-06	1.10135254105e-05	2.87553141405e-06
d	0.203560254996	0.416265484892	0.366706450905	0.00835922845321	0.00332227097062	0.00161058655877	7.8041753699e-05	1.40545994741e-05	8.2636787182e-06	5.99301435306e-06	6.55085677074e-06	1.70511280921e-06	1.3742415416e-05	2.6862231241e-06	3.26823733169e-06	1.19846704062e-06	4.80218888659e-06	4.13706963293e-06	1.88798342637e-06	1.58713395136e-06	7.886451465e-07	1.20903023722e-06	5.41730583911e-07	4.04942219794e-07	1.25924850993e-06	6.15005846195e-07	8.78249769517e-07	4.9470881425e-06	7.51646127807e-07	1.45380982329e-07	2.05907456892e-06	1.54342888003e-06	1.09924605294e-06	4.60966757017e-06	6.86792004468e-06
è	0.133192616395	0.296886663964	0.536550703635	0.0210510210177	0.00941891349021	0.00239827938626	0.0002387502479	8.0826544258e-05	3.83190409061e-05	1.64775181177e-05	1.79710437569e-05	4.48283186974e-06	1.35818418053e-05	4.8693124747e-06	4.89050971056e-06	1.82363301354e-06	1.10029080289e-05	6.65641534431e-06	5.57398677546e-06	6.07938289712e-06	1.9228368155e-06	4.95696503574e-06	8.3956442797e-07	5.35125876598e-07	5.34047003664e-06	1.0155426954e-06	2.19058435651e-06	7.02378348083e-06	1.88800321927e-06	1.47354537411e-06	4.90939198964e-06	2.31073336001e-06	4.26946015098e-06	2.76917389006e-06	8.95222374823e-06
t	0.0574889595283	0.248163365655	0.644862634545	0.0310707533392	0.0127440412967	0.00455893309542	0.0005790163693	0.000146308878086	7.2215968302e-05	4.35895537059e-05	3.86329695856e-05	1.11354472899e-05	3.05075066018e-05	1.40544171582e-05	1.53097025702e-05	5.30157360451e-06	1.85631400096e-05	1.56275137814e-05	1.02793855918e-05	7.91942266571e-06	3.34204607183e-06	6.38168897858e-06	2.28128784266e-06	1.35813764887e-06	7.02542051221e-06	2.9640161318e-06	5.64202145217e-06	2.08640194936e-05	2.44040457309e-06	1.91502049137e-06	2.25698016632e-05	9.86122212e-06	5.35263716699e-06	5.74157356335e-06	4.98030048274e-06
