 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.93579689	0.058432338	0.00570064444	4.7310685e-05	1.21526915e-05	3.3405252e-06	1.81243275e-06	5.4393605e-06
s	0.76415996	0.197051679333	0.0377344298133	0.000893526431667	0.000145519915833	8.98328886667e-06	2.16535168333e-06	3.64933346667e-06
o	0.507429316667	0.436836469778	0.0539913076044	0.00149923621056	0.000213377460278	1.46276009556e-05	4.03382526111e-06	1.15989992889e-05
t	0.433524842222	0.503717196593	0.0616768752015	0.00093106299352	0.000117436893759	1.28042306519e-05	4.56800312037e-06	1.5219694763e-05
r	0.340324274074	0.581907438864	0.0772365484005	0.000455450421173	5.9781133253e-05	7.5705195173e-06	2.22924844012e-06	6.69965210433e-06
a	0.142871680908	0.702769369621	0.123783451133	0.0277469645737	0.00215015449442	0.000106999586139	6.63918984671e-06	0.000564712178885
ù	0.047822279606	0.525838303207	0.379253377044	0.0425588001912	0.00351996686481	0.00021199818538	1.06905439489e-05	0.000784553902962
d	0.0536597629553	0.285835344402	0.606912025681	0.0486035553971	0.00414995915494	0.00033936172846	0.000149916384316	0.000350078064321
i	0.0555638752751	0.155959942801	0.64940242856	0.123947041799	0.0136129245516	0.00084567014282	0.000219558034772	0.000448608654774
ì	0.0185999237117	0.068806297267	0.76338107952	0.131290763933	0.0162874466505	0.00106817036427	0.000123648826924	0.000442716193591
r	0.00720956256723	0.039046544089	0.622403736507	0.299383474644	0.0305743840168	0.00111913680476	7.4453824308e-05	0.000188723063197
t	0.00749057385574	0.091676761363	0.517325238836	0.348845158881	0.0336289196623	0.000910101048253	3.4566478136e-05	8.8668092599e-05
e	0.00661075668191	0.0954326785343	0.439778240945	0.377910303627	0.0763203915441	0.00302671299608	3.6813319412e-05	0.0008841070324
g	0.0117460179573	0.0471573485914	0.174248046648	0.627583064542	0.132788230515	0.00458338306536	0.000131366036471	0.00176253747747
r	0.0134851943791	0.0322541558638	0.0842227635493	0.655771901514	0.205699766838	0.00650594208845	0.00042190434549	0.00163834169249
a	0.0045394069187	0.0120508559246	0.0374046588498	0.566296183838	0.356629175613	0.0201993626962	0.00102830521516	0.00185199706416
m	0.00156307931857	0.00429394892487	0.0184230796166	0.578187264613	0.371338515204	0.0234699778987	0.00098923841172	0.00173485328805
m	0.000814135242857	0.00270233135496	0.0117556468722	0.595825961538	0.351177401735	0.0363974762996	0.00045473977724	0.00087231531935
è	0.000546186116952	0.00196166327665	0.0090424629574	0.485228633846	0.446930273912	0.0520430407665	0.000379848792413	0.00386790596312
n	0.000506111118317	0.00319267185055	0.00750872655247	0.440598837949	0.502505777971	0.0403511522555	0.000475796030804	0.00486093133771
o	0.000503640724772	0.00363525124352	0.00535038768416	0.312992580316	0.598189832657	0.0725209474185	0.00211808177693	0.0046892767959
t	0.000774602426924	0.00142352723117	0.00220181017139	0.190580974439	0.695088464219	0.101675602473	0.00260327620898	0.00565174859863
è	0.000854404493975	0.000652107877057	0.00116916090046	0.14203708948	0.70323515474	0.143565610824	0.00224897955299	0.00623749769954
s	0.000388894429658	0.000277928719019	0.00077816326682	0.0720904784933	0.747489984913	0.170968116941	0.002602378351	0.00540403129651
s	0.0147403991232	0.00845381505634	0.00789735888894	0.0719261768311	0.641168894971	0.250461475647	0.00278222185033	0.0025696277955
e	0.0195772716477	0.0112848438521	0.010890615963	0.0559158165104	0.401952998324	0.452943001882	0.0104763569501	0.0369591110652
r	0.0070165830559	0.00410542101737	0.00442474416433	0.0335660290701	0.353428832775	0.531780533961	0.0170341143167	0.0486437875551
u	0.00288849670863	0.00174926891912	0.00313284699811	0.0253639959567	0.287793524258	0.557475344654	0.0561646141056	0.065431948385
c	0.00954886069288	0.00325866998637	0.00281897951604	0.0258328182522	0.162261204753	0.631078631551	0.0670566923685	0.0981441361283
h	0.011624121441	0.00362803962879	0.00142412102201	0.0269260368507	0.110426479584	0.753490027184	0.0306506774562	0.0618304429428
r	0.004101046407	0.00138637843293	0.001461538474	0.0284521070502	0.0845759961947	0.806309009061	0.0410063461521	0.0327075212143
ò	0.00229783985233	0.00109069183431	0.00687959419133	0.0279367243501	0.0690861097316	0.59188478302	0.182849206717	0.117975003071
n	0.00167374115744	0.000922867198103	0.00794609900044	0.01075362615	0.0295498333772	0.594457007673	0.217263753906	0.13743306279
u	0.00129033662581	0.000961668686034	0.00836570793681	0.00552168741667	0.0146935248257	0.547078785891	0.203920006302	0.21816826603
a	0.0107887945753	0.00382315102868	0.0197000883123	0.00345041797222	0.00765136890857	0.22672120763	0.356433232101	0.37143172201
m	0.0191683558584	0.00521032710956	0.0180174179841	0.00513250849074	0.0214307360362	0.294800284877	0.3056460187	0.330594337337
p	0.0142203606195	0.00390959690319	0.00813510420803	0.0123861148302	0.0496536340121	0.558251361626	0.1243067229	0.229137059112
ì	0.00819196153983	0.00330417340106	0.0122763094027	0.0125714633767	0.041699663104	0.446809562209	0.131997669633	0.343149153037
</S>	0.00621676476991	0.00293293920053	0.0176516347013	0.00858037083835	0.022501884202	0.237421823604	0.193863584817	0.510830951518
