 	tutto	il	cibo	vuole	girato	</S>
ò	0.9600064	0.039397713	0.000539949665	3.53411165e-05	6.90754935e-06	1.36872617e-05
l	0.778907933333	0.192958161	0.0270010295883	0.0011081106455	5.88534068333e-06	1.88664690333e-05
o	0.442198191111	0.514795980333	0.0413165678628	0.00160412670517	1.39073642278e-05	7.11666073444e-05
o	0.19299686537	0.639046573444	0.158681913954	0.00745285219172	0.000322754638076	0.00149901617578
m	0.0778805761233	0.601830987815	0.302905831318	0.0149783263972	0.000423872790359	0.00198041503859
a	0.0288650148744	0.576059559272	0.373800190439	0.0194562057991	0.000525791107786	0.00129324399286
r	0.0107149768915	0.388711756424	0.471613450146	0.1210215446	0.00258457703593	0.00535372899762
ì	0.00446943328717	0.176561147475	0.611795603382	0.192279561533	0.00527033911198	0.00962399833254
o	0.00570434998572	0.071646294625	0.684157134461	0.212202473844	0.0110294710373	0.0152603427775
t	0.00646409679524	0.028433210675	0.58406890482	0.355864597948	0.0106713842458	0.0144978416925
è	0.00265012367175	0.0135290535583	0.509946681607	0.450079282649	0.0137023436486	0.0100925283308
l	0.00120421149725	0.00627351465277	0.382944177202	0.587122194216	0.0146318837229	0.00782401799693
i	0.00084006516575	0.00344709000759	0.179092820067	0.690898798072	0.076453477081	0.0492677585523
v	0.0305955037219	0.0111765809925	0.0812466543557	0.709682249357	0.0975725737937	0.0697264411841
o	0.0407083429073	0.0138765171642	0.0466791651186	0.699365199786	0.156829112698	0.0425416603947
t	0.0166079311358	0.0051970856214	0.0245442267729	0.733590179929	0.180573814233	0.0394867451316
i	0.00864041484527	0.00212851460713	0.0118822126576	0.591168519976	0.304028621411	0.0821516683772
m	0.00576790281509	0.00107178365238	0.00628678328587	0.497002253325	0.370485487137	0.119385750792
m	0.00522176150503	0.00101556336746	0.00605631849529	0.686750617775	0.199470722379	0.101484978264
è	0.00340446653501	0.000796749762487	0.0050791734451	0.489754989258	0.28218275746	0.218781812755
n	0.025110709545	0.0188518005275	0.128353561095	0.235336646419	0.29105181582	0.301295414252
o	0.0322559479483	0.0252204566758	0.170399981365	0.149765733806	0.232510878607	0.389846948084
</S>	0.0171981411241	0.0132042280879	0.0869937471825	0.079316294403	0.278326579304	0.524960974042
