 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.80482885	0.082215437	0.0923680955	0.0137075164	0.003294144899	0.0021058197735	0.0012534325325	4.98191585e-06	0.000221733095
a	0.794995766667	0.0927916623333	0.0923890647	0.0129861611267	0.00328378565367	0.00210085887717	0.0012428743064	3.67626963e-06	0.000206141553733
r	0.593872800889	0.341028080778	0.0411976451	0.0204614513689	0.00142708743856	0.00084926371839	0.0009956035977	2.29264055667e-06	0.000165702486644
ì	0.217224247963	0.709432560259	0.0392630263667	0.0299310314563	0.00131037067952	0.00122943017946	0.000996454332567	2.19224668522e-05	0.000590914968881
s	0.081209645321	0.75419645342	0.0716874361222	0.0888543971521	0.00142658645984	0.00134862148315	0.000611680710856	2.74622099834e-05	0.00063771084296
a	0.0298320283403	0.739392784473	0.101679462041	0.121713713051	0.00253091151995	0.00311403458438	0.000569894723619	6.20645343605e-05	0.00110514406765
e	0.0123570982468	0.532928851491	0.242198704014	0.0828369233503	0.02518717284	0.100872840861	0.00105085509454	0.00016865013812	0.00239894675588
N	0.0049527299656	0.247810560497	0.263535165671	0.316568702783	0.0319785918133	0.13120054194	0.00173101689818	0.00015168721784	0.00207102779529
ì	0.0027020294052	0.172384010166	0.33111983289	0.424218957594	0.0153766838044	0.0516533329667	0.00159720756606	6.38015464133e-05	0.000884196485097
c	0.00768497390173	0.125960650055	0.531290910963	0.236911325865	0.0267425132681	0.0627274516556	0.00770014062202	5.10105524711e-05	0.000931062505032
h	0.0235673883006	0.346230450018	0.389484444988	0.142376060288	0.0286563460894	0.0591646905185	0.00960180244067	3.4076778877e-05	0.000884726040744
o	0.0252633731002	0.386626062606	0.206180416329	0.262742031763	0.0344743486965	0.0732330401395	0.00854889838022	0.000472528279346	0.00245924568598
e	0.0117424307667	0.129590598359	0.12997100711	0.300265647254	0.111335489565	0.29971688338	0.0123944431267	0.000850156026449	0.00413332922866
e	0.00558355755557	0.0432906485563	0.0585097610367	0.143169915751	0.199166889855	0.530843831127	0.0156562623756	0.000700255308816	0.00307889510955
e	0.00277002943519	0.0144870022161	0.0245600605022	0.076095115717	0.221414469952	0.632240397042	0.0257327367919	0.000603365136272	0.00209680706985
n	0.0073928798284	0.00983204855603	0.00947682272407	0.115964342372	0.147401413317	0.468494284347	0.206714528264	0.000493699945424	0.0342299553566
è	0.0089003973428	0.00831430772201	0.00629022797469	0.130106386624	0.122184464439	0.407454966782	0.269343630421	0.00234028011514	0.0450653404522
c	0.00621256518093	0.004147061444	0.00564931119156	0.048144425708	0.116056238813	0.504863598927	0.277482864474	0.00342710047171	0.0340168254841
h	0.12245502706	0.0531480038147	0.0284572079305	0.0333162275693	0.0617819279377	0.341380972976	0.327325084825	0.00204569011057	0.0300898488614
u	0.15913750702	0.0682076038249	0.0348379341435	0.0277135205231	0.0416139493126	0.196412894325	0.370128481608	0.0540820572235	0.0478660599871
n	0.0553519720733	0.0228877873016	0.0119642180045	0.0133855341744	0.0183159653375	0.107559339775	0.643410533869	0.0711461877612	0.055978466529
f	0.0236335830911	0.00887040477387	0.00555194895817	0.0129831487248	0.0098617050125	0.0438266062583	0.84838976129	0.0242631631404	0.0226196708097
a	0.0123246982304	0.00413249261129	0.00331989265939	0.0097828063416	0.0069911285375	0.0226261780861	0.729005367097	0.159636346247	0.0521810590366
m	0.00518663361013	0.00142686473376	0.00115393717313	0.00437830888053	0.0030727706925	0.012536950362	0.679945269032	0.205196972616	0.0871022196789
è	0.00232986282004	0.00050703676092	0.000406029035043	0.00253209294684	0.00159202771083	0.00637316148733	0.624075633011	0.287827388072	0.0743566992263
n	0.05903714489	0.000313254153307	0.000480816075681	0.00161257230228	0.00144900823694	0.00522042219578	0.367745144337	0.347052879357	0.217088719075
a	0.0782550216633	0.000313315677769	0.00056140585856	0.00142217817743	0.00121082979898	0.00432674276526	0.215647866446	0.373905676452	0.324356949692
m	0.0491387455878	0.000333869559256	0.000268569224187	0.00079461208581	0.000709755386327	0.00237481065509	0.116689692482	0.371516488817	0.458173476564
a	0.0391183071726	0.000278491764419	0.000106669138062	0.000382953691937	0.000443191275442	0.00149682599503	0.089563699494	0.408773342939	0.459836507188
i	0.0153352720342	0.000141377469473	5.7902647354e-05	0.000166582180646	0.000258780661814	0.00151164330834	0.094114301498	0.580979164313	0.307434940729
</S>	0.0110607000171	0.000126808889737	5.2618087677e-05	0.000101352945323	0.000213727815907	0.00210824650417	0.092734913249	0.562094482156	0.331507130364
