 	sta	seduta	nel	giardino	</S>
s	0.968342075	0.0305455355	0.000382082355	0.000654970589	7.53177485e-05
t	0.832629225	0.153477097167	0.002671048755	0.0111894521297	3.31591605e-05
è	0.496968515	0.479940699056	0.008288893585	0.0143103176666	0.000491573208833
i	0.205820056	0.751140999685	0.021326351195	0.0163162385122	0.00539635810294
k	0.0932721963333	0.855630899895	0.022543267865	0.0218817786707	0.00667186571098
a	0.0459685596778	0.838734699965	0.0944322534217	0.0151523617236	0.00571213424699
s	0.0309005497926	0.800738499988	0.139613044474	0.0173733905745	0.0113744994157
i	0.0257637448775	0.599376216663	0.318923288158	0.0202832208582	0.0356535091386
m	0.0208099975725	0.483485155554	0.415225766053	0.0247470576194	0.0557320247129
m	0.0203040506242	0.492024451851	0.410844625351	0.0401220492065	0.0367047952943
è	0.00809206622807	0.26559745895	0.618129441784	0.0333693637355	0.0748116071548
n	0.020627098996	0.366804741317	0.490741870595	0.0342449199118	0.0875812972683
i	0.024854086772	0.399789053772	0.294536453532	0.158330089971	0.122490267306
s	0.0233630070307	0.205770324591	0.252280386511	0.316663326657	0.201922935769
t	0.0281377923436	0.159032933864	0.192752607504	0.483855212219	0.13622144219
o	0.0149567256379	0.0721544854213	0.142445213168	0.474983014073	0.29546054433
n	0.0286098150693	0.114328123607	0.0825596183893	0.307184141358	0.467318274777
g	0.0442749220231	0.179268321202	0.0539108660964	0.414074173786	0.308471718259
h	0.034109115341	0.130934234401	0.0476235819988	0.644612667929	0.14272041342
i	0.021079084647	0.0643061061337	0.0460762209996	0.60885604931	0.259682521807
a	0.0116050835823	0.0228247700112	0.0168914111665	0.614050146437	0.334628550602
r	0.00937517736077	0.0124510479704	0.00872947868883	0.514842537479	0.454601730201
d	0.0111589907869	0.0173117933235	0.0169385316963	0.45974024116	0.494850426734
ì	0.00983479042897	0.0154437372078	0.0179641656988	0.501142340387	0.455614945578
n	0.00490540144299	0.00820406716927	0.00696991951293	0.575753553462	0.404167058193
o	0.00275534664766	0.00544357948976	0.00300463925098	0.522823704487	0.465972745731
</S>	0.00166706987383	0.00341194239488	0.00230901352549	0.269992732244	0.722619247866
