 	vengono	vestiti	dai	genitori	</S>
è	0.99594875	0.00369402175	0.000213160508	2.32240485e-05	0.000120865167
r	0.724764943333	0.201234033417	0.00328944859133	0.0705040643062	0.000207503690333
k	0.574110307778	0.326152757806	0.00437443398378	0.0951304831021	0.000231991487144
u	0.518142859259	0.416961585935	0.0256372204479	0.0333786317674	0.00587965731941
t	0.228960921253	0.679295185312	0.0333658138493	0.0505774829891	0.00780052569114
t	0.084571206251	0.843572538437	0.0123002655164	0.0569165380964	0.00263939509985
e	0.036507845017	0.820769466146	0.101359709039	0.0204242907821	0.0209386583181
n	0.0233333442723	0.750630275382	0.147774296346	0.0504894479107	0.0277726143727
d	0.0193294446574	0.829981545127	0.0707135214487	0.0699697413036	0.0100057614902
i	0.0223134697858	0.625596211709	0.288970186483	0.0379534581012	0.0251666705961
m	0.0223559577619	0.419583667236	0.392301445494	0.133868345034	0.0318905428654
è	0.00846284882063	0.404434989079	0.398855321831	0.168293266345	0.0199535532885
n	0.0157923950069	0.31124960636	0.441732907277	0.214990566782	0.0162345358962
i	0.021565044669	0.19724928212	0.465163779092	0.264004367261	0.0520175254321
à	0.0320549378897	0.0693709063733	0.583351516364	0.174641994087	0.140580641811
t	0.0441258932966	0.0312531227911	0.401642984121	0.395532891362	0.12744514527
t	0.0439640164322	0.0207839902637	0.331859616707	0.556511497121	0.0468809347567
u	0.0361570404774	0.0116132697546	0.331822745569	0.405570185707	0.214836799919
s	0.0182340545925	0.0054411024182	0.19113611519	0.513737798569	0.27145096564
g	0.0106670499642	0.00304779057273	0.10872686273	0.763121902856	0.114436447547
e	0.0575733296547	0.00212488359091	0.0551295055767	0.665578454285	0.219593862516
n	0.0707957249516	0.0015761364303	0.199326555526	0.492866284762	0.235435294839
i	0.0790220367172	0.000861183976767	0.242081047175	0.435689488254	0.242346218946
t	0.0818943127391	0.000587598418922	0.116311721058	0.550249976085	0.250956378982
ò	0.030689899413	0.000418641922974	0.0730309100193	0.756322278695	0.139538278994
r	0.013089849871	0.000320849692325	0.0282696060064	0.863774426232	0.094545263698
u	0.00828823702367	0.000700961392108	0.0110911320021	0.675958388744	0.303961278599
</S>	0.00988331601184	0.00121675849605	0.00699879650105	0.421509514372	0.5603916393
