 	avete	cucinato	le	verdure	</S>
è	0.984829245	0.01493515515	3.98500435e-05	0.0001288900005	6.69141025e-05
c	0.746962745	0.206608446717	0.0071381651025	0.0391516854168	0.000139031165833
h	0.417176581667	0.509033182239	0.0126453783675	0.0609935531389	0.000151382833544
e	0.239982883889	0.712365427413	0.0085505241225	0.0348979163796	0.00420327691611
t	0.118726059963	0.817301575804	0.0153730003742	0.0427695711265	0.0058297785287
e	0.0529222571543	0.877333825268	0.0224799337914	0.0423870917088	0.00487690006623
m	0.0304381002181	0.912334608423	0.0242393262638	0.0275092645696	0.00547873542208
a	0.0227182837727	0.869192669474	0.0682160710879	0.0286802841899	0.0111927075407
r	0.0161295989576	0.587261453158	0.226716013696	0.0935443363966	0.0763485885136
à	0.0137135932525	0.240882781053	0.466024814565	0.168303725466	0.111075076171
t	0.0115145393508	0.114263541018	0.532294281522	0.276178475155	0.0657491363903
a	0.0110480519503	0.0597600621727	0.462621203841	0.337956891718	0.128613769797
t	0.0196393364834	0.0395692172242	0.348779134614	0.422423417239	0.169588893266
a	0.0224120551611	0.0318750627414	0.281024938205	0.51279487908	0.151893037755
l	0.020355127387	0.0157207309138	0.218957170068	0.518367379693	0.226599549252
à	0.0194677218957	0.0098838396046	0.127306077356	0.623524309898	0.219818006417
c	0.00759872999857	0.00380174693487	0.0871673193853	0.706962619966	0.194469555472
h	0.00593944693286	0.00230052864496	0.0801971333951	0.760963583322	0.150599274657
a	0.00895848997762	0.00492112111499	0.0798848307984	0.587652427774	0.318583111052
n	0.0229499609925	0.00714018917166	0.0402688522661	0.479355865925	0.450285137017
a	0.0305496749975	0.00887758485722	0.0320780337554	0.562717538642	0.365777149006
</S>	0.0262293654988	0.0109161289286	0.0286516728777	0.542391944321	0.391810854503
