 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.848025975	0.088819375	0.01220054655	0.0502406527	4.454786e-05	5.91906865e-05	0.00020517470865	4.1808786e-06	0.00035794502225	3.84066045e-06	8.974146315e-06	4.5795691e-06	8.14130585e-06	6.34282863e-06	2.06356055e-06	3.9545728e-06	4.49158835e-06
a	0.759009141667	0.146860191667	0.03448839285	0.0585624545667	0.000189259636667	0.0001476033855	0.000309733642883	1.23348154667e-05	0.000362762736417	7.82746415e-06	1.28099859383e-05	6.1625707e-06	9.51034868333e-06	7.26584347667e-06	3.31400471667e-06	4.6775436e-06	6.53420231667e-06
n	0.585093683889	0.301206063889	0.0760602462833	0.0366431241889	0.000310351475556	0.000193134461833	0.000292821114294	1.50383478222e-05	0.000136385131806	8.35356465e-06	1.29443274794e-05	4.96997113333e-06	6.41529879444e-06	4.58515215889e-06	3.30051393889e-06	2.79613336667e-06	5.76979753889e-06
o	0.33995317963	0.395794807963	0.188109887428	0.0721969723963	0.00197191670185	0.000869779320611	0.000934938338098	2.46325876074e-05	6.9271858602e-05	1.10763718167e-05	3.02612821598e-05	6.47996794444e-06	9.36607643148e-06	5.0881837863e-06	6.23547947963e-06	1.66937448889e-06	4.4152359463e-06
n	0.235258014877	0.402175535988	0.270589169143	0.0867007507988	0.00269867190062	0.00115540718687	0.00122675074603	2.88829365358e-05	7.6440743534e-05	1.26769698056e-05	3.85023473866e-05	7.56564964815e-06	1.12447931438e-05	5.7776198621e-06	7.61191349321e-06	1.3651951963e-06	5.63637801543e-06
ì	0.170156354292	0.325402995329	0.412260273048	0.0827157902663	0.00691265663354	0.00152518547562	0.000817821068677	4.27578785119e-05	8.48402845113e-05	1.50613974685e-05	3.17100324622e-05	7.11110021605e-06	9.3481727146e-06	4.9617382207e-06	5.66452669774e-06	1.10670514877e-06	6.38603027181e-06
s	0.095192520764	0.184166521776	0.602170847683	0.0985471334221	0.0125217492112	0.00392894782521	0.00315719074289	5.68122221706e-05	0.000129786311504	2.51519478228e-05	6.27576508207e-05	1.17893067387e-05	1.34319959049e-05	6.71618974023e-06	4.22084044591e-06	5.96241592923e-07	3.8408746706e-06
e	0.0667037442547	0.113995593925	0.707299519228	0.0862710611407	0.0155277164037	0.0054683845084	0.00425445094763	9.15143087235e-05	0.000153515807168	4.57252406076e-05	8.99220436069e-05	1.93786652462e-05	2.01712839683e-05	1.11581595801e-05	1.11798048286e-05	3.35087529097e-06	3.36599023702e-05
t	0.0750778420849	0.081939007975	0.703476286409	0.113326577047	0.0142296103346	0.00510998883613	0.00627178601588	9.86735462412e-05	0.000223075919056	5.06883338692e-05	8.08682025356e-05	1.98999724154e-05	1.91179009894e-05	1.14443115267e-05	1.38629745095e-05	4.70795146366e-06	4.66220777901e-05
e	0.0771800351216	0.0543732696583	0.638002108803	0.181532009016	0.0318397299782	0.00914027204538	0.00716945623863	0.000207301058747	0.000257253946352	8.50821782897e-05	8.38346605119e-05	2.28100394718e-05	1.83631363298e-05	1.10085928422e-05	1.63539904032e-05	4.74865452122e-06	5.64165695967e-05
k	0.0510310328005	0.0644018435528	0.577874749601	0.233466759672	0.0474469616594	0.0146466350151	0.00975946531288	0.000263015347916	0.000708738642117	0.00010827572943	0.000100526927171	2.75102174906e-05	2.18694127766e-05	1.29228516141e-05	2.09015551344e-05	7.02504050707e-06	0.000101783689866
