 	questo	muro	vuole	uno	specchio	</S>
c	0.991801085	0.0067747265	0.000833672915	2.20149445e-05	0.0005308738015	3.758387905e-05
ì	0.905512218333	0.0916864845	0.00208457618167	3.61835101667e-05	0.000596879533833	8.35912323833e-05
t	0.739737839444	0.1674609815	0.00873015472722	4.42622600556e-05	0.0839267637113	9.99436254611e-05
t	0.717005626481	0.160802957167	0.00968980424241	4.40768310185e-05	0.112423100737	3.44132868837e-05
o	0.522525287827	0.406876012389	0.0255221280808	0.000245713984673	0.0400869792123	0.00474385563269
t	0.193128368276	0.52793949413	0.0841524860269	0.000408220484891	0.187996049204	0.00637538666423
ì	0.078850701092	0.53049990471	0.149807052009	0.000505173998297	0.236277494468	0.00405966014141
c	0.0492362186973	0.603941034903	0.23790581067	0.0031419137461	0.102525447556	0.00324955758714
h	0.0412290285658	0.688962144968	0.206325060223	0.0038577009287	0.058519254352	0.00110686464457
o	0.0170041894219	0.580060186656	0.327082160074	0.0048060608229	0.0349166586173	0.0361308039237
t	0.00635086649063	0.228567953219	0.640018253358	0.00530262336097	0.0716776828724	0.0480826383246
è	0.00232637774021	0.090251386073	0.808307934453	0.00628218320699	0.0735872059575	0.0192448841249
l	0.000841820640737	0.0383961308243	0.898510014818	0.007349877669	0.0455027693192	0.0093993357183
i	0.000563557714246	0.0143694110748	0.764644958273	0.0519694394897	0.0696494921064	0.0988031085828
è	0.00341958347142	0.00645740255827	0.488455452758	0.13250664983	0.209890177369	0.159270756194
n	0.0132199784905	0.00698569571942	0.261953532919	0.227911449943	0.39664519579	0.0932841947313
a	0.0139197545968	0.00602920095314	0.11201543264	0.340094576648	0.36442248193	0.16351856091
n	0.00749737863227	0.00297083393105	0.05567431788	0.291994397549	0.436765683977	0.205097383637
j	0.0144046945441	0.00653160621035	0.0766374832933	0.207227204516	0.569450631326	0.125748371212
a	0.0145089486814	0.00689101976345	0.0740490073644	0.442486854839	0.372819901442	0.089244235404
l	0.00666206606047	0.00250434249448	0.0272767178881	0.47444027328	0.345800508147	0.143316070135
ì	0.00414325432016	0.00104358627483	0.011289421396	0.44764111276	0.364600209382	0.171282410045
</S>	0.00260712061008	0.000602043982415	0.006416265098	0.61026520638	0.253160414691	0.126948945023
