 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.951618325	0.043777175	0.00070770516	0.00265582105	0.000692361765	0.00038073185	5.80039927e-05	1.38805742e-05	7.0908039e-05	2.51101725e-05
d	0.872132508333	0.122448413	0.000863667053333	0.002204881978	0.00184916612167	0.000313489502667	6.20713362333e-05	1.53456410667e-05	8.5019541e-05	2.54378795e-05
r	0.659300879444	0.189232661	0.0145020416844	0.00558659612067	0.129963122374	0.000427128423556	0.000249753005744	0.000240336137022	0.000451160401667	4.63335291667e-05
e	0.366682879815	0.321692287	0.0843252615615	0.0294476503736	0.189532020791	0.00627729645452	0.000936850468581	0.000345942505674	0.000679011810556	8.08201230556e-05
f	0.300031289938	0.454215445667	0.0994022978538	0.0329295170912	0.102097483597	0.00800168131817	0.00125240782286	0.000298488228558	0.000716694880185	0.00105466544102
f	0.272512988979	0.308743958556	0.0496520556179	0.0221518176637	0.339028197866	0.00379828740606	0.00119468867429	0.000868780819519	0.000696535486728	0.00135264957567
ò	0.10710568216	0.134755639519	0.139594794206	0.103514499221	0.470458609289	0.040446744602	0.00178089402476	0.00104159934651	0.000333701457576	0.00096779945389
m	0.0390101268867	0.105053863173	0.183419931402	0.120006536654	0.495121113096	0.0517140524207	0.00341906117492	0.000668974155503	0.000736184821192	0.000850140861963
m	0.0673994582956	0.0930229057243	0.087633859334	0.041676848298	0.686286804365	0.0181186238269	0.00337204576831	0.000526552531834	0.00166225517373	0.000300691224521
u	0.0737417692052	0.0521016850748	0.0583699333113	0.135397215266	0.547367111455	0.127969281742	0.00233501979944	0.000486005423945	0.00137058544358	0.000861435834707
e	0.0255573372751	0.0201009681916	0.0952218924371	0.208165841755	0.399612230485	0.196408087247	0.0460793888665	0.00373827940798	0.00231166793353	0.00280430297824
m	0.011298995425	0.164808364064	0.0866725288124	0.113926268252	0.441549353495	0.0988285900823	0.0665384482888	0.00800346946933	0.00369093454451	0.00468301285941
o	0.00561719263633	0.211298999638	0.0415970642708	0.074598577084	0.389854071165	0.223008774361	0.0386795694296	0.00814693882311	0.00234561800817	0.00485317275314
m	0.00316425264011	0.188070361496	0.0313771530903	0.061995460028	0.313987450388	0.268911877454	0.0758738478099	0.040291258941	0.00317748749606	0.013150828051
a	0.00237021531337	0.180321779742	0.0244575190301	0.0363501403427	0.233461343463	0.333165808485	0.109385595937	0.0590616073137	0.00365201594869	0.0177739553503
i	0.00199305217112	0.0608518985907	0.0115109588434	0.0270898377809	0.117653742154	0.372677729495	0.282719665312	0.0673050284379	0.0466233885329	0.0115746899501
g	0.00677693885704	0.194544602297	0.0423465357811	0.010706624427	0.0672719550513	0.149243320965	0.332647151771	0.104034817813	0.066379181511	0.02604887315
r	0.00725975335568	0.243306039766	0.071758651927	0.00571565107567	0.0483230690171	0.0606138591217	0.152792867257	0.284648765938	0.032274136837	0.09330721205
a	0.00291570395523	0.086281882422	0.044161889509	0.00486577379189	0.0210714748724	0.0524256707072	0.136508779086	0.422237555313	0.125787293279	0.103743994017
m	0.00197827265174	0.0442439576407	0.019369139703	0.00296549154063	0.0109976068241	0.0412453845691	0.162171383029	0.483023685104	0.181165404426	0.052839703339
m	0.00126711103058	0.0299737177602	0.011265921301	0.00188538572354	0.00786679884137	0.0155224861897	0.109743554343	0.703577045035	0.090180670342	0.0287172881463
è	0.000948640823527	0.0117693681334	0.005920105967	0.00256435067451	0.00586751628046	0.0168929913966	0.0691885261143	0.754356685012	0.057702422314	0.0747893410821
n	0.00166374684118	0.0134786230445	0.0246116671223	0.00261390065817	0.0178954388602	0.0192218491322	0.0565796200381	0.495905058337	0.268179817438	0.099850254694
a	0.00229178421373	0.0159571090148	0.0317512589074	0.00253467021939	0.0238855414534	0.0107995249107	0.0353452850127	0.249670876112	0.530894812479	0.0968691192313
a	0.00712012000458	0.0100526140049	0.0130041617458	0.00196445898646	0.0118618097745	0.00513417407557	0.0224436984709	0.124020047371	0.711384027493	0.0930148797438
n	0.0222642900015	0.0274234476683	0.0643394294919	0.00198592417549	0.00534996551483	0.00243887726386	0.0122621236236	0.0722970377903	0.613479812498	0.178159093248
g	0.0310327823338	0.0446929892228	0.245242176497	0.00681484639183	0.0603941606383	0.00764113875462	0.0099667905412	0.0531794565301	0.275404808499	0.265630841083
r	0.0195865748479	0.0282381765076	0.246538527166	0.00783852889728	0.0776348275794	0.00962288805154	0.00740347551373	0.02688329211	0.105625236833	0.470628457028
à	0.00761128335263	0.0113278802692	0.0834949341553	0.00340189982576	0.0264365957265	0.00421548379718	0.00571860763791	0.0174069873033	0.350407761944	0.489978563343
m	0.00418165188421	0.00746291608973	0.0289657019184	0.00136388548525	0.00999945494217	0.00208750241239	0.00693317201264	0.141140259701	0.606535447315	0.191330025448
m	0.0137067580614	0.0766518366966	0.0132063444061	0.00108518064508	0.00854176951406	0.00367771940413	0.0320445593375	0.187686742234	0.569913945772	0.0934851461493
a	0.0168778268205	0.0995436583655	0.0108800261354	0.00248115011503	0.0114058946714	0.00459180846804	0.0373926031125	0.0690675417113	0.451679018591	0.296080466383
</S>	0.00931852461025	0.0530117583827	0.0109638650677	0.00372298485751	0.0120250685857	0.00378992108402	0.0201485815562	0.0359242038056	0.334503934296	0.516591158191
