 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.52972975	0.4664337705	0.003278998425	0.00033798855165	8.5327945e-05	4.049528935e-05	4.509502885e-05	1.7353156825e-05	1.1096065115e-05	2.016139335e-05
a	0.266215663333	0.7177023435	0.0152115793083	0.000615664697217	0.000111493196333	4.62656237833e-05	4.803469545e-05	1.79691812083e-05	1.11986270383e-05	1.98292780983e-05
d	0.370119781111	0.574921951167	0.0487489097694	0.00600609657907	0.000118886263444	3.23284385944e-05	1.98495422167e-05	8.8106043361e-06	1.48627506794e-05	8.56805134777e-06
e	0.338729661537	0.601191933722	0.0522112789231	0.00763571766969	0.000154945954481	3.30559588648e-05	1.72579376389e-05	5.37386854537e-06	1.59457066831e-05	4.83562447259e-06
r	0.290198708346	0.591776137907	0.113704870308	0.00386545863323	0.00025947513816	0.000107422492288	4.45703615463e-05	1.04813482818e-05	1.07657160177e-05	2.20931551809e-05
f	0.291654337115	0.504502205969	0.196920073436	0.00455853847774	0.00167252226272	0.000437510897429	0.000157308587182	4.67697790939e-05	2.17085626726e-05	2.9013624827e-05
ì	0.115499525185	0.479573775323	0.392678424479	0.00635184515925	0.00424527585424	0.00125619023248	0.000268210802394	5.89438240313e-05	2.05511956909e-05	4.72874413757e-05
m	0.0852181702083	0.239848685108	0.62416840816	0.0413289043864	0.00716049828475	0.00192730681083	0.000204516065798	3.42311363438e-05	5.58393460303e-05	5.34880380252e-05
m	0.0782253935694	0.340619581703	0.517217236053	0.0564546861288	0.00593382475158	0.00136054108628	8.17800673327e-05	1.83363709479e-05	6.94569286768e-05	1.91960545151e-05
u	0.0294366007031	0.363165036768	0.542893698684	0.0478281100429	0.0115538842405	0.00414076494476	0.000633070732844	7.48223801493e-05	3.11118672256e-05	0.000242880809112
f	0.0319137229144	0.124318517456	0.742076219561	0.0808446633476	0.0143545835135	0.00517472850159	0.000827823469948	0.000101959795383	6.23077734085e-05	0.000325435099704
è	0.0327155860581	0.043567796252	0.776665553187	0.110404047783	0.0256004532712	0.0091466156872	0.00133886838232	0.000161490280461	7.05060361362e-05	0.000329111583235
t	0.017053031106	0.015729384984	0.720432597729	0.187642842594	0.0442237804237	0.0127430082291	0.00154225870744	0.000203106313487	0.000106115557045	0.000323922248745
i	0.011865993042	0.00601688769467	0.494163752576	0.250395180865	0.163330883475	0.0630775590764	0.00909717374915	0.000924109691162	0.000135466047348	0.000993000850582
p	0.0126856476873	0.00291141659822	0.267717604192	0.414125043622	0.207297284492	0.0804517530255	0.0117776711164	0.00126729088372	0.000337822620783	0.00142843748353
ò	0.0129577697124	0.00186896078274	0.154181839064	0.491438324541	0.256980258164	0.0664863010085	0.0134652562388	0.00144058098124	0.000413146993594	0.000767523911177
r	0.00495771875413	0.000914154930913	0.0850682383547	0.38235714818	0.410883932721	0.0978445336695	0.0146214540796	0.00219401146041	0.000817629641198	0.000341164534726
k	0.0458059959514	0.0329058738636	0.112840987118	0.41923799606	0.30578759424	0.0747531792232	0.00594908925987	0.00161649715347	0.000972475750399	0.000130280920575
e	0.0588543606065	0.0436197149312	0.106086561106	0.32202394202	0.222257314747	0.206241941074	0.0362027536533	0.00348823905116	0.000411571943466	0.000813559134858
t	0.0223014918248	0.0146478973604	0.0445074714353	0.216549300673	0.319564768249	0.326898257025	0.0475810664178	0.00531672368372	0.00142398253782	0.00120903467829
e	0.0101450823816	0.00512232257013	0.0241773121451	0.177825037891	0.307676129416	0.386286695675	0.0757446240059	0.00977490189457	0.00184074594594	0.00140712525943
e	0.0039523444672	0.00313461670004	0.0096996916817	0.0698960006303	0.193925104805	0.383720355225	0.279024244669	0.0507489872982	0.00273842551531	0.00316019871981
n	0.00391861648907	0.00228545268001	0.0067243911939	0.0456477572101	0.147587399935	0.419333275075	0.293377492223	0.0659979347661	0.0102381396718	0.0048895588066
a	0.00355435529636	0.00269791630667	0.0058551287313	0.0321652213367	0.117449025312	0.450160758358	0.297265631408	0.070208413922	0.0161325722239	0.00451102193553
s	0.00263300679879	0.00282640426989	0.0041143865771	0.0183667107122	0.081934182104	0.405727172786	0.314530203803	0.117441734641	0.046370034408	0.00605617507851
t	0.0033833376996	0.00142053949096	0.00355942119237	0.0134827606707	0.0686675257013	0.541734177595	0.177917581268	0.12944707488	0.0543673724693	0.00602022972617
u	0.00258035401987	0.00235219083032	0.00406857673079	0.0055111239569	0.0351733737671	0.440797952532	0.325608913756	0.148420138293	0.0286412421564	0.00684613694206
d	0.00448980335996	0.00233408645011	0.00463313901026	0.00609042428563	0.0361295264557	0.292364250844	0.326004751585	0.144103887431	0.168920921052	0.014929155314
i	0.00567435455332	0.0088380026567	0.00995225077009	0.00703622726188	0.0362005269519	0.216559747615	0.314416107528	0.15145265381	0.232325340351	0.017544760938
è	0.00344701061777	0.0120454385522	0.0115794857567	0.00454398818729	0.0143195012173	0.0816555168717	0.391153492509	0.183108084603	0.281511120117	0.0166363534793
t	0.00301456197259	0.00520625335073	0.00533150781223	0.00291493859576	0.0105651881724	0.120340962624	0.220068345503	0.166866101534	0.453651540039	0.0120405594131
s	0.0275775027575	0.0375948686169	0.0503902756641	0.0140573971319	0.0369597930575	0.163805659541	0.0967185021677	0.166812147178	0.399887413346	0.00619637219103
i	0.0352849004525	0.0506752852056	0.0700431912214	0.0190086867106	0.0419103264525	0.0907046545137	0.110574179723	0.195144605726	0.269876964449	0.116777161864
j	0.0138336183508	0.0192232737919	0.0281598435338	0.0080452033402	0.0159014074175	0.0353204755046	0.0997442320743	0.167543978575	0.448099514816	0.164128443955
a	0.00720016755027	0.0111168879873	0.0223553939713	0.00530327921673	0.00715377630583	0.0152551846349	0.0577433095248	0.113278396192	0.625525371605	0.135068224652
m	0.00611975128342	0.0084611640891	0.0204712466571	0.00440414613224	0.00417817000194	0.0067513825783	0.0424970191749	0.089464221064	0.679387223868	0.138265619551
è	0.00502200476114	0.00398242522303	0.0104215165524	0.00215567747075	0.00238423411731	0.00310817739277	0.0177654240583	0.052969354688	0.777445674623	0.12474545785
d	0.00404917025371	0.00506882617434	0.0071383205508	0.00148099696358	0.0035049210891	0.00169745353092	0.0087229683661	0.025514693896	0.783586168208	0.159236479283
i	0.0041621554179	0.00683881485811	0.0079182928836	0.00356717576119	0.00532012519637	0.00175027821031	0.0044450358687	0.0123038489653	0.569700029403	0.383994259761
k	0.087427846806	0.0224420847527	0.0160524816279	0.00521060258706	0.00922278806546	0.0021898671701	0.00327384168957	0.00815895588843	0.378700606468	0.467320936587
o	0.115114447135	0.0278080159176	0.0180982592093	0.00400150542902	0.00968230142182	0.00186598551337	0.00196000576319	0.00589493272948	0.442581568823	0.372992978862
</S>	0.0586844358675	0.0178967944588	0.0160911951046	0.00378714256451	0.00609899231091	0.00125048519169	0.00167900768159	0.00431919916474	0.487146534412	0.403046214431
