 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.590826735	0.406288273	0.002504638305	0.00025533982	4.1670379e-05	2.45524655e-05	1.24805601e-05	3.3070255865e-05	5.16395309e-06	8.0445968e-06
a	0.270028517667	0.722363457667	0.006694220935	0.00070250412	8.6315663e-05	5.33644481667e-05	2.10471010333e-05	3.7739291455e-05	5.11079969e-06	7.74304755333e-06
p	0.130718361889	0.854708985889	0.0122988828117	0.00205565714	9.5153061e-05	7.69902107222e-05	2.23731193444e-05	1.76884126717e-05	3.05482589e-06	2.90462555111e-06
e	0.0858477952963	0.886462241963	0.0242451866039	0.00301413451333	0.000242536763667	0.000124468726907	3.16464851148e-05	2.81394152439e-05	2.55204383e-06	1.3490961637e-06
s	0.0352892080988	0.933602160654	0.0274267082013	0.00320657980444	0.000283421485889	0.000123782822302	3.12493933716e-05	3.2047957648e-05	2.34200917667e-06	2.53344895457e-06
a	0.0157199195996	0.930771753551	0.0427441757338	0.0100990947681	0.00042779184663	0.000182429167434	3.13118564572e-05	1.6759469116e-05	2.50366152556e-06	4.29145531819e-06
m	0.00672985876653	0.873136364517	0.0927688369113	0.0264335785894	0.000560426435543	0.000295657115811	4.03602058191e-05	1.32722340387e-05	3.88229860852e-06	1.77939267727e-05
m	0.00372184955551	0.858207651506	0.11073213897	0.0267420538631	0.000321539708514	0.000214550839937	2.7105697773e-05	6.76705024623e-06	5.46212686951e-06	2.09302441442e-05
è	0.00141605758784	0.648137253835	0.25031260299	0.0937874562877	0.00387093063284	0.00180625794131	0.000299553403424	8.98440919821e-05	1.65197729565e-05	0.000263572660935
n	0.00139408573195	0.418016444612	0.428473380997	0.143379047096	0.00531844621095	0.00253859111377	0.000398314896808	0.000118600607094	1.86978714422e-05	0.000344413396485
o	0.00138942184532	0.280550136871	0.416441040332	0.256257374032	0.0278155029036	0.0130529778379	0.00252476366127	0.0016678289888	2.55783299374e-05	0.000275391455002
o	0.000702477139773	0.095369475957	0.325093526777	0.380090411344	0.0914232896345	0.0578710106126	0.0129648937871	0.0358585168963	6.76083466458e-05	0.000558802685001
k	0.000985178203258	0.034723913319	0.203996456926	0.540947187115	0.0915223505448	0.0668921462042	0.0144355016624	0.0457036837754	8.73727788819e-05	0.000706246065
l	0.00105339582109	0.016386106773	0.117277720309	0.758117989038	0.0517312775149	0.0337491707347	0.00565338125413	0.0153410466885	0.000236809726294	0.000453151597667
è	0.000565574057697	0.008603713191	0.072584288103	0.745092396346	0.100318635838	0.0517715562449	0.0112754740514	0.00904565251617	0.000343765148765	0.000398970191889
o	0.000512895983232	0.00321305361367	0.0323709445343	0.546015422115	0.188100678613	0.116542345415	0.0306432943505	0.0813239071721	0.000387405409588	0.000890029897296
n	0.00111142789441	0.00157304442122	0.0182880280114	0.551570480705	0.166546002871	0.128585721805	0.0293837109168	0.101641613224	0.000360489276529	0.000939458232432
e	0.0010327526148	0.000911426240407	0.0116374528371	0.523863070235	0.21238808429	0.148688813935	0.0317716864389	0.0683767702413	0.000697457012176	0.000632503757477
o	0.000949581954933	0.000436894560136	0.0046608625657	0.242377574745	0.291288544763	0.219642124645	0.0580611801463	0.180654428414	0.00127163817073	0.000657192852492
k	0.00137879688498	0.000322788593379	0.00395151397523	0.187336382915	0.224303131588	0.335874308215	0.0578693690488	0.185939253738	0.00161593589024	0.00140851997083
l	0.00113956672833	0.00050795462446	0.00480820352508	0.200343110972	0.208618697196	0.458183026072	0.0517563420163	0.0651754847793	0.00799236396341	0.00147525217028
è	0.000629731042777	0.000600700491487	0.00303551448503	0.113996591657	0.228818635732	0.459376802024	0.0949759706721	0.0837916808598	0.0133569833211	0.00141741117009
o	0.00109615384759	0.000481284380496	0.00121833791168	0.043051671219	0.184004428577	0.368159834008	0.119731971891	0.269625356953	0.010352920107	0.0022780629567
n	0.00261845811586	0.000473474626832	0.00223224161056	0.030742391073	0.116796772859	0.465371484669	0.10085054063	0.272150176418	0.00658355970233	0.00218091358557
e	0.00236339188529	0.000415021622277	0.00259438418019	0.0253413101243	0.0764580162863	0.52115368489	0.14016024521	0.220175209573	0.00951128923411	0.00182746106186
ò	0.0019026649751	0.000326357637426	0.00118461723673	0.0091711310081	0.0557047297621	0.37257095163	0.16174176507	0.377648729858	0.0175312257447	0.00221784692062
l	0.00186513192503	0.000242511992475	0.00085988592891	0.0057479832027	0.045741472254	0.42797581721	0.194292805023	0.305507608953	0.0160331994816	0.00173360398354
i	0.00083653126501	0.000191960567492	0.000592005109637	0.00424432788757	0.0298038948847	0.37755802407	0.350417708341	0.208399535318	0.0205706043939	0.00738540683785
i	0.00138026947834	0.000489220529164	0.000310956093212	0.00152858731919	0.0113560715816	0.157594730357	0.333491946114	0.434707245106	0.042284465798	0.0168565132793
f	0.00518714362611	0.000958989009721	0.000619122871071	0.00284325930973	0.00753677951387	0.131751164119	0.272676282038	0.418569412702	0.140155053599	0.0197027954264
a	0.0057553263087	0.00130287906991	0.00102679225702	0.00359264473658	0.00675933447129	0.122076026373	0.304030960679	0.300877001901	0.2293551612	0.0252238541421
m	0.0051219732029	0.00132116635664	0.000876002039007	0.00196318901219	0.0049164531571	0.0736874204577	0.29167638356	0.258003458967	0.332140407067	0.0302935330474
i	0.00509301646763	0.00201517331888	0.000795853366336	0.0013828405574	0.0038515556857	0.0538808631526	0.266158551187	0.150605784656	0.457456502356	0.0587598510158
l	0.00508461522254	0.00241091510629	0.000766047208779	0.00103439717247	0.00232967932857	0.0262938727175	0.182946898729	0.111098839552	0.594498600785	0.0735361403386
i	0.00565142480751	0.00301175516876	0.00108097078959	0.00128976885749	0.00183114548619	0.0158159421058	0.108215444576	0.0760712045173	0.670662766928	0.11636956678
à	0.0044770240025	0.00378669642292	0.00147963359653	0.0013776445525	0.000999866642063	0.00655728810193	0.057711030192	0.0812947048391	0.626315622309	0.216000458927
r	0.00458827590083	0.00257688117431	0.00128482933218	0.00130594458417	0.00415066231735	0.018664129234	0.130300985397	0.0521125009464	0.609874974103	0.175140793476
i	0.00422791053361	0.00328951982477	0.00146055504406	0.00161728296139	0.00543454470578	0.0228201721113	0.152742030132	0.0281588483155	0.461610854701	0.318638261659
</S>	0.0037315337668	0.00497167626239	0.00177957712203	0.0017128225807	0.00316372125289	0.0121145921056	0.081856277566	0.0248296221578	0.32032077235	0.54551938083
