 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.644243375	0.300001175	0.03539113	0.00266347983	0.0089431407	0.00151143171	0.000825484931	0.0052847948791	0.00063482787485	0.000167369065	0.0001423922691	0.00019139980145
n	0.346466519	0.30139211	0.324049461667	0.00276736791	0.0163443765667	0.00167360927	0.000845113347	0.00528869579803	0.000670935901617	0.0001668437886	0.000142412398233	0.000192556761483
ì	0.140276540333	0.306240445	0.507618433889	0.00421178793667	0.0358754938556	0.00231754969	0.000799602485667	0.00203844517101	0.000446612177206	5.93681911333e-05	4.9102951511e-05	6.65714264943e-05
c	0.0730690807777	0.386819991667	0.457758847963	0.00568003497889	0.0713576246185	0.00309805799667	0.000797009188556	0.000964327462003	0.000392137752402	2.25513883444e-05	1.77892213703e-05	2.24994988314e-05
h	0.0376259636926	0.239383738222	0.567178505988	0.00384008289296	0.14739678154	0.00325352823222	0.000455857032852	0.000379671999001	0.000461347364134	1.04597710815e-05	6.4482171401e-06	7.6025327438e-06
a	0.0195117249975	0.136215987074	0.504406648663	0.0669860108643	0.243875290513	0.0205835524107	0.00305400528762	0.00433327583967	0.000962616608045	4.70992386938e-05	9.26889443003e-06	1.45175140479e-05
n	0.0183771019992	0.100294946358	0.504426062888	0.0890192024881	0.251076960171	0.0263665098036	0.00382598448587	0.00561118178489	0.000915537766015	5.94553792313e-05	1.00491228233e-05	1.70076354826e-05
d	0.0144483478664	0.0378004296193	0.574349354296	0.0350778515294	0.311467620057	0.0214113966012	0.00255429535196	0.00192386216663	0.000916096352005	4.09075227438e-05	3.8011480211e-06	6.07497937087e-06
ì	0.00656049596213	0.0139256453731	0.357057137099	0.0915526323431	0.444716246686	0.0784250132004	0.00584432291732	0.000890240775543	0.000916292150668	7.56330475813e-05	4.11771284037e-06	3.22550832003e-05
s	0.00498097612738	0.0106773834577	0.186594841366	0.110948477114	0.585913728895	0.0934619980668	0.00582775214577	0.000520872660181	0.000956313816889	7.28404038604e-05	3.91575405679e-06	4.08881220868e-05
o	0.00443864911479	0.00889283059257	0.114400243622	0.0915212853713	0.566723166298	0.194848933022	0.0170084975553	0.000819742001727	0.0010580970623	0.000194791449287	7.38556936226e-06	8.63731467156e-05
n	0.00666490277726	0.0175032176375	0.0466691397073	0.0891636311238	0.546239088766	0.267298221007	0.0216425163518	0.00138183743391	0.0030361378441	0.000263922113096	1.10991497874e-05	0.000126273348905
t	0.00767780945909	0.0218706621458	0.0310158982358	0.0469661433746	0.627266406255	0.248238217002	0.0115775966173	0.00108488519464	0.00409349028137	0.000133787961699	7.04246046247e-06	6.8044890135e-05
a	0.00284814053436	0.00889076233193	0.0190281338986	0.0328603544582	0.430046658752	0.443548549001	0.0561775955391	0.00351933171488	0.00234253926046	0.0005751454679	1.80725973542e-05	0.000144699353878
i	0.00113740265945	0.00308889496064	0.00770903145287	0.0239226291527	0.193207489584	0.529094076334	0.170442881846	0.0518302905716	0.0146796494868	0.00422270872263	0.000270626939118	0.000394289897959
k	0.00141388791982	0.00957048248688	0.00437387858429	0.0154280890509	0.138532936528	0.548047975445	0.177214663949	0.0689434311905	0.0292544891623	0.00600866657421	0.000377061543039	0.000834453765986
i	0.00136323254861	0.011671819291	0.0021419158681	0.0090387736503	0.0984687355093	0.622479425148	0.178323501316	0.0467723680635	0.0240972270541	0.00462083485807	0.00021542200768	0.000806806308662
a	0.000754241791537	0.004038831249	0.000901353709367	0.00433371251677	0.0385879596364	0.474322798383	0.276938257105	0.132689282688	0.0554085713514	0.0104608786194	0.00102586123256	0.000538286599554
t	0.00132755109718	0.004142149773	0.000540993483122	0.00368087383892	0.0277385826788	0.448383489461	0.245740172368	0.151618124563	0.0986394771171	0.0153478457065	0.00137077039085	0.00146997454318
è	0.00128004199773	0.00410218710933	0.000351095836041	0.00362154774631	0.0227940800596	0.478948496487	0.253306377456	0.134192488521	0.0845504663724	0.0141347374022	0.00103048007695	0.00168804023106
r	0.000741976221243	0.00246020378811	0.000218634957014	0.00279017321544	0.0165677601865	0.386725065496	0.309164212485	0.137814639507	0.130363922791	0.0113919081341	0.00105871850232	0.000702831381687
a	0.000564492943748	0.00195476364937	0.000190408759005	0.00245872167181	0.0140366286288	0.271340757499	0.414977277495	0.111288489836	0.141726717597	0.0381342100447	0.00150634327744	0.00182122994856
i	0.000343794987916	0.000800125263123	0.000133820529668	0.0011988363106	0.00492203275627	0.1131067635	0.407841505832	0.306873863279	0.0908441525323	0.0669137033482	0.00328128042581	0.00374015931619
n	0.00460600212264	0.00647891531437	0.000285209193223	0.00850361342353	0.0126027082321	0.100605653167	0.222241325277	0.36225454776	0.218440874177	0.0530959951161	0.00347844154194	0.0074067131054
ì	0.00594001931755	0.00833720546012	0.000325523164408	0.0109596511278	0.0151494584207	0.0945043614557	0.138746590092	0.382143342587	0.303093121392	0.030362046372	0.00322354404731	0.00721511522847
c	0.00306498538252	0.00420492460871	0.000291845111469	0.00512728802927	0.0189972898169	0.0490174102186	0.092809199364	0.391732740862	0.391231703797	0.0269430877907	0.0079026891491	0.00867684093616
h	0.00345538879417	0.00411423573624	0.00270764120382	0.00557440550976	0.0229483247723	0.0480043400729	0.0657796074547	0.173792790287	0.628684577932	0.0279592692636	0.00794412481303	0.00903532358105
a	0.00260445909806	0.00292227636875	0.00345955832461	0.00457317762325	0.0106480016241	0.0321932870576	0.0446515428182	0.105101430096	0.516437105977	0.247856808088	0.0148168573677	0.0147355434627
p	0.00302139053269	0.00363452614625	0.00140558597487	0.0103483074944	0.011288035408	0.0370355187192	0.0389310012727	0.0951213083653	0.427848351992	0.327907653363	0.0215336704559	0.0219246768209
à	0.00315628730423	0.00374078731542	0.000648507454957	0.0121042444448	0.0113148269893	0.0381891689064	0.0322429900909	0.250357117788	0.460343197331	0.149997645121	0.0239968774853	0.0139083220403
r	0.00134686508141	0.00195093197181	0.000276316451652	0.00512690929493	0.00455199021643	0.0162866599688	0.0205977390303	0.292994883596	0.514445875777	0.096961240707	0.0392328044951	0.00622773484677
o	0.000814951573803	0.0017405283906	0.000357637797217	0.00304204696498	0.00281131690548	0.00927862085627	0.0153254373434	0.115463585532	0.454793617592	0.273202995902	0.0876536768317	0.0355155633489
n	0.0024059447846	0.0026966569302	0.000462151289072	0.00617984365499	0.00484212343516	0.0199379978188	0.0246077491145	0.0578687535107	0.352349568197	0.341319445301	0.130905295611	0.0564244864496
t	0.00313589446153	0.00349204497673	0.00221202348636	0.008162617085	0.00781410181172	0.0272437902729	0.0363653883715	0.0305260269036	0.426643119399	0.317543378434	0.106363695204	0.0304979296365
