 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a	0.530184382	0.456590588	0.0041441245	0.0064667861	0.000761864835	0.000279809755	0.0013434600659	0.00012007251465	3.81759775e-05	2.836946965e-05	4.22587376e-05
n	0.213380262	0.760204246	0.00496277993333	0.0186775610333	0.000880722545	0.000292236618333	0.0013453642563	0.00015089228155	3.61307664667e-05	2.80315589333e-05	4.16794725333e-05
ì	0.083119652	0.866874215333	0.0107613337444	0.0362552846778	0.00177352714833	0.000480363089444	0.0005616315131	0.00013602275385	1.32181891222e-05	9.8640129611e-06	1.48252332378e-05
c	0.0378443613333	0.868877788444	0.0161218689148	0.0735737682259	0.00256860314944	0.000550322193148	0.000303887012033	0.000145374421283	5.2591923174e-06	3.6921208037e-06	5.05808996593e-06
h	0.0194319030111	0.767951762815	0.0137284756383	0.194484759409	0.00347846294981	0.000423389477716	0.000149952025011	0.000344101137094	3.94520654913e-06	1.5193046379e-06	1.74193723431e-06
e	0.0104236019037	0.547880560938	0.120548393879	0.28901256647	0.0260617875499	0.00300727510924	0.002468817315	0.000563054425698	2.3019930683e-05	3.9354746993e-06	6.99071016377e-06
n	0.0241251316346	0.364632246979	0.158106646626	0.410790438823	0.0347932501833	0.00372878108975	0.00320510655433	0.000574978688566	2.98690208943e-05	4.62918237643e-06	8.92907428792e-06
d	0.0336210922115	0.218928008993	0.060919745542	0.634186822941	0.0453456230611	0.00415558241658	0.00120070131078	0.00158860910952	4.79193619648e-05	2.37374236881e-06	3.57320556264e-06
ì	0.0183136177905	0.0804740295977	0.050748736514	0.637120527647	0.196718116354	0.0137560571389	0.000866945946927	0.00184571216317	0.000110071630655	4.79662955627e-06	4.14292954209e-05
s	0.00955507965017	0.0289270913659	0.0483197895047	0.655557042549	0.239648016785	0.0144138781596	0.000698978022309	0.00272193444772	9.94230385517e-05	4.92007469876e-06	5.3796907917e-05
