 	avete	fatto	già	le	verdure	</S>
i	0.93853847	0.05101142	0.00776921273	0.00013808373	0.001921945291	0.000620949125
k	0.73693696	0.132890596667	0.0842082937433	0.00562564083667	0.0397409866303	0.000597565763667
à	0.48058826	0.330571218889	0.126927535914	0.00826209971222	0.0531190785434	0.000531842809889
m	0.31915194	0.375588376296	0.209589183305	0.0126142020041	0.0824939858478	0.00056232331663
a	0.160471796	0.407926762099	0.297685114435	0.015591837668	0.0960895242826	0.0222349238522
t	0.110077258	0.5113917307	0.277249691478	0.013486704556	0.0579814770942	0.0298130793507
o	0.0909034523333	0.370058435567	0.413526397159	0.0374281161853	0.0554810976981	0.0326024378502
g	0.244781070444	0.233478873856	0.38433602472	0.0478724073951	0.0539425262327	0.0355890389501
i	0.294968138381	0.148636392619	0.190594773907	0.248416597798	0.0976412370776	0.0197428293167
à	0.0987133935337	0.0508324730263	0.114021642969	0.363966169266	0.360119359026	0.0123469905056
t	0.0387403266846	0.0224407584954	0.049930508323	0.316471323089	0.565466306342	0.00695080456853
a	0.0193792894282	0.0133745616985	0.0217066495743	0.457077974363	0.436475658781	0.0519858651895
l	0.0172445720094	0.0159869360995	0.0112064322581	0.446020064788	0.422084742927	0.0874572450632
à	0.0165115445031	0.0171289692332	0.00639247361937	0.413275274929	0.463671787642	0.0830199550211
c	0.00656587960103	0.00656481462107	0.00260107715646	0.32748463231	0.546861202547	0.10992238834
h	0.00418215300034	0.00303264565036	0.00161462933549	0.174478628103	0.728279167516	0.0884127731467
a	0.00642802486678	0.00489377498345	0.00149600594516	0.129838471368	0.635459972505	0.221883768082
n	0.00855410795559	0.00560523772782	0.00121266431505	0.059546249456	0.606371207502	0.318710532694
a	0.0096930739852	0.00571447097594	0.00130648717168	0.035050041152	0.713354835834	0.234881110898
</S>	0.0106288689926	0.00742126398797	0.00145534903584	0.033433897076	0.715840917917	0.231219755449
